	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SEMA4B	0	0.383172541432451	0.294	0.04	0	Epithelial cells	SEMA4B
CRACR2B	0	0.383002154808416	0.281	0.029	0	Epithelial cells	CRACR2B
NUDT8	0	0.381231632795215	0.275	0.036	0	Epithelial cells	NUDT8
GGT6	0	0.381013107195587	0.262	0.011	0	Epithelial cells	GGT6
BCAR1	0	0.380763468924684	0.307	0.041	0	Epithelial cells	BCAR1
TOX3	0	0.379998996631158	0.265	0.009	0	Epithelial cells	TOX3
GGT1.1	0	0.379196754464031	0.269	0.027	0	Epithelial cells	GGT1.1
PODXL2	0	0.377261785943424	0.274	0.022	0	Epithelial cells	PODXL2
KIF9	0	0.376604755217329	0.298	0.042	0	Epithelial cells	KIF9
CEP170B	0	0.376072271373445	0.273	0.017	0	Epithelial cells	CEP170B
AK1	0	0.374776793183765	0.287	0.029	0	Epithelial cells	AK1
ZDHHC9	0	0.37450606789851	0.286	0.029	0	Epithelial cells	ZDHHC9
MANSC1	0	0.373774355712097	0.275	0.01	0	Epithelial cells	MANSC1
PATJ	0	0.370715418911887	0.297	0.039	0	Epithelial cells	PATJ
MEIS1	0	0.37004641970781	0.258	0.03	0	Epithelial cells	MEIS1
SLC44A3	0	0.365437562731916	0.263	0.009	0	Epithelial cells	SLC44A3
ECI1	0	0.363769626546161	0.304	0.044	0	Epithelial cells	ECI1
MBOAT1	0	0.362914921389546	0.291	0.039	0	Epithelial cells	MBOAT1
ASAP2	0	0.359000149231547	0.264	0.015	0	Epithelial cells	ASAP2
ELMO3	0	0.358708617439731	0.258	0.012	0	Epithelial cells	ELMO3
PCDH1	0	0.356141247517867	0.25	0.004	0	Epithelial cells	PCDH1
TMEM30B	0	0.355301713943575	0.255	0.01	0	Epithelial cells	TMEM30B
SH2D3A	0	0.352273949597248	0.265	0.032	0	Epithelial cells	SH2D3A
SIPA1L3	0	0.351180140782263	0.283	0.036	0	Epithelial cells	SIPA1L3
NHSL1	0	0.35082542525845	0.253	0.013	0	Epithelial cells	NHSL1
GNA11	0	0.349194009833296	0.269	0.024	0	Epithelial cells	GNA11
SRGAP1	0	0.348760184725885	0.254	0.027	0	Epithelial cells	SRGAP1
SLC25A29	0	0.346773137155056	0.27	0.029	0	Epithelial cells	SLC25A29
ARHGEF5	0	0.34478440720427	0.254	0.021	0	Epithelial cells	ARHGEF5
GSTO2	0	0.328640626511561	0.256	0.018	0	Epithelial cells	GSTO2
SLC25A23	0	0.327436386759907	0.25	0.023	0	Epithelial cells	SLC25A23
SNX7	0	0.310144921085283	0.255	0.028	0	Epithelial cells	SNX7
LGMN	0	0.267489355096054	0.515	0.132	0	Epithelial cells	LGMN
NDUFA1	3.45958299587081e-307	0.736541958297951	0.93	0.677	5.88890217557129e-303	Epithelial cells	NDUFA1
TBC1D8	8.15169208605729e-307	0.364199865177125	0.286	0.04	1.38758102688867e-302	Epithelial cells	TBC1D8
AIFM1	9.50832971319201e-307	0.492446155840874	0.372	0.079	1.61850788377954e-302	Epithelial cells	AIFM1
SERPINE2	1.14970685044788e-306	0.690702779239691	0.33	0.058	1.95703100083239e-302	Epithelial cells	SERPINE2
CDK16	2.02893119867299e-306	0.49170221205687	0.465	0.124	3.45364668638117e-302	Epithelial cells	CDK16
IGFBP3	6.67495739362655e-305	0.506484258146429	0.353	0.066	1.13621124754311e-300	Epithelial cells	IGFBP3
PDLIM5	2.27380877454104e-304	0.491980644788913	0.494	0.138	3.87047729602376e-300	Epithelial cells	PDLIM5
ERO1A	2.57056149470206e-304	0.576883145777455	0.408	0.093	4.37560977628184e-300	Epithelial cells	ERO1A
GINS2	6.27657161874927e-304	0.398251300966934	0.272	0.035	1.0683980209435e-299	Epithelial cells	GINS2
VILL	1.52919739778677e-303	0.391442598064498	0.299	0.046	2.60299981051265e-299	Epithelial cells	VILL
SLC9A3R2	3.8194620687582e-303	0.465073187019812	0.328	0.058	6.50148833344021e-299	Epithelial cells	SLC9A3R2
UCHL3	5.12069749525723e-303	0.489336888154066	0.456	0.12	8.71645127642686e-299	Epithelial cells	UCHL3
CENPV	6.30437925457082e-303	0.362114979566507	0.283	0.04	1.07313143671304e-298	Epithelial cells	CENPV
ALDH3A2	6.86492533238573e-303	0.477649834042663	0.402	0.093	1.1685475900787e-298	Epithelial cells	ALDH3A2
CLINT1	9.38807810080524e-303	0.620286163577388	0.591	0.212	1.59803865431907e-298	Epithelial cells	CLINT1
WASL	1.05316592584518e-302	0.457803103788877	0.449	0.114	1.79269903897366e-298	Epithelial cells	WASL
LPP	1.62773214948521e-302	0.571759234226214	0.526	0.162	2.77072566485373e-298	Epithelial cells	LPP
FBL	2.5993315555592e-302	0.945829463621099	0.652	0.291	4.42458217387286e-298	Epithelial cells	FBL
RFK	5.34943966535062e-302	0.44423562754481	0.378	0.081	9.10581619835983e-298	Epithelial cells	RFK
TRIM47	1.16421991525203e-300	0.395693155915363	0.317	0.054	1.981735139742e-296	Epithelial cells	TRIM47
FBP1	3.56963043334206e-300	0.405531825578675	0.448	0.109	6.07622492363486e-296	Epithelial cells	FBP1
DLG3	5.27102031779778e-300	0.320634789839734	0.266	0.035	8.97233078495539e-296	Epithelial cells	DLG3
COMTD1	2.29654030249794e-299	0.514369858713452	0.415	0.101	3.90917090291199e-295	Epithelial cells	COMTD1
IGFBP2	4.0751714343564e-299	0.471278427969794	0.295	0.044	6.93675681556147e-295	Epithelial cells	IGFBP2
RAB11A	7.57861784678054e-299	0.675763823713122	0.685	0.297	1.29003232987898e-294	Epithelial cells	RAB11A
NDUFC1	1.61010521396951e-298	0.663881396157442	0.746	0.354	2.7407210952189e-294	Epithelial cells	NDUFC1
MAGEF1	4.18062091552619e-298	0.444571361595963	0.407	0.095	7.11625292240868e-294	Epithelial cells	MAGEF1
H1-0	1.15642899456191e-297	0.574956665944768	0.429	0.104	1.96847343454328e-293	Epithelial cells	H1-0
RPS27L	6.591016945263e-297	0.923854050591738	0.873	0.583	1.12192290442267e-292	Epithelial cells	RPS27L
SYNJ2	3.08050533392468e-296	0.462678685679006	0.33	0.061	5.24363617940659e-292	Epithelial cells	SYNJ2
CKAP4	2.82072570874342e-295	0.583183654725039	0.485	0.136	4.80143930142305e-291	Epithelial cells	CKAP4
TFPI	4.22304937017041e-295	0.499240444315569	0.356	0.071	7.18847463790408e-291	Epithelial cells	TFPI
ACTL6A	1.44739032874312e-294	0.455952187107669	0.426	0.107	2.46374781758653e-290	Epithelial cells	ACTL6A
PHB	1.69676064024867e-294	0.63313807609496	0.664	0.276	2.88822596183129e-290	Epithelial cells	PHB
TK1	6.23360804011629e-294	0.483640615417041	0.293	0.045	1.0610847605886e-289	Epithelial cells	TK1
GRN	8.56919820825928e-294	0.342190372251934	0.82	0.366	1.45864891900989e-289	Epithelial cells	GRN
SESTD1	2.73084764730347e-293	0.367205657837902	0.292	0.045	4.64844886523997e-289	Epithelial cells	SESTD1
SHMT1	2.82209595767467e-293	0.347966711984455	0.271	0.038	4.80377173915382e-289	Epithelial cells	SHMT1
NDUFB3	2.93159364194759e-293	0.638530507294449	0.735	0.341	4.99015869732319e-289	Epithelial cells	NDUFB3
FARP1	4.84902124982566e-293	0.43054557370037	0.365	0.075	8.25400397145323e-289	Epithelial cells	FARP1
TRPM4	7.48310240900574e-293	0.327359134186862	0.254	0.031	1.27377369206096e-288	Epithelial cells	TRPM4
SAT1	1.36705145048167e-292	1.03461162292129	0.979	0.746	2.3269949790099e-288	Epithelial cells	SAT1
MANBAL	3.88230766276947e-292	0.409829056009629	0.377	0.082	6.6084641035662e-288	Epithelial cells	MANBAL
EIF2S2	8.8364734675363e-292	0.690859457588535	0.756	0.369	1.50414451364403e-287	Epithelial cells	EIF2S2
POR	1.77740459011109e-291	0.483442095862295	0.444	0.118	3.0254980932871e-287	Epithelial cells	POR
TICAM1	1.84383720265672e-291	0.513065908273393	0.358	0.076	3.13857968636227e-287	Epithelial cells	TICAM1
MED29	1.88366139971715e-291	0.630207107630675	0.499	0.157	3.20636843459853e-287	Epithelial cells	MED29
CCL20	1.92793628943794e-291	2.37833298590018	0.444	0.135	3.28173315188127e-287	Epithelial cells	CCL20
CRABP2	4.06383546573759e-291	0.596125980349138	0.387	0.083	6.91746072977852e-287	Epithelial cells	CRABP2
TM9SF2	7.88667406294775e-291	0.759256917836986	0.654	0.271	1.34246965899497e-286	Epithelial cells	TM9SF2
UACA	6.12076342598673e-290	0.390112415334847	0.319	0.056	1.04187635037146e-285	Epithelial cells	UACA
RBBP8	1.11958720874961e-288	0.420331761060268	0.347	0.069	1.90576134673359e-284	Epithelial cells	RBBP8
CHCHD2	8.34749843033795e-288	0.726106664014615	0.971	0.85	1.42091118281213e-283	Epithelial cells	CHCHD2
CDKN1A	1.11660809393762e-287	1.1191496060269	0.783	0.43	1.90069029750062e-283	Epithelial cells	CDKN1A
HACD2	3.26841625146556e-287	0.365445484845493	0.312	0.055	5.56349814324467e-283	Epithelial cells	HACD2
SQSTM1	8.81744339392307e-287	0.822107077089346	0.956	0.683	1.50090521451359e-282	Epithelial cells	SQSTM1
PYGB	1.05093630621677e-286	0.485938041502411	0.38	0.087	1.78890378044219e-282	Epithelial cells	PYGB
TMEM141	1.72026995668817e-285	0.584588873625915	0.529	0.176	2.92824352027461e-281	Epithelial cells	TMEM141
MYL6	4.75443046283982e-285	0.697687216475421	0.997	0.964	8.09299153384595e-281	Epithelial cells	MYL6
KIF3B	1.03408393808539e-284	0.391490280831151	0.335	0.065	1.76021767940895e-280	Epithelial cells	KIF3B
MT-ND4	1.82836524034315e-284	1.01191032816993	0.986	0.912	3.11224331211212e-280	Epithelial cells	MT-ND4
FDXR	2.67945632196228e-284	0.344350858813541	0.256	0.034	4.56097055124419e-280	Epithelial cells	FDXR
ADAM15	1.55490723747652e-283	0.431144170606288	0.352	0.074	2.64676309963253e-279	Epithelial cells	ADAM15
SYAP1	2.15935908771083e-283	0.506291929545088	0.615	0.225	3.67566103910138e-279	Epithelial cells	SYAP1
AHCYL1	3.76376829107797e-283	0.442826561017556	0.413	0.103	6.40668638507293e-279	Epithelial cells	AHCYL1
TMCO3	2.1249592347913e-282	0.426382516863201	0.374	0.084	3.61710560946176e-278	Epithelial cells	TMCO3
UQCRFS1	7.21584390626475e-282	0.664594559934331	0.693	0.32	1.22828094972439e-277	Epithelial cells	UQCRFS1
SEM1	1.37203995176184e-280	0.746773605866009	0.893	0.568	2.335486405889e-276	Epithelial cells	SEM1
GNAS	1.48955308156211e-280	0.689089248904851	0.873	0.513	2.53551725543503e-276	Epithelial cells	GNAS
ATP5MC1	3.20374817817519e-280	0.78286062861043	0.699	0.345	5.45342014888982e-276	Epithelial cells	ATP5MC1
CLIC1	9.68860660829514e-280	0.839702533197484	0.966	0.819	1.649194616864e-275	Epithelial cells	CLIC1
TMEM14A	1.17140952282453e-279	0.572298624386286	0.497	0.158	1.99397328975191e-275	Epithelial cells	TMEM14A
TES	3.21083002620334e-279	0.535622729792215	0.545	0.183	5.46547487060332e-275	Epithelial cells	TES
RAB40B	1.19007221322358e-278	0.336217139932773	0.267	0.039	2.02574092134918e-274	Epithelial cells	RAB40B
GNG5	6.47723121610063e-278	0.822297490602539	0.93	0.686	1.10255429760465e-273	Epithelial cells	GNG5
CAPN1	8.14467373777281e-278	0.529839616092373	0.565	0.201	1.38638636364369e-273	Epithelial cells	CAPN1
FAM162A	8.20642384803723e-278	0.770586939468762	0.634	0.252	1.3968974674129e-273	Epithelial cells	FAM162A
RAB32	1.2417133430674e-277	0.500423042421799	0.402	0.1	2.11364445256932e-273	Epithelial cells	RAB32
TXNRD1	1.1783002088731e-276	0.632194336706666	0.435	0.123	2.00570261554379e-272	Epithelial cells	TXNRD1
NTPCR	2.29588721763506e-276	0.420365497920042	0.38	0.089	3.90805922185839e-272	Epithelial cells	NTPCR
CRYZ	3.64429106883266e-276	0.41384399372327	0.348	0.074	6.20331225736695e-272	Epithelial cells	CRYZ
SMPDL3B	6.40926099118261e-276	0.308751811447576	0.262	0.037	1.0909844059191e-271	Epithelial cells	SMPDL3B
RBM42	1.76976311735867e-275	0.576343623280644	0.607	0.239	3.01249077836792e-271	Epithelial cells	RBM42
SELENOW	2.37198733986191e-275	0.890900856640498	0.865	0.513	4.03759684991295e-271	Epithelial cells	SELENOW
FUCA2	3.31646898899274e-275	0.517050741578492	0.496	0.157	5.64529351306345e-271	Epithelial cells	FUCA2
ANKLE2	5.56228121377276e-275	0.573195773901189	0.441	0.124	9.46811508208399e-271	Epithelial cells	ANKLE2
MMP24OS	5.99510362815444e-275	0.58836783232825	0.525	0.18	1.02048653958445e-270	Epithelial cells	MMP24OS
GSN	1.18713284323858e-274	0.434082095306651	0.788	0.299	2.02073752576071e-270	Epithelial cells	GSN
QTRT1	2.01243985276611e-274	0.540720396906549	0.445	0.129	3.42557511737847e-270	Epithelial cells	QTRT1
SUPT5H	3.59983472102978e-274	0.6826607886819	0.53	0.191	6.12763866213688e-270	Epithelial cells	SUPT5H
SNRPB	9.21123526864862e-274	0.797053251282708	0.776	0.435	1.56793646742937e-269	Epithelial cells	SNRPB
RAC1	1.33226575172779e-273	0.751630019574865	0.905	0.538	2.26778276259104e-269	Epithelial cells	RAC1
RAP2B	7.68868112879304e-273	0.79285839567242	0.448	0.137	1.30876730174315e-268	Epithelial cells	RAP2B
PLK2	8.55380128444933e-273	0.473971883279851	0.413	0.103	1.45602805463896e-268	Epithelial cells	PLK2
GLIS3	1.4845808855927e-271	0.334491236327753	0.25	0.034	2.5270535834559e-267	Epithelial cells	GLIS3
TMEM9	8.49986924437406e-271	0.481579386634568	0.473	0.138	1.44684774277735e-266	Epithelial cells	TMEM9
NDUFB11	1.00332258408248e-270	0.671935963927364	0.914	0.707	1.7078557026252e-266	Epithelial cells	NDUFB11
MRPL57	1.08320597677097e-270	0.63898238853633	0.746	0.372	1.84383321365954e-266	Epithelial cells	MRPL57
FTH1	2.20215133683129e-270	0.683147859665238	1	0.99	3.74850200555421e-266	Epithelial cells	FTH1
VDAC1	2.29662261005629e-269	0.703581028697939	0.734	0.368	3.90931100683782e-265	Epithelial cells	VDAC1
PSENEN	5.01513563332695e-269	0.510282324473894	0.54	0.188	8.53676387504913e-265	Epithelial cells	PSENEN
CXCL2	1.87700731023014e-268	0.75890596206808	0.385	0.089	3.19504184347375e-264	Epithelial cells	CXCL2
UBA1	3.06094372019852e-268	0.542964035216353	0.603	0.232	5.21033840052193e-264	Epithelial cells	UBA1
SCAND1	8.6761296427882e-268	0.616951142646348	0.761	0.381	1.47685078779541e-263	Epithelial cells	SCAND1
ITPRID2	7.67060507698742e-267	0.455581202169441	0.376	0.09	1.3056903962048e-262	Epithelial cells	ITPRID2
TGIF1	8.27734862029227e-267	0.71740539181497	0.556	0.206	1.40897028214615e-262	Epithelial cells	TGIF1
DAG1	4.51413720220325e-266	0.358141087592781	0.275	0.045	7.68396434559038e-262	Epithelial cells	DAG1
PAF1	1.41708894402421e-265	0.624278027441845	0.486	0.162	2.41216880051801e-261	Epithelial cells	PAF1
UGDH	1.49505392333268e-265	0.430546187596984	0.363	0.083	2.54488078829688e-261	Epithelial cells	UGDH
MRPS35	3.9646887389398e-265	0.467539431873795	0.482	0.15	6.74869317142333e-261	Epithelial cells	MRPS35
CD63	4.50473771013237e-265	0.686502397372272	0.971	0.685	7.66796453018732e-261	Epithelial cells	CD63
ADAM9	4.52235292511442e-265	0.454285335881261	0.359	0.082	7.69794914912977e-261	Epithelial cells	ADAM9
ACTG1	6.63236042063283e-265	0.905149306269012	0.995	0.907	1.12896039080012e-260	Epithelial cells	ACTG1
SRI	1.0008926841447e-264	0.957566440062409	0.686	0.336	1.70371952695111e-260	Epithelial cells	SRI
CHMP2B	1.59202436243174e-264	0.506849406594764	0.538	0.188	2.7099438697313e-260	Epithelial cells	CHMP2B
SVIL	2.24803515157889e-264	0.474742587565485	0.393	0.097	3.82660543501759e-260	Epithelial cells	SVIL
KIAA1217	3.61869950571783e-264	0.3149655423277	0.261	0.039	6.1597502986329e-260	Epithelial cells	KIAA1217
MRPL27	6.68790702130255e-264	0.473296061869128	0.554	0.193	1.13841553316612e-259	Epithelial cells	MRPL27
GGCT	8.61907663397847e-264	0.536927961958491	0.46	0.14	1.46713922463581e-259	Epithelial cells	GGCT
PSMA7	2.6091913807701e-263	0.696938120891079	0.928	0.677	4.44136556834687e-259	Epithelial cells	PSMA7
SLC7A1	3.63006839489093e-262	0.330297352441562	0.258	0.039	6.17910242178335e-258	Epithelial cells	SLC7A1
DYNC1LI2	1.12284934495215e-261	0.457925189417594	0.474	0.144	1.91131415497754e-257	Epithelial cells	DYNC1LI2
LSM4	1.16143078691882e-261	0.585995525149063	0.613	0.247	1.97698748549322e-257	Epithelial cells	LSM4
SNRPE	2.45501200429289e-261	0.613272063151265	0.62	0.258	4.17892143370735e-257	Epithelial cells	SNRPE
FAIM	8.23517795698577e-260	0.330164521831475	0.289	0.052	1.40179199183812e-255	Epithelial cells	FAIM
IFI6	9.0656242212557e-260	1.25313210181676	0.718	0.378	1.54315055494215e-255	Epithelial cells	IFI6
KIF16B	1.05649169247541e-259	0.345813167237406	0.286	0.05	1.79836015893165e-255	Epithelial cells	KIF16B
EIF4G1	3.23491988117062e-259	0.54747172040237	0.58	0.219	5.50648062172863e-255	Epithelial cells	EIF4G1
TUBB4B	9.60574105716575e-259	0.906415989642511	0.839	0.483	1.63508924275075e-254	Epithelial cells	TUBB4B
SMIM26	9.8848706922392e-259	0.617828451197937	0.719	0.351	1.68260268923296e-254	Epithelial cells	SMIM26
PRDX1	1.02994147881523e-258	0.943317820124212	0.948	0.775	1.75316638523928e-254	Epithelial cells	PRDX1
MCM4	7.63163217327764e-258	0.365512359588552	0.274	0.046	1.29905642853532e-253	Epithelial cells	MCM4
TNKS1BP1	1.02721681293027e-257	0.319598809961029	0.262	0.041	1.74852845896991e-253	Epithelial cells	TNKS1BP1
MAP2K2	1.47465562722445e-257	0.458750335940005	0.431	0.123	2.51015880866145e-253	Epithelial cells	MAP2K2
RPL39L	4.23591889110049e-257	0.440126158377067	0.348	0.08	7.21038113643125e-253	Epithelial cells	RPL39L
EI24	4.84909115745401e-257	0.436275011925635	0.433	0.124	8.25412296821822e-253	Epithelial cells	EI24
SHKBP1	4.91720055362797e-257	0.810377204825874	0.552	0.228	8.37005878238553e-253	Epithelial cells	SHKBP1
SRC	6.78363343440281e-257	0.31972675146687	0.264	0.042	1.15471008320405e-252	Epithelial cells	SRC
TIMM13	1.18419277457767e-256	0.562222572162688	0.569	0.217	2.01573294088611e-252	Epithelial cells	TIMM13
PRELID3B	2.22525136795489e-256	0.44507518178454	0.456	0.137	3.78782287853282e-252	Epithelial cells	PRELID3B
MLF2	2.51289262094519e-256	0.568869617936243	0.707	0.331	4.2774458193729e-252	Epithelial cells	MLF2
IRF2BP2	8.58429582413172e-256	0.540185179762117	0.529	0.185	1.4612188351837e-251	Epithelial cells	IRF2BP2
ARRDC1	1.59675674699124e-255	0.446558820928202	0.484	0.153	2.71799933472848e-251	Epithelial cells	ARRDC1
ASPH	7.22031250969557e-255	0.511432412230799	0.424	0.12	1.22904159540038e-250	Epithelial cells	ASPH
YWHAE	8.78604467461917e-255	0.601489351831927	0.779	0.403	1.49556052451368e-250	Epithelial cells	YWHAE
MRPS12	1.5679332476756e-254	0.49670713417998	0.524	0.184	2.6689359741934e-250	Epithelial cells	MRPS12
TM9SF3	9.24712091354755e-254	0.445107913750316	0.434	0.126	1.57404492190406e-249	Epithelial cells	TM9SF3
TRIP6	2.11093140482097e-253	0.450236580869545	0.387	0.101	3.59322743728625e-249	Epithelial cells	TRIP6
ATP5PD	2.92590341438345e-253	0.626409567994706	0.834	0.486	4.98047279196351e-249	Epithelial cells	ATP5PD
POMP	4.59024865471837e-253	0.635901870365056	0.837	0.49	7.81352126006161e-249	Epithelial cells	POMP
GSR	2.53059180842919e-252	0.390261220413444	0.308	0.062	4.30757337630817e-248	Epithelial cells	GSR
SYNGR2	7.14724150087461e-252	0.575327274270473	0.842	0.449	1.21660344827888e-247	Epithelial cells	SYNGR2
TPI1	1.30842219415239e-251	0.665375206733724	0.964	0.745	2.2271962588862e-247	Epithelial cells	TPI1
MORF4L2	5.40683845657566e-251	0.517858277848684	0.625	0.247	9.20352042078309e-247	Epithelial cells	MORF4L2
SLC12A7	8.80473537541462e-251	0.452783480265059	0.353	0.084	1.49874205560308e-246	Epithelial cells	SLC12A7
SNRPG	1.09240202102895e-250	0.633683526763497	0.841	0.495	1.85948672019549e-246	Epithelial cells	SNRPG
ZNF593	3.60903009887963e-250	0.444118309724262	0.489	0.16	6.1432910343129e-246	Epithelial cells	ZNF593
SMS	3.73003263583954e-250	0.531080818966901	0.587	0.226	6.34926155272607e-246	Epithelial cells	SMS
UBR4	8.06952746382922e-250	0.498908477173465	0.461	0.145	1.37359496489301e-245	Epithelial cells	UBR4
KLF11	1.01705368555262e-249	0.427232432989439	0.273	0.049	1.73122878354767e-245	Epithelial cells	KLF11
CDCA7	1.6952407019759e-249	0.406483207165717	0.268	0.046	2.88563872290338e-245	Epithelial cells	CDCA7
SINHCAF	2.24599941641597e-248	0.471787407975509	0.44	0.132	3.82314020662326e-244	Epithelial cells	SINHCAF
MRPL52	3.09893148357619e-248	0.628586520436708	0.727	0.362	5.2750011713434e-244	Epithelial cells	MRPL52
SMIM14	3.2322464944793e-248	0.427935554828061	0.425	0.121	5.50192998290266e-244	Epithelial cells	SMIM14
PECR	3.45737626701312e-248	0.371426449427778	0.277	0.05	5.88514588170973e-244	Epithelial cells	PECR
GTF3C6	4.28390500015973e-248	0.532518329495058	0.63	0.265	7.29206309127189e-244	Epithelial cells	GTF3C6
RAB20	6.4955434694144e-248	0.350915149263273	0.36	0.083	1.10567140936372e-243	Epithelial cells	RAB20
IFT22	1.83142529222272e-247	0.346158262972287	0.318	0.067	3.11745213242152e-243	Epithelial cells	IFT22
REC8	2.07216499355952e-246	0.345158371121045	0.28	0.051	3.52723925203702e-242	Epithelial cells	REC8
MIEN1	5.4130236738721e-246	0.554287519059693	0.59	0.239	9.21404889766509e-242	Epithelial cells	MIEN1
TYMS	3.00535044232362e-245	0.330728258074051	0.267	0.044	5.11570752292327e-241	Epithelial cells	TYMS
RARRES2	9.39613927296616e-245	0.477561266484388	0.492	0.144	1.5994108270443e-240	Epithelial cells	RARRES2
CNIH4	1.14723630718176e-244	0.522040004618482	0.553	0.208	1.95282564208479e-240	Epithelial cells	CNIH4
AK2	1.56350386591361e-244	0.504597506634741	0.593	0.233	2.66139628055815e-240	Epithelial cells	AK2
MRPL33	2.39110527577784e-244	0.56420660112428	0.674	0.308	4.07013940042903e-240	Epithelial cells	MRPL33
GMNN	4.50658911010373e-244	0.406847324655319	0.321	0.07	7.67111598321857e-240	Epithelial cells	GMNN
MYO1C	8.75629771796328e-244	0.42075983315519	0.413	0.117	1.49049699755171e-239	Epithelial cells	MYO1C
TMEM176B	2.0487299513693e-243	0.254028401635666	0.515	0.157	3.48734812322083e-239	Epithelial cells	TMEM176B
SLC44A1	2.78904079648484e-243	0.419102791343489	0.388	0.104	4.74750524377649e-239	Epithelial cells	SLC44A1
TMEM51	4.56074404199603e-243	0.355660518333346	0.306	0.063	7.76329850828565e-239	Epithelial cells	TMEM51
FAM120A	4.71317105917558e-243	0.461191225719802	0.458	0.145	8.02275977692866e-239	Epithelial cells	FAM120A
NUDT14	4.94048028208658e-243	0.409330746847423	0.411	0.115	8.40968553616778e-239	Epithelial cells	NUDT14
SERTAD1	9.41779579089618e-243	0.978920399541152	0.705	0.387	1.60309719952635e-238	Epithelial cells	SERTAD1
INPP1	2.42266490171779e-242	0.399794778958361	0.358	0.088	4.12386019570401e-238	Epithelial cells	INPP1
NTHL1	4.27816242137527e-242	0.345390114512316	0.293	0.058	7.28228807366499e-238	Epithelial cells	NTHL1
OAS3	2.26389297732055e-241	0.466167252402854	0.347	0.083	3.85359862599505e-237	Epithelial cells	OAS3
TMEM176A	3.86672927447003e-241	0.388265361303225	0.505	0.156	6.58194657100289e-237	Epithelial cells	TMEM176A
ZBTB7A	6.15801838584457e-241	0.444018803907048	0.413	0.119	1.04821788963846e-236	Epithelial cells	ZBTB7A
LRRC59	1.44379718330761e-240	0.536076366255039	0.559	0.22	2.45763156542621e-236	Epithelial cells	LRRC59
TSPO	1.02311341898087e-239	0.723706769349621	0.865	0.516	1.74154366178924e-235	Epithelial cells	TSPO
DNAJC19	1.72061061167551e-239	0.461008718565227	0.527	0.191	2.92882338319405e-235	Epithelial cells	DNAJC19
DBI	2.623397681405e-239	0.700046784680538	0.846	0.518	4.46554753328758e-235	Epithelial cells	DBI
MGST3	3.21322105145239e-239	0.858665121089696	0.759	0.405	5.46954487378226e-235	Epithelial cells	MGST3
PNPLA2	5.3019322990531e-239	0.591762173398332	0.575	0.231	9.02494915944819e-235	Epithelial cells	PNPLA2
SLC25A4	1.4127327399002e-238	0.361735447172122	0.303	0.063	2.40475366985812e-234	Epithelial cells	SLC25A4
BST2	2.73770678483706e-238	0.797818973576057	0.86	0.583	4.66012448914965e-234	Epithelial cells	BST2
PRKAB1	4.04811955488856e-238	0.312545773005692	0.269	0.048	6.89070910633131e-234	Epithelial cells	PRKAB1
TUBB2A	6.95853223592634e-238	0.535488451479368	0.48	0.16	1.18448135719938e-233	Epithelial cells	TUBB2A
ABHD2	9.05982853795296e-238	0.482197389791012	0.406	0.117	1.54216401373035e-233	Epithelial cells	ABHD2
SLC39A14	1.01094173714218e-237	0.32071307259545	0.251	0.041	1.72082502496342e-233	Epithelial cells	SLC39A14
PDCD5	1.6083173565597e-237	0.57327383648364	0.678	0.318	2.73767780433592e-233	Epithelial cells	PDCD5
IFT57	1.94031273429513e-237	0.476817376856502	0.425	0.129	3.30280033631718e-233	Epithelial cells	IFT57
ANG	2.10526072543023e-237	0.361018394767958	0.286	0.057	3.58357480682733e-233	Epithelial cells	ANG
DHRS3	2.8949846117922e-237	0.437598717575146	0.375	0.099	4.92784280619268e-233	Epithelial cells	DHRS3
AURKAIP1	9.60589708573328e-237	0.542787300535248	0.74	0.375	1.63511580193352e-232	Epithelial cells	AURKAIP1
SUDS3	1.93671541350259e-236	0.456401944352135	0.435	0.135	3.2966769768641e-232	Epithelial cells	SUDS3
PTK2	8.37923977245535e-236	0.34773236568888	0.311	0.066	1.42631419406735e-231	Epithelial cells	PTK2
RAMP1	8.2529647133942e-235	0.483796339558108	0.377	0.096	1.40481965351396e-230	Epithelial cells	RAMP1
CAMTA1	2.18264128279928e-234	0.448448547236242	0.539	0.198	3.71529199158094e-230	Epithelial cells	CAMTA1
TMEM181	3.61137534914778e-234	0.316819451909066	0.278	0.053	6.14728311931936e-230	Epithelial cells	TMEM181
GATM	3.66849629672665e-234	0.454975464424922	0.259	0.046	6.24451439628811e-230	Epithelial cells	GATM
TIMM17B	3.49213552355109e-233	0.500974535775335	0.57	0.231	5.94431308818866e-229	Epithelial cells	TIMM17B
MRPS18A	5.33369106069378e-233	0.398678829504923	0.424	0.128	9.07900892351296e-229	Epithelial cells	MRPS18A
NAXE	7.91456862757594e-233	0.519800165050872	0.567	0.231	1.34721787178598e-228	Epithelial cells	NAXE
PABPN1	1.08932559614997e-232	0.430751245701693	0.463	0.151	1.85425002976648e-228	Epithelial cells	PABPN1
KDELR3	1.98726555369139e-232	0.357090641274035	0.292	0.059	3.38272342549348e-228	Epithelial cells	KDELR3
RPN1	4.47184291500564e-232	0.62271103370128	0.792	0.475	7.6119710099226e-228	Epithelial cells	RPN1
CCDC58	8.47544621030756e-232	0.318377122614347	0.283	0.056	1.44269045391855e-227	Epithelial cells	CCDC58
