	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
KRT6A	5.14514460569658e-08	0.0885993542950254	0.044	0.008	0.000875806514781672
CDC42EP2	1.55577513347118e-05	0.088483737411592	0.107	0.051	0.264824043219465
CD151	0.405712769339074	0.0881932009643642	0.693	0.861	1
SRP19	0.0931803798104131	0.0879907961006913	0.39	0.356	1
PRELID1	0.0379695426432413	0.0877599940216198	0.722	0.718	1
INTS10	0.0172305933012542	0.0876753211216847	0.273	0.219	1
FAM214A	0.000640705485773528	0.0876168745843192	0.151	0.094	1
EIF3I	0.261952914005381	0.0873207567348901	0.563	0.586	1
IQANK1	1.53861321366834e-08	0.0872804902832153	0.088	0.027	0.000261902741230624
AGPAT2	0.824024333592935	0.0872575948767149	0.563	0.655	1
SEMA4B	0.327601708341546	0.0872178759050536	0.302	0.292	1
MRRF	0.00427929806983515	0.0869831513338944	0.234	0.175	1
YEATS2	0.00402798578323294	0.0869561304848129	0.217	0.159	1
NAPA	0.969248425582073	0.0869273130586221	0.439	0.495	1
ARC	0.0339287982612654	0.0868868441869416	0.083	0.056	1
LTA4H	0.088178956467095	0.0865518876798159	0.334	0.301	1
KCNS3	9.27301942161823e-13	0.0864071160813806	0.073	0.012	1.57845336594786e-08
RPL26L1	0.069059288107067	0.086345167263676	0.32	0.283	1
ABCG1	0.00298893316178606	0.0863130467017045	0.151	0.1	1
C19orf48	0.408904100964796	0.0862053579795705	0.371	0.366	1
GEMIN7	0.00313481725351507	0.0861232665650705	0.224	0.163	1
UBE2G2	0.0243075111834761	0.0855817450936249	0.232	0.186	1
LCK	0.901791409655347	0.0854459212561512	0.046	0.046	1
XG	1.91454883918341e-23	0.0853914912306447	0.059	0	3.258945034058e-19
UBE2M	0.0157100273484602	0.0853420406816709	0.193	0.147	1
BIK	0.142858606306206	0.0852175572933805	0.434	0.404	1
FAM13A	0.708813138982546	0.0852079305661196	0.21	0.21	1
MT-CO2	0.23212287102722	0.0851088592303499	0.985	0.997	1
KCTD1	0.000355271099384722	0.0850257427077353	0.149	0.09	1
CAPZB	0.661144246439181	0.0850257427077352	0.676	0.703	1
DSG2	0.129991549686879	0.0849842909167814	0.437	0.54	1
TNFRSF10A	0.00150487835612994	0.0849365498149161	0.18	0.121	1
WDR43	0.00891672418073269	0.0847180764025458	0.229	0.175	1
ARFIP1	0.0142486136266507	0.0844872636605307	0.293	0.237	1
CYFIP1	0.0147564082682989	0.0843390052887341	0.329	0.272	1
DNAJB14	0.0535978523821998	0.0842454471363085	0.173	0.139	1
NDUFA10	0.380972322777302	0.0840713492679585	0.456	0.466	1
MAF1	0.170765310436152	0.0840442654058632	0.371	0.353	1
NDUFA11	0.0526119150784879	0.083826098438605	0.671	0.63	1
TRBV5-1	0.0849952157000159	0.0837604056517166	0.005	0.016	1
ERMN	5.65430090572242e-21	0.0836770584193928	0.059	0.001	9.62475100172071e-17
TNKS1BP1	0.0725886590539896	0.0835304635541294	0.293	0.254	1
TNFAIP3	0.0152006578799543	0.0834211137082537	0.212	0.277	1
FPGS	0.0074051721949603	0.0833166150419025	0.363	0.297	1
ARPC4	0.000770567736806394	0.0832610034584507	0.259	0.182	1
USO1	0.00177792419768952	0.0831919252596915	0.337	0.257	1
ARAP2	0.0147785664075994	0.0829744759921494	0.117	0.08	1
AIM2	3.48416572475341e-17	0.082820605416568	0.051	0.002	5.93074689667525e-13
DDI2	0.00725220402352259	0.082751973875723	0.188	0.136	1
CAMLG	0.0503370617671959	0.0827173569323192	0.261	0.22	1
KYAT3	0.0004332137485236	0.0826834005889446	0.129	0.076	1
BCKDHA	0.00403422638136143	0.0825688042044987	0.18	0.127	1
PDLIM4	0.367827403627809	0.0824391811125969	0.295	0.273	1
STRN4	0.0324288863887945	0.0823766567203475	0.205	0.163	1
CMPK1	0.0338384729708748	0.0822855803628231	0.459	0.627	1
CNOT7	0.129135257693917	0.0822855803628231	0.385	0.359	1
AC233755.2	0.0041799929394165	0.0820711329390333	0.005	0	1
SDHD	0.109145987854826	0.0820477538863293	0.329	0.303	1
ETF1	0.0208684773342597	0.0820303640916933	0.29	0.238	1
EHBP1L1	0.0178903626720234	0.0820012587903693	0.163	0.121	1
OXA1L	0.179767157287494	0.0819891869275968	0.4	0.386	1
FAM177B	5.58490353110108e-18	0.0819646605437065	0.056	0.002	9.50662279064026e-14
CCL18	0.980647563396464	0.0819646605437065	0.002	0.002	1
DHX32	0.021408174313097	0.0818136641501531	0.173	0.131	1
ARHGEF5	0.0252629756218604	0.0817852526169069	0.295	0.244	1
CD2AP	0.611761080923144	0.0817410187203558	0.505	0.554	1
PYCR1	0.0346228671612799	0.0816944676333018	0.271	0.224	1
DTX3L	0.0233821766663689	0.0815391657350379	0.302	0.251	1
TM2D2	0.0815377650927951	0.0811336572274878	0.227	0.193	1
E2F5	6.13292297432956e-08	0.0810283297029604	0.078	0.024	0.00104394614869038
EGR3	0.143259156162593	0.0805880921791204	0.215	0.19	1
H2AC6	0.00179315235930879	0.0805809864796131	0.429	0.346	1
IL18BP	1.04537318444269e-06	0.0802909498266554	0.059	0.017	0.0177943423455835
AP1AR	0.00281374857436183	0.080214500666225	0.19	0.133	1
TBC1D1	0.00582164468364553	0.080214500666225	0.183	0.131	1
RPS6KA4	0.00675726954603632	0.080214500666225	0.183	0.132	1
FAM120A	0.20995349082929	0.0802112521249645	0.471	0.455	1
FADD	0.00829485862725804	0.0801057335000281	0.222	0.167	1
STS	0.0257624904200193	0.0800526815663967	0.134	0.099	1
CAPN13	0.910620734623634	0.0800321691201996	0.039	0.038	1
INPP4B	0.40896064215484	0.0800233174429588	0.227	0.217	1
EIF3J	0.0208007042418437	0.0796660698094973	0.329	0.275	1
MAEA	0.0180577068790705	0.0796311269168452	0.285	0.233	1
EIF3G	0.00849998336051112	0.0796189949163162	0.82	0.691	1
IMPDH1	0.00598223008172132	0.079550612641584	0.132	0.088	1
SCRIB	0.0201784324738373	0.0794285004030849	0.263	0.212	1
NDUFA2	0.100290141019691	0.0793226687241823	0.632	0.633	1
ANXA8	0.3103733600013	0.0793180886599559	0.076	0.063	1
TMEM45A	0.00043653511006619	0.0792559144399898	0.059	0.025	1
IGHV4-39	5.93955563705534e-05	0.0791015246874868	0.027	0.005	1
RDH11	0.0301446344357272	0.079088062127558	0.31	0.261	1
LGALS9	0.159270983518127	0.078983917459108	0.505	0.653	1
GBP1	0.517917458016361	0.0787642336282998	0.166	0.153	1
PTMA	0.0370539026758735	0.0787531315794752	1	1	1
SLIRP	0.737279853488784	0.0787373861471381	0.649	0.731	1
VCL	0.0872808596331553	0.0786637499061006	0.354	0.313	1
PPIB	0.0534157717901139	0.0785915203796055	0.954	0.968	1
CFAP97	0.00331885668276156	0.0785373448408522	0.193	0.136	1
ANP32B	0.0873719929485677	0.0783897389575477	0.624	0.574	1
ACTRT3	1.77211964190164e-07	0.078350616697258	0.046	0.01	0.00301650205444497
ENAH	0.0532877833673982	0.0781850706173548	0.266	0.226	1
YARS1	0.0279030938938196	0.078123957166824	0.261	0.213	1
TAF9	0.0217572894318256	0.0781191805924114	0.351	0.298	1
MYO18A	0.01350856656794	0.0780787563222341	0.129	0.09	1
SERPING1	0.827567188800276	0.078075980037371	0.185	0.181	1
TRBV20-1	0.000409141637516277	0.0779323342432015	0.01	0.049	1
RPS27	0.00276891664366832	0.0777360174385633	1	0.995	1
TARS1	0.0250842177340217	0.0777045534762111	0.315	0.262	1
POLB	0.0543628821390199	0.0773707218625643	0.185	0.149	1
SLCO1B3	4.90333221947524e-18	0.0769339344869926	0.054	0.002	8.34645210399076e-14
RCC1	0.0980882716201514	0.0768842448103353	0.212	0.18	1
RIDA	0.0451372288633571	0.0768755842145253	0.183	0.147	1
CEMIP	1.50119127591001e-11	0.0768396283658392	0.049	0.005	2.55532778985401e-07
AGPAT5	0.0120636548815302	0.0766963467090543	0.151	0.108	1
FIS1	0.0737991473857855	0.0766709808653971	0.676	0.694	1
TMEM33	0.00490239838561006	0.0766633916680026	0.285	0.219	1
H2BC3	0.000482278474235576	0.0766523292252326	0.034	0.011	1
LAMTOR3	0.12693508055207	0.0766212816029125	0.327	0.295	1
GBP5	0.00040591908352908	0.0765706946264288	0.063	0.028	1
EPN1	0.791059335467646	0.0764040573247203	0.437	0.477	1
TAGAP	0.601152714287836	0.0764040573247202	0.039	0.046	1
AIF1	0.000674899505437477	0.0763607464057175	0.037	0.089	1
REPS2	0.00688238966682102	0.0763607464057175	0.163	0.115	1
OSMR	0.00172806080810479	0.0760102549363354	0.151	0.098	1
NIPSNAP1	0.482783677797178	0.0758363293865837	0.298	0.296	1
TESC	0.287294976797772	0.0758278064217556	0.28	0.263	1
SETD7	0.000265847675031647	0.0757948147745245	0.124	0.07	1
FOXQ1	0.604471402037818	0.0757880138598087	0.254	0.284	1
NMRK1	0.0524741294874328	0.0757867309322295	0.159	0.125	1
ACAA1	0.0403960128215352	0.0756746586099744	0.361	0.313	1
WDR3	0.000293285512779613	0.0755946912216473	0.11	0.059	1
BANK1	2.80698864250456e-06	0.075532168190359	0.059	0.018	0.0477805606727127
SMIM14	0.487548534779557	0.0754760223655618	0.427	0.425	1
RWDD4	0.0195266290911777	0.0754008800420007	0.256	0.205	1
ALDH1L1	9.34950001199633e-08	0.0749997519596102	0.085	0.028	0.00159147189204202
TSHZ2	0.00827680358729753	0.0748356986517738	0.151	0.106	1
NAP1L1	0.393063478975819	0.0742015566988566	0.468	0.473	1
CLK1	0.00362963317709491	0.074017537518018	0.254	0.35	1
CYCS	0.806368259923166	0.0739773199301801	0.573	0.661	1
FAM89B	0.00249959131430148	0.0739565961683609	0.129	0.082	1
ELMO3	0.345483507572196	0.0739395253795321	0.268	0.256	1
UTP23	0.0168755683737988	0.0738994201041155	0.193	0.147	1
TRIM22	0.0275661669484732	0.0738994201041155	0.163	0.124	1
IGHV3-48	1.03108229720418e-05	0.0736929698467707	0.017	0.001	0.175510828630096
SLC25A1	0.379681662711041	0.0736929698467707	0.515	0.529	1
XRRA1	0.000177629972857118	0.0736626442444723	0.093	0.046	1
OPLAH	0.000516148508421042	0.0736484662594799	0.12	0.068	1
TLCD1	0.00173200675350994	0.073634889167164	0.141	0.09	1
AGAP3	0.00513658600087136	0.073634889167164	0.134	0.089	1
SFXN3	0.0206242134017506	0.073634889167164	0.124	0.089	1
FUT2	0.760536939301758	0.073614323454291	0.307	0.342	1
ZNF749	0.0021836511020203	0.0735553236597554	0.141	0.091	1
BICC1	3.38060553402183e-10	0.0735192700742279	0.046	0.006	5.75446674001196e-06
SMNDC1	0.0560543331175536	0.0734314035539212	0.229	0.19	1
ACER2	0.000134834237394618	0.0732617400244584	0.041	0.013	1
NDUFS4	0.0621877254846706	0.0731274875367489	0.412	0.371	1
MRPL47	0.13396978651762	0.0731185260578801	0.466	0.448	1
ABLIM1	0.292438285666113	0.0730077667748121	0.502	0.504	1
CYP2S1	0.179370652439546	0.0727826797877124	0.146	0.124	1
GART	0.0178803218888749	0.0727199186012938	0.224	0.175	1
MOB2	0.0518429281289537	0.072714207909034	0.2	0.163	1
UBE2E1	0.0632963602500082	0.0726555033031833	0.241	0.203	1
NBEAL1	0.0232258663402134	0.0725667008754441	0.363	0.31	1
NOP14	0.0179275728341607	0.0725511454572201	0.163	0.121	1
CHRAC1	0.122390844620366	0.072525640148397	0.254	0.224	1
WIPI1	0.190691868751512	0.072525640148397	0.22	0.193	1
NPW	0.00778100654947834	0.0725211096472802	0.076	0.044	1
EMILIN2	5.11584039568742e-06	0.0725101999339123	0.08	0.031	0.0870818352153913
C10orf99	0.336782321333687	0.0724153363387618	0.017	0.011	1
LETM1	0.00515217294902639	0.0720870934564646	0.161	0.111	1
TSC22D3	0.177127542917823	0.0720595609957634	0.222	0.251	1
FANCF	0.0556836260312466	0.0719914264433191	0.124	0.094	1
LAMC1	0.60613643475549	0.0718791830624206	0.259	0.256	1
SLC11A2	0.730714526979507	0.0718149638619788	0.185	0.184	1
ST6GALNAC4	0.0434229646856517	0.0717679307055266	0.202	0.163	1
REST	0.0496937757562559	0.0716125103402501	0.249	0.206	1
UBA3	0.0157862896638277	0.0715856917056142	0.246	0.194	1
NIT2	0.210366429397482	0.0715196851154033	0.437	0.421	1
GALNT1	0.0109479665022746	0.0714580289926728	0.193	0.143	1
SOX5	5.78299365430126e-07	0.0714076261725567	0.059	0.016	0.0098438117983516
TIMM9	0.053096111655938	0.0712801949710993	0.271	0.229	1
PLOD1	0.178886431849865	0.0712473089103749	0.224	0.202	1
C14orf119	0.18414700718911	0.0712473089103748	0.412	0.384	1
YTHDF3	0.00781014317434939	0.0711776320109436	0.21	0.155	1
GALNT4	0.000776696723035664	0.07098859913816	0.141	0.086	1
TSPAN3	2.66938472226858e-05	0.0705437268233313	0.634	0.86	0.454382667424558
IGHG3	0.000317982811911538	0.0704877747962967	0.049	0.018	1
SCTR	1.28372391748709e-14	0.0703495267724003	0.041	0.001	2.18515485234652e-10
OLA1	0.135897971398242	0.0702497941495923	0.471	0.445	1
NRP1	0.000375130458166429	0.070090283392518	0.098	0.051	1
DPH5	0.000223418469604116	0.069868059244245	0.117	0.064	1
GATD3A	0.000294817646051219	0.0695745286132692	0.095	0.049	1
C15orf61	0.0662167704258391	0.069459213195971	0.261	0.222	1
ARPC2	0.945521451867417	0.0693222607562871	0.856	0.874	1
CTNNBIP1	0.109677778294886	0.0692867384458963	0.295	0.263	1
KLRB1	0.126113422970834	0.0692718258673677	0.017	0.032	1
RHPN1	0.0785185227529602	0.0690224188236332	0.146	0.116	1
ROBO2	2.88083773955202e-07	0.0689595142668728	0.063	0.018	0.00490376200026545
CDC37	0.724002645325167	0.0689381024657654	0.72	0.718	1
MLKL	0.0268505655865017	0.0688306684475588	0.073	0.047	1
TRPM2	0.000431721585192379	0.0687360897543251	0.059	0.025	1
KDM5B	0.081336235289556	0.0687320559418716	0.376	0.331	1
FOXG1	6.23920524552918e-18	0.0687127500840143	0.044	0	1.06203751689398e-13
APEH	0.770464657343607	0.0686807131378465	0.298	0.332	1
AK3	0.0842647304388113	0.068643165530217	0.322	0.281	1
LIAS	0.000142102336916595	0.0685430999819969	0.11	0.057	1
ATR	0.039170925454982	0.0684720049941352	0.215	0.172	1
BCL6	0.0030545538059448	0.0684305345357656	0.127	0.08	1
RPP25L	0.0106996814446818	0.0682839508414791	0.239	0.183	1
ALDH18A1	0.00620874136417031	0.06797539301161	0.251	0.189	1
RPRD1A	0.00224945999588956	0.0678211345290077	0.154	0.1	1
C18orf21	0.00149468773217198	0.0678024120119352	0.098	0.055	1
NCF1	0.898685740851012	0.067543947040563	0.032	0.034	1
ABHD17C	0.057188966052896	0.0674137503015892	0.178	0.143	1
DCUN1D1	0.016396116245077	0.0673278577024574	0.249	0.196	1
CYB5R2	0.0642621762962229	0.067309880828857	0.127	0.098	1
ITGB2	0.160851501758474	0.0671870642657767	0.044	0.064	1
HBA1	4.0824811252083e-11	0.0669267611316114	0.041	0.004	6.94919937132956e-07
CD82	0.00627452143911435	0.0668555397932169	0.41	0.559	1
ALDH3B1	0.384921763178694	0.0667370286795932	0.193	0.18	1
ZNF706	0.45167775021979	0.0665777779439014	0.656	0.685	1
SDHAF3	0.378283701267722	0.0665255169069809	0.28	0.269	1
TFB2M	0.00506576379885568	0.0664766310475354	0.178	0.125	1
ATP6V1H	0.160350903700641	0.0662149760801051	0.239	0.21	1
PARK7	0.324659078345723	0.0661955694976779	0.812	0.828	1
ACSL1	0.000325248368901766	0.0661795827734535	0.1	0.052	1
SURF6	0.0614256526526913	0.0661248762977871	0.198	0.161	1
GPSM3	0.859757671452514	0.066113638210762	0.054	0.053	1
SEH1L	0.0396850904246457	0.0659858850597812	0.183	0.144	1
OXSM	0.00395520742656681	0.0659826238218068	0.102	0.062	1
CSK	0.220689865114923	0.06596424059129	0.134	0.115	1
IMP3	0.205860822951787	0.0658656975307924	0.395	0.378	1
LEPROTL1	0.264140985445406	0.0657974575742539	0.215	0.193	1
CCDC58	0.0308373490531007	0.0656544312697411	0.324	0.273	1
STAT1	0.520260862236268	0.0655472407298262	0.388	0.435	1
HBA2	1.08053971223138e-12	0.0652859193970761	0.041	0.002	1.83929469816025e-08
TRNT1	0.0314037037599698	0.0652408837311219	0.18	0.139	1
CD163L1	3.09432269355604e-06	0.0650843619233845	0.041	0.01	0.0526715608897109
MT1F	2.59826712317079e-10	0.0650831031924931	0.166	0.348	4.42277029706132e-06
PIAS2	0.0042952669166244	0.0649883184386926	0.11	0.068	1
RAB27B	0.386685935815671	0.0648636921195208	0.234	0.221	1
CD2	0.114532799735456	0.0646840322661973	0.027	0.045	1
PRDX3	0.534759093471899	0.0646673057036999	0.527	0.599	1
FAM174C	0.180270434385783	0.0640591130947002	0.424	0.398	1
IL16	0.492914225469247	0.0640421710372114	0.022	0.017	1
SERPINB6	0.111353860561143	0.0639917398846408	0.529	0.684	1
C5orf51	0.00419662024500073	0.0637319251578988	0.168	0.115	1
HINT1	0.0883684523880725	0.0637050164987913	0.92	0.949	1
DPYSL3	8.89818581836164e-13	0.0635755516319736	0.046	0.004	1.51464919000152e-08
DGAT1	0.0340059462176127	0.063555481075139	0.215	0.171	1
GRAMD1B	0.0100611712636552	0.063508373332195	0.098	0.062	1
DCTN6	0.103157593266807	0.0635021046834072	0.217	0.185	1
ADH1C	0.618307633537305	0.0634184222364451	0.039	0.034	1
DDB1	0.179876372447861	0.063353262572965	0.315	0.288	1
EEF1AKMT4	0.000187481894131472	0.0632970453353414	0.093	0.046	1
MSN	0.215831937980075	0.0629665632537123	0.195	0.171	1
ERF	0.106669121757523	0.0629002390542311	0.171	0.141	1
CYP2C18	0.00726607162686692	0.0627555849588067	0.124	0.082	1
POLR3G	6.2676966824898e-12	0.0627211275377729	0.044	0.004	1.06688732929341e-07
ALDH7A1	0.454680452377645	0.0627076169856	0.3	0.291	1
FAM216A	1.28591339295777e-09	0.0625985433705033	0.051	0.008	2.18888177749272e-05
RARS1	0.0450841616222476	0.0624278865780657	0.263	0.218	1
TRAPPC4	0.140941880367154	0.0623260660047957	0.229	0.2	1
CCT2	0.808457663894716	0.0622212115485754	0.554	0.606	1
PTOV1	0.313742108672087	0.0621973310089412	0.449	0.538	1
MRPL37	0.825792130367374	0.0621076984251927	0.395	0.41	1
CADPS2	0.0307505723805926	0.0620435971637292	0.151	0.113	1
GPNMB	0.686704989504231	0.0620024114307371	0.024	0.029	1
IGLV3-25	1.99966157388822e-12	0.061986886895701	0.029	0	3.40382393107253e-08
ADRA2A	0.000898826898401379	0.0618864360027898	0.068	0.033	1
CCN6	1.34436402338294e-10	0.0618077905065977	0.051	0.007	2.28837644060244e-06
HYPK	0.00945062282827728	0.0616275389238762	0.12	0.08	1
ZNF480	0.000790628324530771	0.0613220191241511	0.102	0.056	1
ERICH1	0.135819499018948	0.0612416212711749	0.31	0.273	1
MFAP3L	0.000106181948965068	0.0611720833267296	0.073	0.032	1
NSMF	0.0180421333401703	0.0611575522978263	0.098	0.065	1
CALB1	1.01303566964516e-05	0.0611294158208961	0.015	0.001	0.172438931686999
SRSF6	0.0870787326283645	0.0611115572584129	0.339	0.297	1
ALKAL2	5.08316513855823e-12	0.0610137959291753	0.046	0.004	8.65256369885383e-08
FAM86B1	5.08228943328589e-09	0.0608992557289464	0.054	0.01	8.65107307333924e-05
MACROD1	0.0465934071064516	0.0608785450571653	0.18	0.143	1
HPS1	0.278273372394541	0.0608660493766573	0.256	0.238	1
CNIH1	0.148557436378355	0.0606915853902684	0.451	0.419	1
POLR1B	0.00289465499814025	0.0606752197040153	0.09	0.052	1
ZNF320	0.00117090408676313	0.0605675092740114	0.098	0.054	1
BAG2	0.00371300494673423	0.0605140129193906	0.1	0.06	1
LARP1	0.142680620301371	0.0603995933115025	0.361	0.332	1
MRPS30	0.0808821611357665	0.0603983972071327	0.232	0.194	1
TRBV12-4	0.0398389031524344	0.0602724540844491	0.005	0.001	1
ABCC1	0.00611951584713809	0.0602147402228502	0.149	0.101	1
SMIM4	0.363035718885108	0.0601386992987331	0.246	0.233	1
STX1A	0.173239593406719	0.0601144119243354	0.132	0.111	1
P3H2	1.27409296923269e-09	0.0601054952755971	0.051	0.008	2.16876105222789e-05
ZNF654	0.016592739656681	0.0599918358930484	0.112	0.076	1
IGLC3	0.00266798478379761	0.0599408635736871	0.037	0.014	1
EDEM1	0.182225926252026	0.0598395791703257	0.11	0.09	1
DOK2	0.170109525178507	0.0597785106608362	0.032	0.021	1
ACAP1	0.291930941349169	0.0597248912617736	0.032	0.023	1
HSPA4L	9.7873504779478e-05	0.0596715181215879	0.066	0.027	1
SMCHD1	0.915608086714394	0.0596582131157926	0.141	0.15	1
MT-CO1	0.622375114895725	0.059580306893861	0.985	0.998	1
CDK6	0.00708308671189404	0.0595527745562859	0.093	0.056	1
PTPRH	0.987013015697615	0.0595437976129232	0.2	0.207	1
GATA3	0.0499335954731192	0.0595019974143006	0.093	0.066	1
CBX3	0.114709630532511	0.0594918687961984	0.617	0.583	1
NBL1	0.606321915684319	0.0594687131210953	0.32	0.325	1
RHOT2	0.334508970790885	0.0594082875992056	0.28	0.263	1
MGLL	0.0405526600676524	0.0593704965462634	0.583	0.716	1
MTURN	0.00102722794270316	0.0593563570022849	0.076	0.038	1
AREG	1.96468509739666e-05	0.0593239102162291	0.298	0.438	0.33442869727886
DNAJC30	0.0284129445811778	0.0592497758107819	0.154	0.115	1
TBX3	0.000284130755163852	0.0588368666427746	0.046	0.017	1
CDC42EP3	0.208211855724717	0.058734697596826	0.146	0.126	1
MMP3	0.000449522853137118	0.0586121601150444	0.007	0	1
AXDND1	1.09700227158205e-12	0.0585600562087628	0.041	0.002	1.86731726668697e-08
SPPL2B	0.250383543245705	0.058550314029032	0.229	0.209	1
CAPN9	1.4035446213249e-10	0.0585081970796973	0.044	0.005	2.38911365441925e-06
HMOX2	0.184515579065241	0.0583901417593998	0.317	0.286	1
LAP3	0.734520055289701	0.0583100382934657	0.354	0.359	1
PFKL	0.433170904998028	0.0580938213769649	0.507	0.511	1
TRAPPC2L	0.259861250485056	0.0580687529578442	0.378	0.36	1
ATP5IF1	0.0154514781170666	0.0580111334711597	0.844	0.81	1
ANXA13	0.732177082656373	0.0576761130188214	0.1	0.107	1
AATK	0.00955018428012788	0.057662435526599	0.073	0.043	1
TRBV6-6	0.445775347312351	0.0576547838392607	0.002	0.005	1
FAM110C	0.0558584218230182	0.0574560198434396	0.159	0.124	1
RDH13	0.0899454131035487	0.0574546147275216	0.266	0.228	1
RCN1	0.0991431687949423	0.0573352060996691	0.444	0.402	1
PPP2R3A	1.26711446591723e-05	0.0573123860485635	0.061	0.021	0.215688224388431
GLRX3	0.130502492048907	0.0572917823299571	0.398	0.361	1
DPP3	0.288261262905935	0.0572597394437589	0.268	0.25	1
SPATA20	0.162295988207888	0.0572211981685504	0.276	0.247	1
SLC22A18	0.144709882675089	0.0572106243720628	0.368	0.46	1
GNG12	0.37328251164332	0.0571554590144481	0.376	0.366	1
PTPRCAP	0.217779186722005	0.0570745190006317	0.039	0.028	1
HCST	0.989243914541294	0.0569808863879571	0.034	0.035	1
TRAV38-2DV8	0.548320504294138	0.0568977273037925	0.002	0.001	1
DLAT	0.0342315867265436	0.0568349527058658	0.117	0.084	1
RRP9	0.114142580969154	0.0568284103311077	0.151	0.124	1
RAB4A	0.304680850969904	0.0567896165395346	0.407	0.391	1
INTS11	0.572604627256692	0.0567305745935035	0.31	0.303	1
RAN	0.506370072068342	0.0566860596647971	0.885	0.874	1
CD81	0.136099676347158	0.0565041941815121	0.405	0.374	1
SYTL2	0.708056667777123	0.0562778749587335	0.207	0.206	1
PPID	0.103537539054236	0.056148924205775	0.234	0.199	1
TOMM70	0.179517701409853	0.0560726191075792	0.227	0.2	1
SEPTIN6	0.298060940030375	0.056004449014517	0.063	0.081	1
BRD9	0.435032030684211	0.0559592652490021	0.215	0.201	1
CAMK2N1	0.000203452736509293	0.055959265249002	0.351	0.527	1
ARHGAP15	0.131770086616736	0.0557684238002837	0.027	0.016	1
ACTR3B	1.58435403996208e-05	0.0557236871101787	0.056	0.018	0.269688744682345
DESI1	0.0470634708686647	0.0556960237482463	0.298	0.249	1
PTPA	0.406448861953772	0.0556269400164016	0.239	0.226	1
XCL1	0.025637415207308	0.0555467967085898	0.005	0.021	1
STEAP2	0.0201191777373741	0.0555067164314547	0.105	0.071	1
GYPC	0.780666202810822	0.0554595655639651	0.029	0.027	1
PTPRM	0.00041690000849557	0.0554162486561176	0.068	0.031	1
CCL8	5.81974774147332e-06	0.0552295207203923	0.012	0	0.0990637460553588
DDX41	0.16046603599062	0.0552090988186034	0.2	0.173	1
STAP1	0.394218040729986	0.0551853294281062	0.005	0.002	1
TMEM168	0.0197914855753843	0.0551779844596032	0.122	0.085	1
SYBU	0.00754761828856817	0.0550767045921565	0.085	0.051	1
CST7	0.577332816761924	0.0550351159380573	0.032	0.038	1
PPAT	0.0088286258902228	0.0549524942484239	0.095	0.059	1
CYFIP2	0.000491717919287318	0.0548817290816778	0.049	0.019	1
CHCHD4	0.0245237674951293	0.054789439008164	0.098	0.066	1
ARID5B	0.575801796453135	0.0547708100071386	0.151	0.168	1
CSNK1A1	0.281629817412405	0.0547534738467633	0.524	0.525	1
EDN2	0.0505587417888591	0.0547440971424263	0.046	0.074	1
ENTPD3	0.00774430001704291	0.0547089862254014	0.09	0.055	1
ZCCHC7	0.1247717467997	0.0547025805392489	0.188	0.157	1
GCSH	0.267834043070944	0.0546644247147707	0.222	0.202	1
STRBP	0.122999546507057	0.0544409820880078	0.156	0.128	1
IGLV7-46	6.42731703931479e-07	0.0543298920826228	0.027	0.003	0.0109405790643216
NISCH	0.279138347128463	0.0543298920826226	0.151	0.133	1
MAT2A	0.765840516662814	0.0542420047461509	0.324	0.339	1
LGR5	2.54435705735796e-05	0.0540810609870099	0.044	0.012	0.433100458303472
FBXO32	0.958605851402965	0.0540630861563559	0.176	0.178	1
ZNF330	0.0980661142989783	0.054040262134003	0.19	0.158	1
RIOK2	0.0443729710361276	0.0540273203213097	0.098	0.069	1
EIF4H	0.828105397559073	0.0540239955097207	0.51	0.533	1
EXTL3	0.00647187122051811	0.0539500683269097	0.107	0.068	1
CDK9	0.0599972739998628	0.0539050407821731	0.154	0.12	1
USP24	0.122420138558706	0.0539050407821731	0.144	0.117	1
SEPHS2	0.653063473130171	0.0537875165765025	0.376	0.382	1
VRK3	0.703667646348025	0.0537598821815339	0.259	0.259	1
C18orf25	0.00252724786379957	0.0533369341233956	0.098	0.056	1
TNIP3	8.83222269558631e-05	0.0533163296129581	0.037	0.01	1
PYCR3	0.029070024029627	0.0532995088099722	0.093	0.062	1
RGS1	0.00514971665726026	0.0532842463142338	0.039	0.081	1
ST8SIA4	0.165177163604863	0.0532771332926763	0.024	0.015	1
SLC37A1	0.75437133928475	0.0532251545842746	0.298	0.301	1
DNAJC19	0.675668793233817	0.0531781796220117	0.507	0.532	1
MIB2	0.360709209356829	0.0531355190554201	0.18	0.165	1
APOL4	0.000410878782841161	0.0531221564375265	0.056	0.023	1
GATD3B	0.0105531391850108	0.0531148478964744	0.112	0.074	1
COX17	0.706160753690008	0.0530541921444052	0.651	0.727	1
SRA1	0.977479996718749	0.052997977892963	0.341	0.345	1
CEACAM1	0.168211953709537	0.0527437566000933	0.193	0.166	1
TKFC	0.0387502033704448	0.0526877823952162	0.137	0.102	1
APEX1	0.37917740733041	0.0526324916672406	0.566	0.586	1
RC3H2	0.0483422365905013	0.0526015561129751	0.195	0.155	1
ATP5MPL	0.312328796503435	0.0525502593773517	0.761	0.772	1
MAP3K11	0.599623482139699	0.0525417416457973	0.259	0.251	1
ATP5F1E	0.175821717237912	0.0524587432994665	0.988	0.992	1
