Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
response to interferon-gamma	GOTERM_BP_DIRECT	4	0.7476635514018692	0.03319678665395273	IFITM3, CD74, IFITM1, IFITM2	513	27	19453	5.6177893292903045	1.0	0.8155556721235503	0.8047028764866812
cellular response to copper ion	GOTERM_BP_DIRECT	4	0.7476635514018692	0.03319678665395273	MT2A, MAP1LC3A, MT1F, MT1X	513	27	19453	5.6177893292903045	1.0	0.8155556721235503	0.8047028764866812
cellular response to hydrogen peroxide	GOTERM_BP_DIRECT	6	1.1214953271028036	0.03516292442081892	NQO1, MAP1LC3A, ANXA1, BNIP3, RPS3, PARK7	513	69	19453	3.297398084583439	1.0	0.8556311609065936	0.8442450710941378
DNA metabolic process	GOTERM_BP_DIRECT	4	0.7476635514018692	0.036474550550782525	NT5E, REXO2, KPNA2, NME1	513	28	19453	5.417153996101365	1.0	0.8665197939295994	0.8549888064565636
positive regulation of cytokine production	GOTERM_BP_DIRECT	6	1.1214953271028036	0.03708145866645829	CADM1, HILPDA, SAA2, MIF, GAPDH, SOD1	513	70	19453	3.2502923976608185	1.0	0.8665197939295994	0.8549888064565636
substantia nigra development	GOTERM_BP_DIRECT	5	0.9345794392523364	0.03712730006616893	ATP5PF, G6PD, HSPA5, ATP5PB, RHOA	513	48	19453	3.9500081221572447	1.0	0.8665197939295994	0.8549888064565636
generation of precursor metabolites and energy	GOTERM_BP_DIRECT	5	0.9345794392523364	0.03712730006616893	COX8A, ATP5F1B, COX6C, SLC25A4, COX7C	513	48	19453	3.9500081221572447	1.0	0.8665197939295994	0.8549888064565636
protein glycosylation	GOTERM_BP_DIRECT	8	1.4953271028037385	0.03794709487431908	ST6GAL1, ST6GALNAC1, DPM3, B4GALT1, DAD1, OSTC, STT3A, GCNT2	513	119	19453	2.5492489393418185	1.0	0.8665197939295994	0.8549888064565636
positive regulation of mitochondrial membrane potential	GOTERM_BP_DIRECT	3	0.5607476635514018	0.03832357601332475	STOML2, MYC, MTLN	513	12	19453	9.480019493177387	1.0	0.8665197939295994	0.8549888064565636
glucose 6-phosphate metabolic process	GOTERM_BP_DIRECT	3	0.5607476635514018	0.03832357601332475	GPI, G6PD, HK1	513	12	19453	9.480019493177387	1.0	0.8665197939295994	0.8549888064565636
CTP biosynthetic process	GOTERM_BP_DIRECT	3	0.5607476635514018	0.03832357601332475	NME2, NME4, NME1	513	12	19453	9.480019493177387	1.0	0.8665197939295994	0.8549888064565636
response to hypoxia	GOTERM_BP_DIRECT	10	1.8691588785046729	0.04365618233477021	TGFBR3, EGLN3, BNIP3, UCP2, SLC11A2, CAT, AGTRAP, HIF1A, PAM, RHOA	513	176	19453	2.1545498848130427	1.0	0.9639148882945334	0.951087840857346
branched-chain amino acid catabolic process	GOTERM_BP_DIRECT	3	0.5607476635514018	0.0445173999290626	ALDH6A1, ECHS1, DLD	513	13	19453	8.750787224471432	1.0	0.9639148882945334	0.951087840857346
adaptive thermogenesis	GOTERM_BP_DIRECT	3	0.5607476635514018	0.0445173999290626	UCP2, SLC25A4, SORL1	513	13	19453	8.750787224471432	1.0	0.9639148882945334	0.951087840857346
copper ion transport	GOTERM_BP_DIRECT	3	0.5607476635514018	0.0445173999290626	SLC31A1, SLC11A2, CP	513	13	19453	8.750787224471432	1.0	0.9639148882945334	0.951087840857346
negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	GOTERM_BP_DIRECT	3	0.5607476635514018	0.0445173999290626	PYCR1, PARK7, HIF1A	513	13	19453	8.750787224471432	1.0	0.9639148882945334	0.951087840857346
positive regulation of I-kappaB kinase/NF-kappaB signaling	GOTERM_BP_DIRECT	11	2.0560747663551404	0.045320399662154606	TMEM101, CD74, LGALS1, EEF1D, C18ORF32, DDX21, GAPDH, TMEM9B, HLA-DRB1, RHOA, LTF	513	205	19453	2.034735891218561	1.0	0.973055639805084	0.9601069541873256
antibacterial humoral response	GOTERM_BP_DIRECT	6	1.1214953271028036	0.049926369368068615	SLPI, DEFB1, FAU, RPL39, WFDC2, LTF	513	76	19453	2.993690366266544	1.0	0.9831692754474716	0.9700860052458222
