Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
cell-cell adhesion	GOTERM_BP_DIRECT	34	1.8732782369146008	0.00016426004382516483	LAMA5, SRC, LAMA3, ITGA2B, CELSR1, CLDN2, CELSR2, VSIG10, CX3CL1, ICAM1, LGALS2, TRIM29, CDH1, EPCAM, PERP, ITGAV, SOX9, PAK4, DSP, ANXA1, JUP, ITGA3, ITGA2, BAIAP2, TJP1, KRT18, VNN1, DLG3, CDHR2, CDC42EP1, CD24, CD44, LIMS1, NECTIN1	1696	195	19453	1.9998850991775519	0.6080117556886598	0.027542544407272492	0.027127063119950008
cellular response to hydrogen peroxide	GOTERM_BP_DIRECT	17	0.9366391184573004	0.00022978405734510923	OSER1, KDM6B, EDN1, HDAC2, ANXA1, SRC, SPHK1, HDAC6, KLF2, RHOB, ERN1, AIFM1, MDM2, SIRPA, STAT6, ECT2, NFE2L2	1696	69	19453	2.8259245966639317	0.7302202631639003	0.03693453017648903	0.0363773701001554
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GOTERM_BP_DIRECT	19	1.046831955922865	0.0002363013302848353	PSMD10, GSK3B, KEAP1, CSNK1D, SIRT6, RAD23A, CSNK1E, SH3RF1, CHFR, DDA1, RBX1, DNAJB2, RNF144B, SUMO1, DDRGK1, SUMO2, MDM2, TRIB3, TRIB1	1696	83	19453	2.6256464537394857	0.7400622438785349	0.03693453017648903	0.0363773701001554
regulation of cell shape	GOTERM_BP_DIRECT	28	1.5426997245179064	0.00025114979829867856	PRAG1, HPN, RND3, RND1, GNA13, FGD6, RAC2, PLXNA1, ANXA1, DMTN, TPM1, RDX, DAPK3, PRPF40A, RHOF, BAIAP2, RHOD, RHOB, VEGFA, BAMBI, CDC42EP4, MYH9, PLXNB2, CDC42EP1, RHOU, NF2, EZR, RHOQ	1696	151	19453	2.126874297138573	0.7611655939675218	0.03693453017648903	0.0363773701001554
posttranslational protein targeting to membrane	GOTERM_BP_DIRECT	7	0.3856749311294766	0.000252665616011765	UBL4A, SEC61A1, SGTA, CHMP4B, SEC62, GET4, SEC63	1696	12	19453	6.690792059748428	0.7632211470107979	0.03693453017648903	0.0363773701001554
positive regulation of astrocyte differentiation	GOTERM_BP_DIRECT	7	0.3856749311294766	0.000252665616011765	BMP2, SERPINE2, BIN1, ID2, CLCF1, LIF, HES1	1696	12	19453	6.690792059748428	0.7632211470107979	0.03693453017648903	0.0363773701001554
positive regulation of gene expression	GOTERM_BP_DIRECT	70	3.8567493112947657	0.0002663289675121592	GSK3B, BMPR2, CXCL8, CITED2, PDCD5, TNF, ACTG1, RPS6KA2, ZC3H12A, CREB3L2, TMED2, ITGB8, SOX9, CCN2, EPHB2, KDM6A, MAP2K2, IFNGR1, ITGA3, MITF, TICAM1, PRKAB1, F3, POU5F1, HCFC1, PLSCR1, CLDN3, ERP29, EZR, ATF3, ATF4, RAMP2, FOXC1, HPN, PDGFB, RELB, CNN2, DDRGK1, DHX36, MAPK1, HES1, LDLR, IL32, EGR1, WNT10A, GSN, SMAD3, CDKN2A, RDX, LIF, DTNBP1, NFATC2, WNT7A, SNF8, KLF4, QKI, VEGFA, PDCL3, AFDN, BMP2, OCLN, SP1, MAFG, ID2, ID1, ID4, MDM2, KRAS, LIMS1, NFE2L2	1696	519	19453	1.5470039444505033	0.7809693640676848	0.03795853609467049	0.03738592881451935
positive regulation of release of cytochrome c from mitochondria	GOTERM_BP_DIRECT	10	0.5509641873278237	0.00031174674785864915	BCL2L11, BIK, PDCD5, PLAUR, TNFSF10, BAX, BMF, MFF, BID, BBC3	1696	27	19453	4.248121942697415	0.8309473874971011	0.04334800511078437	0.04269409729820281
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GOTERM_BP_DIRECT	11	0.6060606060606061	0.0003506492585283873	CDKN1A, DYRK2, IFI16, DDIT4, EP300, RPS27L, AEN, NUPR1, PML, BBC3, PHLDA3	1696	33	19453	3.823309748427673	0.8645837604051401	0.04759646244929372	0.046878466348497495
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	GOTERM_BP_DIRECT	10	0.5509641873278237	0.00042414966567103465	GSK3B, RNF34, TMBIM1, SERPINE1, HMOX1, CFLAR, RFFL, BCL2L1, ICAM1, FAIM	1696	28	19453	4.0964033018867925	0.9109529326464091	0.056234354511408575	0.055386055180066514
protein localization to plasma membrane	GOTERM_BP_DIRECT	29	1.5977961432506886	0.00047352917591412413	PSMD10, LAMA5, RAMP2, PLEKHF1, ABCA12, TNF, TSPAN33, CDH1, AKT2, FLNA, TMED2, SPTBN1, JUP, RDX, WDR72, TTC7A, PDZK1, ATP1B1, EHD1, PACS1, FRMD8, RAB34, MYADM, ITGB1BP1, TNIK, EZR, RAMP1, CRB3, EPHA2	1696	165	19453	2.015926958261864	0.9328098890664356	0.061354314361055026	0.06042878006267743
response to endoplasmic reticulum stress	GOTERM_BP_DIRECT	19	1.046831955922865	0.0005036115325999432	NIBAN1, CEBPB, CXCL8, ATP2A2, TNFRSF10B, BBC3, HSP90B1, ERN1, PPP2CB, MARCKS, BCL2L11, OS9, DDRGK1, TMEM259, DDIT3, CREB3L2, DNAJC10, TRIB3, ATF4	1696	88	19453	2.4764619961406518	0.9434037498097516	0.06380198549671724	0.0628395279010818
regulation of cell cycle	GOTERM_BP_DIRECT	41	2.2589531680440773	0.000547804827085194	ITGB1, CDKN1A, TSG101, DOT1L, XIAP, YEATS4, PPM1G, ING4, STK11, MNT, AKT2, PES1, EP400, GAS2L1, CCNL1, JUNB, SKIL, CLIC1, RBM38, PRNP, JUND, GADD45B, CDKN2A, GADD45A, MCRS1, MX2, PML, FBXL12, GADD45G, PER2, BCR, TFDP2, CDK4, MORF4L2, DDIT3, MDM2, BAX, NF2, PLCB1, CDK16, BIRC3	1696	268	19453	1.7547279815544918	0.9560143149886512	0.0677677368317199	0.06674545558851205
response to xenobiotic stimulus	GOTERM_BP_DIRECT	42	2.31404958677686	0.0005586885864042861	COL18A1, HDAC5, CDKN1A, HDAC2, MAOB, RPN2, SRC, TGFA, TNFRSF11B, FOXO3, ENO2, TNF, NPAS2, CDH1, NPC1L1, NFKBIZ, MYO6, DVL3, HMOX1, TGIF1, VAV3, EMX1, UBE2B, TXNRD2, ITGA3, XRCC5, STAT1, ITGA2, DNMT3A, NFATC2, CYBA, HSPG2, ASS1, FOSL2, TJP1, FOSL1, NPC1, SST, CDK4, MDM2, FOSB, PLIN2	1696	277	19453	1.7391228458551868	0.9586620244870871	0.0677677368317199	0.06674545558851205
extrinsic apoptotic signaling pathway in absence of ligand	GOTERM_BP_DIRECT	11	0.6060606060606061	0.0005920221970468028	GSK3B, KITLG, BCL2L11, MKNK2, NF1, FAS, BAX, ITGAV, FOXO3, CX3CL1, BCL2L1	1696	35	19453	3.6048349056603777	0.9658201165914696	0.07031496969507965	0.06925426325870414
positive regulation of cell proliferation	GOTERM_BP_DIRECT	71	3.911845730027548	0.0006484337711833211	ITGB1, SLC35F6, LAMC2, AREG, CX3CL1, CRKL, MECP2, CAPNS1, BCL7A, AKT2, RAC2, ITGAV, SOX9, CCN2, SOX4, IL13RA1, EDN1, SPHK1, TBC1D8, PRLR, CDC25B, CEACAM6, ITGB1BP1, SINHCAF, CD47, ATF3, SMARCD1, HDAC2, CUL3, COX17, ODC1, DOT1L, PDGFB, TGFA, CRIP2, TSPAN31, DPP4, FZR1, PDF, SERTAD1, DDRGK1, EPCAM, BLOC1S2, NACC1, S100A13, HES1, STX3, SUZ12, WWTR1, AKIRIN2, INSR, LIF, IGF2, AKR1C2, NAP1L1, SMARCA4, VEGFA, TJP1, FOSL1, BMP2, KITLG, MEIS1, BAMBI, CDK4, CLCF1, ID4, MDM2, KRAS, FGFR3, LGMN, BCL2L1	1696	545	19453	1.494247663146962	0.9752249947592	0.07264763133754543	0.07155173653048896
intracellular signal transduction	GOTERM_BP_DIRECT	62	3.415977961432507	0.0006894747195277398	GSK3B, GUCY1B1, CXCL8, NUDT4, CRKL, RPS6KA3, RASSF3, RPS6KA2, AKT2, MCF2L, CCN2, JAK1, TNS1, VAV3, WSB2, DAPK1, S100A1, SPHK1, DAPK3, PRKCA, TYK2, SDCBP2, BCR, CARHSP1, LATS2, DDIT4, FKBP8, ARHGEF4, ITGB1BP1, TNIK, PLCB1, SHC2, CAB39, SRC, STK39, AKAP7, TGFA, RASAL1, KALRN, ADCY6, SOCS3, NUAK2, MKNK2, DVL3, MAPK1, HMOX1, ECT2, PDZD8, CLASP1, MAP4K3, PAK4, MAP4K4, MAP3K2, DCDC2, SPSB2, STK17B, ASB8, TAOK1, WNK2, PKN1, PLCD3, SIPA1	1696	462	19453	1.5392545740423098	0.9803965764434784	0.07264763133754543	0.07155173653048896
regulation of apoptotic process	GOTERM_BP_DIRECT	38	2.09366391184573	0.0006929591461082259	MAGED1, XIAP, YEATS4, RTN4, BCL2L13, SLK, BCL2L11, RASSF3, RASSF6, EP400, SOX9, IFT57, CCNL1, TGM2, KPNA1, CARD10, EGR1, SDF2L1, APAF1, DAPK1, STAT1, BIK, ACTN1, DAPK3, TNFRSF10B, CFLAR, ACTN4, TOX3, TRAF4, PAX8, MORF4L2, BAX, FAS, TNFSF9, NF2, BCAR1, BIRC3, BCL2L1	1696	245	19453	1.779009433962264	0.9807824146023864	0.07264763133754543	0.07155173653048896
negative regulation of substrate adhesion-dependent cell spreading	GOTERM_BP_DIRECT	7	0.3856749311294766	0.0007047048229131932	DMTN, TACSTD2, ITGB1BP1, ACTN4, MELTF, EFNA5, CORO1C	1696	14	19453	5.73496462264151	0.9820279668719106	0.07264763133754543	0.07155173653048896
hepatocyte apoptotic process	GOTERM_BP_DIRECT	7	0.3856749311294766	0.0007047048229131932	KRT18, GSN, DNMT3A, KRT8, BID, BCL2L1, ARF6	1696	14	19453	5.73496462264151	0.9820279668719106	0.07264763133754543	0.07155173653048896
positive regulation of protein complex assembly	GOTERM_BP_DIRECT	14	0.7713498622589532	0.0007136059208739772	GSK3B, CDT1, BIK, PPP2R5B, TNF, BBC3, VEGFA, BCL2L11, SUMO1, BAX, BMF, BID, FNIP2, AJUBA	1696	55	19453	2.9196183533447684	0.9829178225891204	0.07264763133754543	0.07155173653048896
protein N-linked glycosylation	GOTERM_BP_DIRECT	14	0.7713498622589532	0.0007136059208739772	GAL3ST1, RPN2, PMM1, TUSC3, RPN1, GFPT1, ALG12, MAGT1, FUT4, FUT6, MGAT5, PGM3, MLEC, ST3GAL1	1696	55	19453	2.9196183533447684	0.9829178225891204	0.07264763133754543	0.07155173653048896
somatic stem cell population maintenance	GOTERM_BP_DIRECT	14	0.7713498622589532	0.0007136059208739772	KLF10, RIF1, LIF, NKAP, WNT7A, KLF4, SMC1A, MED15, ZFP36L2, POU5F1, HES1, SOX9, SOX4, BCL9L	1696	55	19453	2.9196183533447684	0.9829178225891204	0.07264763133754543	0.07155173653048896
3'-UTR-mediated mRNA destabilization	GOTERM_BP_DIRECT	8	0.4407713498622589	0.0007415315028633432	UPF1, ZFP36, KHSRP, ZC3H12A, DHX36, HNRNPD, ZFP36L2, PUM2	1696	19	19453	4.829443892750745	0.9854336218823996	0.07362943759237141	0.07251873216649105
entrainment of circadian clock by photoperiod	GOTERM_BP_DIRECT	10	0.5509641873278237	0.0007490804035007089	PER2, PPP1CB, PER1, PPP1CC, PER3, ID2, BHLHE40, CRY1, PML, FBXL12	1696	30	19453	3.823309748427673	0.9860476546062192	0.07362943759237141	0.07251873216649105
cytoskeleton organization	GOTERM_BP_DIRECT	27	1.487603305785124	0.0008012109484618327	NEDD9, YEATS4, SIPA1L3, LMNB2, CNN2, FGD6, PACSIN2, SOX9, PDZD8, CLASP1, PAK4, SVIL, DMTN, DST, TPM1, MICAL2, SORBS2, PRPF40A, ARHGAP10, ABI2, BIN1, KRT16, RHOU, TNIK, OBSL1, AJUBA, SIPA1	1696	154	19453	2.0109616209262438	0.9896372169311556	0.0767584132467511	0.07560050699535299
positive regulation of JNK cascade	GOTERM_BP_DIRECT	20	1.1019283746556474	0.0008166606898835251	GADD45B, GADD45A, RIPK2, WNT7B, XIAP, WNT7A, TNF, SH3RF1, GADD45G, MFHAS1, RASSF2, TRAF4, TRPV4, TAOK1, MAP3K10, F2RL1, TNIK, CCN2, PLCB1, MAP2K7	1696	99	19453	2.317157423289499	0.990511594752034	0.0767584132467511	0.07560050699535299
chromatin remodeling	GOTERM_BP_DIRECT	48	2.6446280991735542	0.0008213055969219116	SMARCD1, HDAC5, KDM5C, HDAC2, SMARCB1, KMT2B, PSIP1, YEATS4, CHD3, METTL21A, IWS1, HDAC7, ING4, FBL, BCL7A, HLTF, NFKBIZ, EP400, SOX9, SUDS3, BPTF, TGM2, KDM6A, BRD4, KDM6B, BRD1, NPM2, KDM2B, KMT5C, NCOA3, MCRS1, USP22, TAF10, HUWE1, PRKCA, SIRT6, SMARCA1, SMARCA4, GATAD2A, HCFC1, PER2, COPRS, PER1, HDGF, PKN1, PABPC1L, HDGFL2, HDGFL3	1696	336	19453	1.6385613207547167	0.9907597565473502	0.0767584132467511	0.07560050699535299
negative regulation of sequence-specific DNA binding transcription factor activity	GOTERM_BP_DIRECT	19	1.046831955922865	0.0008759900796080929	HES6, PRNP, HDAC2, KEAP1, MAD2L2, MED13, SUMO1, ID2, DDIT3, ID1, BHLHE40, PIM1, MAP3K10, FLNA, HMOX1, HES1, NUPR1, TRIB1, TAF3	1696	92	19453	2.3687897354388845	0.993236454727666	0.08054870070718932	0.07933361769353937
negative regulation of protein phosphorylation	GOTERM_BP_DIRECT	18	0.9917355371900828	0.0009311529031947713	NIBAN1, SPAG9, WWTR1, PRNP, CDKN1A, IGFBP3, CORO1C, CRKL, IBTK, OCLN, CTDSP2, ZC3H12A, DNAJC10, MYADM, FKBP8, SIRPA, PKN1, EPHB2	1696	85	19453	2.4289261931187567	0.9950628930168621	0.08426194763672049	0.08299085002283556
endocytic recycling	GOTERM_BP_DIRECT	15	0.8264462809917356	0.0010307722826572046	VPS29, CMTM6, SNF8, RAB11B, ARL4C, SNX3, EHD1, SNX4, MICALL1, RAB35, CCDC22, RAB17, SNX7, RAB11FIP4, ARF6	1696	64	19453	2.6882646668632075	0.9972037149155564	0.09181926224107384	0.0904341619862532
protein localization to Golgi apparatus	GOTERM_BP_DIRECT	8	0.4407713498622589	0.0010555883911483712	RIPOR1, SYS1, PACS1, ARL1, GCC2, CSNK1D, OBSL1, OPTN	1696	20	19453	4.587971698113208	0.9975729721386476	0.09258322181441328	0.09118659717381697
in utero embryonic development	GOTERM_BP_DIRECT	34	1.8732782369146008	0.0011618126072691119	ITGB1, FOXC1, HM13, RTCB, KEAP1, YBX3, GNA13, UNK, BCL2L11, RDH10, TCTN1, SLC39A3, KDM6A, ACVR1, EMX1, EDN1, SMAD3, UBE2B, WNT7B, IGF2, EIF2S2, KLF2, MIB1, VEGFA, FOSL1, MYO1E, RCN1, BMP2, MAFG, MAFF, MYH9, APBA3, DBN1, BCL2L1	1696	217	19453	1.7971317711503347	0.9986763262788544	0.10035596475820012	0.09884208772448584
positive regulation of protein phosphorylation	GOTERM_BP_DIRECT	35	1.9283746556473829	0.0011936575074115645	CDKN1A, SEMA7A, RALB, FMR1, EFNA5, TNF, CAMKK2, CRKL, C3, MYDGF, AKT2, DVL3, SOX9, CCN2, CCN1, NIBAN1, MAP2K3, RARRES2, INSR, PLAUR, IGF2, DTNBP1, CSNK1D, VEGFA, EFNA1, MOB1A, BMP2, CLDN3, SLCO3A1, ERP29, FAS, CDK2AP1, PIN1, KRAS, TNIK	1696	226	19453	1.7763164760394057	0.99889632099422	0.10156778283213924	0.10003562543456618
negative regulation of cell growth	GOTERM_BP_DIRECT	23	1.2672176308539946	0.001246918148066113	CDKN1A, NDRG3, BMPR2, BTG1, SMAD3, SERPINE2, CDKN2A, CDKN2AIP, RTN4, PML, SMARCA4, DCBLD2, DNAJB2, TCHP, BST2, STK11, SERTAD3, SERTAD1, SESN2, SH3BP4, CCN3, GAS2L1, SIPA1	1696	126	19453	2.0937172431865827	0.9991856465081485	0.10453941709007222	0.10296243237340036
negative regulation of MAPK cascade	GOTERM_BP_DIRECT	12	0.6611570247933884	0.0013410242300077892	PSMD10, DUSP4, EFNA1, DUSP5, DUSP2, DUSP3, DUSP10, DUSP1, NF1, PEBP1, NF2, DUSP8	1696	45	19453	3.0586477987421383	0.9995241033780098	0.11079969761267254	0.10912827610860487
response to interferon-beta	GOTERM_BP_DIRECT	6	0.3305785123966942	0.0014739180600088404	BST2, IFNAR2, PLSCR1, STAT1, IKBKE, SHFL	1696	11	19453	6.256325042881646	0.999777148622229	0.11670565083486666	0.11494513759652275
protein localization to endosome	GOTERM_BP_DIRECT	6	0.3305785123966942	0.0014739180600088404	TMEM30A, TOLLIP, MICALL1, RAB35, PACSIN2, ARF6	1696	11	19453	6.256325042881646	0.999777148622229	0.11670565083486666	0.11494513759652275
cytoplasmic sequestering of protein	GOTERM_BP_DIRECT	6	0.3305785123966942	0.0014739180600088404	YWHAB, FLNA, RBCK1, DZIP1, DBN1, GET4	1696	11	19453	6.256325042881646	0.999777148622229	0.11670565083486666	0.11494513759652275
cell division	GOTERM_BP_DIRECT	52	2.8650137741046837	0.0015340639526376467	ANKLE2, SYCP2, CCDC124, SMC3, USP39, SMC4, TRIOBP, PPP1CB, TUBA1C, PPP1CC, TUBA1A, PTTG1, CHMP1B, KNTC1, ANAPC7, TUBB, DYNLT3, PRPF40A, SMC1A, CDC25B, EML4, MAU2, LATS2, PARD3, SPECC1L, TIMELESS, MCM5, ANAPC5, MAPRE1, ARF6, RALB, TSG101, NEDD9, SKA2, PARD6B, FZR1, LRIG3, CLASP1, SAC3D1, CDT1, CENPV, BOD1, USP9X, CHFR, SPART, MAD2L2, WEE1, STAG2, UBE2S, CDK4, RAN, BCAR1	1696	383	19453	1.5572749889157105	0.9998419206906456	0.1198040903285921	0.1179968369049368
heart development	GOTERM_BP_DIRECT	34	1.8732782369146008	0.0015855787338879036	CDKN1A, RAMP2, FOXC1, CITED2, SRF, PDGFB, ECE1, HDAC9, MECP2, PPP3R1, FLRT3, GNA11, RPS6KA2, EP300, SOX9, PDLIM4, SOX4, KDM6A, ACVR1, KDM6B, MAP2K3, MAP2K2, CXADR, NCOA6, ITGA3, AP1B1, MICAL2, FOXJ1, PTPN11, BMP2, TFDP2, ID2, NF1, DZIP1	1696	221	19453	1.7646044992743106	0.9998822042392108	0.12215384272831001	0.12031114311865646
positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GOTERM_BP_DIRECT	13	0.7162534435261708	0.0016864863457661243	EGR1, SMAD3, SRF, PDGFB, MRTFA, KLF4, FOXO3, TNF, SREBF2, SMARCA4, FOSL1, BMP2, TEAD1	1696	53	19453	2.813378871484514	0.999933796371112	0.12630554152262582	0.12440021323444027
bicellular tight junction assembly	GOTERM_BP_DIRECT	13	0.7162534435261708	0.0016864863457661243	RAMP2, SRF, TBCD, CLDN2, CLDN1, AFDN, CLDN10, CLDN4, OCLN, CLDN3, PARD3, CLDN23, ECT2	1696	53	19453	2.813378871484514	0.999933796371112	0.12630554152262582	0.12440021323444027
activation of cysteine-type endopeptidase activity involved in apoptotic process	GOTERM_BP_DIRECT	17	0.9366391184573004	0.0017059334673289231	SMAD3, APAF1, CDKN2A, TNFSF15, HIP1R, RPS27L, CFLAR, F3, TNF, PML, BBC3, BCL2L13, BCL2L11, AIFM1, BAX, IFT57, BID	1696	82	19453	2.377912160607455	0.9999407551495824	0.12630554152262582	0.12440021323444027
positive regulation of I-kappaB kinase/NF-kappaB signaling	GOTERM_BP_DIRECT	32	1.7630853994490356	0.00176350199289227	SLC44A2, SLC20A1, XIAP, SECTM1, TNF, LITAF, CX3CL1, LURAP1L, TFG, UBD, DHX36, S100A13, TNFSF10, FLNA, HMOX1, TRIM25, ECT2, IKBKE, BRD4, RIPK2, TNFRSF10B, CFLAR, TICAM1, RBX1, BST2, VAPA, F2RL1, CCDC22, RBCK1, AJUBA, CC2D1A, BIRC3	1696	205	19453	1.7904279797514957	0.9999573549852944	0.12889390848049784	0.12694953448833454
regulation of autophagy	GOTERM_BP_DIRECT	16	0.8815426997245178	0.001817409517589037	DAPK1, DAPK3, PIK3R4, KEAP1, GPR137B, HDAC6, DRAM1, IFI16, RRAGC, DDIT3, PSAP, CHMP4B, EP300, TRIB3, NUPR1, PIP4K2C	1696	75	19453	2.4469182389937103	0.9999686557029508	0.13115255265538106	0.12917410685142336
regulation of cell migration	GOTERM_BP_DIRECT	21	1.1570247933884297	0.0019133936659072235	PLEKHG3, LAMA5, SERPINE2, LAMA3, PRKX, RTN4, RHOB, PARD6B, SLK, SST, TMSB4X, AKT2, RAC2, PLXNB2, FLNA, PLXNA1, AMOTL2, PHLDA2, AJUBA, TMSB10, NCK1	1696	114	19453	2.1128817030784512	0.9999818838457124	0.1363532161167135	0.13429631792586322
interferon-gamma-mediated signaling pathway	GOTERM_BP_DIRECT	9	0.4958677685950413	0.002078851208500417	IFNGR1, STAT1, IFNGR2, IRF7, IRF5, HLA-A, TYK2, JAK1, HLA-E	1696	28	19453	3.6867629716981134	0.9999929597482144	0.14481463421255908	0.14263009491379042
response to wounding	GOTERM_BP_DIRECT	16	0.8815426997245178	0.002085464750469902	RIPOR1, DST, TMPRSS4, PDGFB, INHBB, ZFP36L2, POU5F1, KLK6, SULF2, FOSL1, ZFP36, DDIT3, FGFR1OP2, CREB3L2, CCN2, MAP2K7	1696	76	19453	2.4147219463753724	0.9999932207839888	0.14481463421255908	0.14263009491379042
small GTPase mediated signal transduction	GOTERM_BP_DIRECT	22	1.2121212121212122	0.002117204862900534	VAV3, RGS19, GDI1, RRAD, SH2D3A, SIAH2, RHOF, PLD1, RHOD, RND3, VAV2, RND1, BCR, TIAM2, RRAGC, YWHAQ, RASGEF1B, RAC2, HMOX1, RGL3, RHOQ, RAPGEF3	1696	123	19453	2.0515320601319225	0.9999943450569224	0.14481463421255908	0.14263009491379042
inflammatory response	GOTERM_BP_DIRECT	57	3.1404958677685952	0.0021337360592624034	IL1RN, CXCL8, IL1RAP, TNF, CXCL2, CX3CL1, ADGRE2, NKIRAS2, ZC3H12A, CCRL2, NFKBIZ, TMED2, ITGB6, KDM6B, MAP2K3, ANXA1, RIPK2, SPHK1, CYBA, TICAM1, HSPG2, IL23A, NINJ1, IRF5, CD47, CD44, MGLL, EPHA2, HDAC5, CEBPB, SEMA7A, CUL3, PTAFR, STK39, HDAC9, FUT4, PLD3, RELB, C3, PRDX5, IFI16, CCL20, RARRES2, NFKB2, FOSL1, MFHAS1, NR4A1, BMP2, VNN1, THEMIS2, KRT16, TOLLIP, F2RL1, SDC1, NFKBID, NFE2L2, NFKBIB	1696	436	19453	1.499509098580578	0.9999948546934329	0.14481463421255908	0.14263009491379042
O-glycan processing	GOTERM_BP_DIRECT	11	0.6060606060606061	0.002234538866120127	GALNT14, GALNT5, ST6GALNAC2, GALNT3, GALNT2, B3GNT5, ST3GAL4, B3GNT3, GCNT3, ST3GAL1, B4GALT5	1696	41	19453	3.0772980901978837	0.999997107415972	0.14987183618530406	0.14761100862664134
positive regulation of neuron apoptotic process	GOTERM_BP_DIRECT	14	0.7713498622589532	0.002306104519880492	PRNP, GRN, FOXO3, TNF, BBC3, BCL2L11, CDC34, AIFM1, DDIT3, NF1, BAX, NUPR1, MAP2K7, ATF4	1696	62	19453	2.5899840231284235	0.9999980782695652	0.15183217326874235	0.1495417738824747
cellular response to epidermal growth factor stimulus	GOTERM_BP_DIRECT	12	0.6611570247933884	0.0023436644882738693	STAT5A, ERRFI1, ZFP36, FOXC1, DUSP3, ID1, MARS1, PTPN11, CFLAR, SOX9, BAIAP2, ZFP36L2	1696	48	19453	2.867482311320755	0.9999984494686444	0.15183217326874235	0.1495417738824747
skeletal muscle cell differentiation	GOTERM_BP_DIRECT	12	0.6611570247933884	0.0023436644882738693	EGR1, NR4A1, EGR2, BTG2, CITED2, MAFF, KRAS, NUPR1, MEF2D, EMD, ATF3, BCL9L	1696	48	19453	2.867482311320755	0.9999984494686444	0.15183217326874235	0.1495417738824747
positive regulation of tumor necrosis factor production	GOTERM_BP_DIRECT	20	1.1019283746556474	0.002372096945218856	SPON2, HDAC2, FZD5, IFNGR1, RIPK2, PTAFR, ARID5A, ZBTB20, PTPN11, CYBA, TICAM1, HLA-E, IFIH1, AKAP12, OAS1, IL23A, OAS2, FRMD8, OAS3, EPHB2	1696	108	19453	2.1240609713487077	0.9999986819924758	0.1519474683673337	0.14965532974611098
regulation of epidermal cell differentiation	GOTERM_BP_DIRECT	4	0.22038567493112945	0.002469479569932132	KLF7, MAFG, MAFF, KEAP1	1696	4	19453	11.469929245283014	0.999999244521858	0.15569402012464092	0.1533453644974318
establishment of skin barrier	GOTERM_BP_DIRECT	10	0.5509641873278237	0.0024852053729770784	UGCG, CLDN4, KRT16, SRF, NFKBIZ, LSR, KLF4, ABCA12, CLDN1, MET	1696	35	19453	3.2771226415094343	0.9999993094589684	0.15569402012464092	0.1533453644974318
barbed-end actin filament capping	GOTERM_BP_DIRECT	8	0.4407713498622589	0.0026465729086211647	SVIL, SCIN, GSN, RDX, NCK2, TWF1, TRIOBP, NCK1	1696	23	19453	3.989540607054963	0.9999997254447562	0.1640012190440137	0.16152724871638954
endosomal transport	GOTERM_BP_DIRECT	16	0.8815426997245178	0.0027205413495939553	ITSN2, WASHC4, TINAGL1, DPY30, EPS15L1, CORO1C, EHD1, ALS2CL, BLOC1S2, RAB35, TOM1, SNX9, SNX7, WASHC3, PICALM, VPS16	1696	78	19453	2.352805999032414	0.9999998201139264	0.1667721100433886	0.16425634062333394
establishment or maintenance of cell polarity	GOTERM_BP_DIRECT	13	0.7162534435261708	0.0027677646788738988	ACTR3, RHOF, SPINT2, RHOD, RND3, RHOB, RND1, PARD6B, PARD3, RAC2, RHOU, CLASP1, RHOQ	1696	56	19453	2.6626621462264155	0.9999998626733064	0.16786198334319252	0.16532977310507382
circadian rhythm	GOTERM_BP_DIRECT	15	0.8264462809917356	0.002921014208789085	KLF10, GSK3B, EGR3, JUND, NONO, TNF, ASS1, PER2, PER1, CLDN4, ID2, BHLHE40, TIMELESS, CRY1, EP300	1696	71	19453	2.4232244884400744	0.9999999428205266	0.17474315181383815	0.17210713864843033
canonical Wnt signaling pathway	GOTERM_BP_DIRECT	19	1.046831955922865	0.002942526324176191	WNT10A, EDN1, FZD5, JUP, RYK, SIAH2, WNT7B, CBY1, WNT7A, CSNK1E, KLF4, FOXO1, STK11, LATS2, DVL3, SDC1, SOX9, BCL9L, KDM6A	1696	102	19453	2.136555447650758	0.9999999494383291	0.17474315181383815	0.17210713864843033
cytoplasmic sequestering of NF-kappaB	GOTERM_BP_DIRECT	5	0.27548209366391185	0.003018500991030781	PSMD10, NFKBIA, TMSB4X, CCDC22, NFKBIB	1696	8	19453	7.168705778301888	0.9999999672544392	0.17740694999862353	0.17473075324368897
lamellipodium assembly	GOTERM_BP_DIRECT	10	0.5509641873278237	0.0030614735104248217	VAV3, ITGB1, DMTN, NCK2, ARHGEF4, RHOD, WASF2, AJUBA, NCK1, VAV2	1696	36	19453	3.186091457023061	0.99999997438869	0.17809653554012153	0.17540993633709565
