	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
THBS2	6.03665118862369e-06	0.330511657040248	0.543	0.411	0.0842897605467525	Myofibroblasts 1	THBS2
LPP	6.27805971245292e-06	0.434545838599638	0.52	0.422	0.0876605477649802	Myofibroblasts 1	LPP
VGLL4	6.73678115220329e-06	0.307216175318946	0.48	0.368	0.0940656752282146	Myofibroblasts 1	VGLL4
MYLK	7.01420779988377e-06	0.384949702894227	0.628	0.527	0.097939383509777	Myofibroblasts 1	MYLK
ABCA1	7.37522686947797e-06	0.258473321614104	0.272	0.162	0.102980292778521	Myofibroblasts 1	ABCA1
ANXA1	8.1884265645088e-06	0.307126248403041	0.671	0.549	0.114335000120236	Myofibroblasts 1	ANXA1
ITGB1	8.78916317748195e-06	0.340906832063325	0.962	0.924	0.12272308544718	Myofibroblasts 1	ITGB1
COL4A1	9.02378443402656e-06	0.668483182211954	0.606	0.547	0.125999102052313	Myofibroblasts 1	COL4A1
MYO1B	9.99499468476039e-06	0.253398602937712	0.277	0.165	0.139560110783309	Myofibroblasts 1	MYO1B
CDKN1A	1.05337534281035e-05	0.423213958362396	0.565	0.439	0.147082799116609	Myofibroblasts 1	CDKN1A
RPL27A	1.09101593050165e-05	0.289974934235784	0.94	0.907	0.152338554375946	Myofibroblasts 1	RPL27A
HSPB1	1.09135743041333e-05	0.488092537443003	0.992	0.99	0.152386238008614	Myofibroblasts 1	HSPB1
RGS16	1.0996985070772e-05	0.319063446540718	0.306	0.193	0.15355090254319	Myofibroblasts 1	RGS16
FOSB	1.14856095770057e-05	0.580693226737889	0.819	0.754	0.160373566523731	Myofibroblasts 1	FOSB
CISD1	1.54360530524465e-05	0.28091220624111	0.413	0.305	0.21553360877131	Myofibroblasts 1	CISD1
SPOCK1	1.60271652785061e-05	0.277331027884867	0.346	0.229	0.22378730878378	Myofibroblasts 1	SPOCK1
ADAM12	1.61398112113086e-05	0.3524431331634	0.377	0.272	0.225360183943501	Myofibroblasts 1	ADAM12
MACF1	1.90293389513969e-05	0.267871218184781	0.557	0.437	0.265706659778355	Myofibroblasts 1	MACF1
RTN4	2.01780995464804e-05	0.256884664105932	0.753	0.678	0.281746803967506	Myofibroblasts 1	RTN4
BRD2	2.06116247687793e-05	0.307123464320703	0.815	0.749	0.287800116646465	Myofibroblasts 1	BRD2
DNAJB4	2.61138963036201e-05	0.343433752535189	0.354	0.243	0.364628334087448	Myofibroblasts 1	DNAJB4
DEK	2.68041829619985e-05	0.306750974546701	0.639	0.554	0.374266806698385	Myofibroblasts 1	DEK
ARPC2	2.94520176740531e-05	0.26594172844863	0.879	0.869	0.411238522782803	Myofibroblasts 1	ARPC2
IRF1	3.48734308069205e-05	0.328456500096798	0.549	0.432	0.486937714357031	Myofibroblasts 1	IRF1
STAT2	3.73926501389883e-05	0.25924604331771	0.385	0.272	0.522113573890694	Myofibroblasts 1	STAT2
TNS1	3.85140025424803e-05	0.256452166655897	0.339	0.234	0.537771017500652	Myofibroblasts 1	TNS1
RAMP1	3.86527442593849e-05	0.358527521178225	0.727	0.635	0.539708268093792	Myofibroblasts 1	RAMP1
BMP1	4.48707812961423e-05	0.262119938771821	0.398	0.296	0.626530719238035	Myofibroblasts 1	BMP1
CSRP1	4.67848615482083e-05	0.410310869451612	0.811	0.766	0.653257021797632	Myofibroblasts 1	CSRP1
OPTN	4.86088862326282e-05	0.252412335199073	0.394	0.291	0.678725878466187	Myofibroblasts 1	OPTN
RNF213	5.21340115908073e-05	0.273089577624431	0.364	0.258	0.727947203842443	Myofibroblasts 1	RNF213
SPSB1	5.55293995084652e-05	0.25478639512701	0.3	0.2	0.7753570053367	Myofibroblasts 1	SPSB1
COL15A1	5.66063083677716e-05	0.40916050986842	0.69	0.644	0.790393883739195	Myofibroblasts 1	COL15A1
MYLIP	5.66289600718315e-05	0.269027325533235	0.42	0.31	0.790710169482983	Myofibroblasts 1	MYLIP
TNC	7.90858788899161e-05	0.690523966068458	0.395	0.301	1	Myofibroblasts 1	TNC
STRA6	9.42078121057116e-05	0.419046432125521	0.396	0.308	1	Myofibroblasts 1	STRA6
PTEN	0.000102061220689546	0.276115431566178	0.39	0.294	1	Myofibroblasts 1	PTEN
PPP1R15A	0.000118501632960457	0.315872372081246	0.866	0.807	1	Myofibroblasts 1	PPP1R15A
MSRB3	0.000135171383591578	0.250347747435594	0.296	0.208	1	Myofibroblasts 1	MSRB3
TPM2	0.000147695570313396	0.358655700476243	0.988	0.983	1	Myofibroblasts 1	TPM2
TSC22D1	0.000177590268201556	0.366872588015586	0.679	0.621	1	Myofibroblasts 1	TSC22D1
SLC38A2	0.000209171145208888	0.41849598869934	0.582	0.494	1	Myofibroblasts 1	SLC38A2
UBC	0.000224691173967162	0.270716345962818	0.999	1	1	Myofibroblasts 1	UBC
RPS27L	0.000236581449963124	0.265386171060881	0.805	0.761	1	Myofibroblasts 1	RPS27L
PPP1CC	0.00023788240624947	0.283125461202888	0.709	0.642	1	Myofibroblasts 1	PPP1CC
MT-ATP8	0.000246963679011953	0.481402878576092	0.866	0.85	1	Myofibroblasts 1	MT-ATP8
DPYSL3	0.000480233219061839	0.323713949147243	0.471	0.387	1	Myofibroblasts 1	DPYSL3
CITED2	0.000544490032301547	0.259606255557873	0.25	0.162	1	Myofibroblasts 1	CITED2
STAT3	0.000615188441995689	0.282382256829329	0.742	0.699	1	Myofibroblasts 1	STAT3
MAFB	0.000632441699437534	0.276444521238732	0.316	0.232	1	Myofibroblasts 1	MAFB
BAG3	0.000670446656928456	0.386486129108331	0.398	0.329	1	Myofibroblasts 1	BAG3
ISLR	0.000681003437938011	0.285881741392366	0.966	0.981	1	Myofibroblasts 1	ISLR
H4C3	0.000733594040291562	0.473928285142875	0.786	0.718	1	Myofibroblasts 1	H4C3
SGK1	0.000761089454795941	0.43059113065512	0.259	0.186	1	Myofibroblasts 1	SGK1
GBP1	0.000792877577006852	0.326562311456274	0.27	0.191	1	Myofibroblasts 1	GBP1
PLEC	0.000819740088487175	0.263704282449177	0.528	0.451	1	Myofibroblasts 1	PLEC
ID3	0.000836570305087527	0.383270353252099	0.842	0.783	1	Myofibroblasts 1	ID3
NRG1	0.00109978421151826	0.265938692247397	0.285	0.208	1	Myofibroblasts 1	NRG1
WARS1	0.00172270577197379	0.274145394600348	0.285	0.217	1	Myofibroblasts 1	WARS1
CD55	0.00207218455525516	0.301794406307331	0.781	0.726	1	Myofibroblasts 1	CD55
MYL9	0.0037652553034663	0.340875879659414	0.957	0.959	1	Myofibroblasts 1	MYL9
IER2	0.00398629129186562	0.339561234539193	0.89	0.878	1	Myofibroblasts 1	IER2
IFI6	0.00481991488701935	0.344307099135923	0.484	0.422	1	Myofibroblasts 1	IFI6
ASXL1	0.00514526856812971	0.266564589411471	0.343	0.277	1	Myofibroblasts 1	ASXL1
TPM1	0.00682049435639029	0.350824292520335	0.901	0.883	1	Myofibroblasts 1	TPM1
CCNL1	0.0069994941233279	0.283977504317822	0.608	0.561	1	Myofibroblasts 1	CCNL1
DUSP1	0.0077760369609405	0.361431238503408	0.897	0.924	1	Myofibroblasts 1	DUSP1
VCAN	0.00857065159900693	0.472393102428819	0.882	0.895	1	Myofibroblasts 1	VCAN
CFD	2.47228888469259e-99	2.0591887453095	0.959	0.572	3.45205696969626e-95	Myofibroblasts 2	CFD
PTGDS	4.88222526648902e-75	1.81423849570295	0.974	0.737	6.81705113959862e-71	Myofibroblasts 2	PTGDS
FXYD1	6.60675151441656e-72	1.24166937238189	0.9	0.462	9.22500713957984e-68	Myofibroblasts 2	FXYD1
PLAC9	1.08654129856988e-70	1.5847168983839	0.916	0.546	1.51713761519313e-66	Myofibroblasts 2	PLAC9
SERPINF1	2.91738628786603e-70	1.00384075624622	0.99	0.936	4.07354647374734e-66	Myofibroblasts 2	SERPINF1
HSPB6	3.30124143167721e-66	1.52648782282496	0.893	0.535	4.60952341105088e-62	Myofibroblasts 2	HSPB6
CCN5	6.23450248081443e-63	2.16960197612853	0.771	0.376	8.70523581396119e-59	Myofibroblasts 2	CCN5
PLTP	2.06225063288572e-57	1.00180160841276	0.964	0.776	2.87952055869833e-53	Myofibroblasts 2	PLTP
CST3	1.52982747104464e-55	0.92898746876213	1	0.971	2.13609809781963e-51	Myofibroblasts 2	CST3
CKB	4.28993232674489e-48	1.55067031707637	0.852	0.551	5.99003250783389e-44	Myofibroblasts 2	CKB
FBLN1	5.30931881990524e-47	0.953825661127789	0.988	0.922	7.41340186823368e-43	Myofibroblasts 2	FBLN1
MATN2	1.07968364399803e-45	0.937970878667956	0.668	0.262	1.50756227211445e-41	Myofibroblasts 2	MATN2
PLPP3	1.08393196181179e-44	1.01721740545464	0.943	0.678	1.5134941982778e-40	Myofibroblasts 2	PLPP3
S100A4	9.11854967120742e-44	0.978197979359988	0.919	0.691	1.27322309059069e-39	Myofibroblasts 2	S100A4
OLFML3	1.16684354113777e-43	0.878797594405289	0.912	0.68	1.62926363649067e-39	Myofibroblasts 2	OLFML3
GAS6	3.91384158969169e-43	0.847763510951832	0.947	0.717	5.46489701168651e-39	Myofibroblasts 2	GAS6
IGFBP5	5.25653724895998e-43	1.194596675924	0.947	0.787	7.33970296072281e-39	Myofibroblasts 2	IGFBP5
RAMP2	2.00631510921995e-39	0.70979806095034	0.558	0.198	2.80141778700381e-35	Myofibroblasts 2	RAMP2
GSN	7.23151016507787e-38	0.877799058485393	0.981	0.962	1.00973576434982e-33	Myofibroblasts 2	GSN
EMP3	1.14904193312133e-37	0.696154902914256	0.964	0.804	1.60440725121731e-33	Myofibroblasts 2	EMP3
SOD3	1.66553377208009e-37	0.963504342639476	0.842	0.627	2.32558480595544e-33	Myofibroblasts 2	SOD3
IGFBP4	3.24072748908172e-37	0.763627803517905	0.99	0.956	4.5250277930048e-33	Myofibroblasts 2	IGFBP4
F10	6.49304140592922e-37	0.682366269285006	0.64	0.269	9.06623371509898e-33	Myofibroblasts 2	F10
ADIRF	6.51107987192588e-36	0.82990674780026	0.706	0.342	9.09142082517011e-32	Myofibroblasts 2	ADIRF
PCOLCE	6.25714556800955e-35	0.803111097871237	0.988	0.962	8.73685235661173e-31	Myofibroblasts 2	PCOLCE
LGALS3BP	1.73085355332699e-33	0.589060951719921	0.995	0.923	2.41679081651047e-29	Myofibroblasts 2	LGALS3BP
DPT	2.44293664325992e-33	0.983843913535869	0.53	0.207	3.41107243498382e-29	Myofibroblasts 2	DPT
EPHX1	1.4704030074965e-32	0.676696544776689	0.874	0.628	2.05312371936737e-28	Myofibroblasts 2	EPHX1
GSTM5	3.90396494271846e-32	0.639048962998806	0.496	0.182	5.45110624951778e-28	Myofibroblasts 2	GSTM5
TNXB	7.40353057689086e-31	0.818464746253383	0.399	0.111	1.03375497445127e-26	Myofibroblasts 2	TNXB
S100A6	2.98240693951527e-30	0.542520242011896	0.998	0.981	4.16433480964517e-26	Myofibroblasts 2	S100A6
FXYD5	3.55494940795973e-30	0.612355181356747	0.869	0.636	4.96377585833418e-26	Myofibroblasts 2	FXYD5
PPIB	7.11266960008459e-30	0.563250764737018	1	0.999	9.93142056259811e-26	Myofibroblasts 2	PPIB
KRT19	3.14490880692935e-29	0.798425489484003	0.831	0.542	4.39123616711546e-25	Myofibroblasts 2	KRT19
SELENOP	3.81930544417062e-29	0.646285121102542	0.926	0.712	5.33289619169544e-25	Myofibroblasts 2	SELENOP
IGFBP6	1.75707759571891e-27	0.910925128774608	0.869	0.691	2.45340744690232e-23	Myofibroblasts 2	IGFBP6
LY6E	2.16042929904095e-27	0.590109689194672	0.988	0.96	3.01660743025088e-23	Myofibroblasts 2	LY6E
SFRP1	3.7761484647719e-27	0.798731616526554	0.955	0.808	5.27263610136101e-23	Myofibroblasts 2	SFRP1
NELL2	9.85325459007736e-27	0.686176800374404	0.432	0.148	1.3758099384125e-22	Myofibroblasts 2	NELL2
PRSS23	1.24383372289935e-26	0.678634307081181	0.976	0.927	1.73676502728437e-22	Myofibroblasts 2	PRSS23
OGN	2.40775918490858e-26	0.860037270542505	0.456	0.174	3.36195414988786e-22	Myofibroblasts 2	OGN
LGALS3	6.32570243960967e-26	0.510602111887733	0.995	0.982	8.83257831642698e-22	Myofibroblasts 2	LGALS3
KAZALD1	9.23012645808161e-26	0.455082587357307	0.317	0.08	1.28880255734194e-21	Myofibroblasts 2	KAZALD1
ITM2A	1.00370288458328e-24	0.877872598024618	0.568	0.292	1.40147033774363e-20	Myofibroblasts 2	ITM2A
FCGRT	1.38718468291006e-24	0.521038304740221	0.94	0.855	1.93692597274731e-20	Myofibroblasts 2	FCGRT
S100A10	3.79043779333363e-24	0.760913919087614	0.881	0.693	5.29258829083175e-20	Myofibroblasts 2	S100A10
TGM2	3.3496987363003e-23	0.794931645878438	0.862	0.767	4.67718434549611e-19	Myofibroblasts 2	TGM2
JAZF1	5.85825856834614e-23	0.490967433782301	0.604	0.313	8.17988643898172e-19	Myofibroblasts 2	JAZF1
LTBP1	6.80130965653395e-23	0.730703551459442	0.673	0.417	9.49666867341835e-19	Myofibroblasts 2	LTBP1
RPS2	1.19012843228419e-22	0.456990269965465	0.995	0.993	1.66177632999842e-18	Myofibroblasts 2	RPS2
NDRG2	1.00123592441463e-21	0.516490932213218	0.508	0.25	1.39802572126015e-17	Myofibroblasts 2	NDRG2
LTBP4	1.72977365194798e-21	0.520835593619908	0.914	0.786	2.41528295021496e-17	Myofibroblasts 2	LTBP4
CYP1B1	2.13588855215419e-21	0.738146730451729	0.788	0.519	2.9823411853729e-17	Myofibroblasts 2	CYP1B1
CD248	2.17587722014468e-21	0.577661290403515	0.874	0.672	3.03817736248802e-17	Myofibroblasts 2	CD248
NENF	3.75657846792913e-21	0.495142282115534	0.874	0.742	5.24531051476945e-17	Myofibroblasts 2	NENF
CD34	6.73859900860945e-21	0.495352354017165	0.788	0.506	9.40910579572137e-17	Myofibroblasts 2	CD34
PTN	8.33265478728103e-21	0.613470765264812	0.826	0.593	1.16348858794805e-16	Myofibroblasts 2	PTN
SFRP4	1.04347777567462e-20	0.529518012391129	0.99	0.916	1.45700801817447e-16	Myofibroblasts 2	SFRP4
DPEP1	1.44792376017037e-20	0.8656779130975	0.322	0.106	2.02173594632589e-16	Myofibroblasts 2	DPEP1
ANK2	2.44510515478673e-20	0.39387387459632	0.442	0.182	3.41410032762872e-16	Myofibroblasts 2	ANK2
EPHB6	7.64814259225756e-20	0.491673745916495	0.504	0.247	1.06791015015692e-15	Myofibroblasts 2	EPHB6
LRRC17	9.86886301318055e-20	0.416581857639057	0.384	0.145	1.3779893425304e-15	Myofibroblasts 2	LRRC17
COL14A1	1.09050471231587e-19	0.979402930859678	0.516	0.266	1.52267172980665e-15	Myofibroblasts 2	COL14A1
PGAP4	2.42203745438262e-19	0.430202225278972	0.382	0.15	3.38189089755445e-15	Myofibroblasts 2	PGAP4
PPP1R14A	2.73268282591052e-19	0.487420909106791	0.449	0.2	3.81564502981886e-15	Myofibroblasts 2	PPP1R14A
CYBA	3.35499099104036e-19	0.479463507907591	0.807	0.595	4.68457392078965e-15	Myofibroblasts 2	CYBA
PGF	3.75626317900244e-19	0.642221893339479	0.432	0.189	5.24487027684111e-15	Myofibroblasts 2	PGF
DIO3	4.95351243862807e-19	0.692248734717451	0.425	0.181	6.91658941805637e-15	Myofibroblasts 2	DIO3
NDN	5.06789768120943e-19	0.505405366993585	0.819	0.645	7.07630553227273e-15	Myofibroblasts 2	NDN
SLC18A2	6.73824591012243e-19	0.631810003476649	0.403	0.17	9.40861276430395e-15	Myofibroblasts 2	SLC18A2
BCHE	8.46290150026405e-19	0.622329744456753	0.465	0.229	1.18167493648187e-14	Myofibroblasts 2	BCHE
CRTAP	1.32482327638186e-18	0.392540656769639	0.981	0.945	1.84985074081199e-14	Myofibroblasts 2	CRTAP
CRABP2	1.65310032576739e-18	0.496554065859932	0.759	0.513	2.308223984869e-14	Myofibroblasts 2	CRABP2
TIMP3	1.69092334360839e-18	0.654345007548133	0.613	0.385	2.3610362646804e-14	Myofibroblasts 2	TIMP3
CPVL	1.857149034049e-18	0.340209693919424	0.27	0.078	2.59313719624262e-14	Myofibroblasts 2	CPVL
VIM	2.01841686699938e-18	0.332516480709437	0.998	0.992	2.81831547139123e-14	Myofibroblasts 2	VIM
NOVA1	2.15757523738353e-18	0.461933583350015	0.695	0.45	3.01262230395863e-14	Myofibroblasts 2	NOVA1
LPAR1	2.66663864710457e-18	0.445164801531473	0.453	0.219	3.72342754295211e-14	Myofibroblasts 2	LPAR1
MZT2B	3.81817833619097e-18	0.47124263120211	0.888	0.752	5.33132241082345e-14	Myofibroblasts 2	MZT2B
APOD	4.28646478321512e-18	1.31891527453732	0.845	0.654	5.98519077680327e-14	Myofibroblasts 2	APOD
RNASE4	6.95001046442838e-18	0.488267731163477	0.573	0.348	9.70429961148135e-14	Myofibroblasts 2	RNASE4
ADAMTSL5	8.14110868351233e-18	0.371718881884002	0.341	0.129	1.13674300547883e-13	Myofibroblasts 2	ADAMTSL5
SELENBP1	1.71184574605768e-17	0.410838944812259	0.406	0.185	2.39025021522034e-13	Myofibroblasts 2	SELENBP1
SLIT3	1.90790718961705e-17	0.481851313988453	0.437	0.206	2.66401080886229e-13	Myofibroblasts 2	SLIT3
CLEC11A	1.95812989385911e-17	0.466857580337772	0.952	0.874	2.73413677079548e-13	Myofibroblasts 2	CLEC11A
OAF	2.03008728795036e-17	0.444125853267488	0.663	0.425	2.83461088016508e-13	Myofibroblasts 2	OAF
SSR4	2.81526921996188e-17	0.400937496654432	0.993	0.979	3.93096041183278e-13	Myofibroblasts 2	SSR4
RPL12	3.02474637819983e-17	0.315463699907526	1	0.997	4.22345336788042e-13	Myofibroblasts 2	RPL12
SPARCL1	4.96847493533868e-17	0.433310167288444	0.986	0.922	6.9374815522134e-13	Myofibroblasts 2	SPARCL1
LAPTM4A	5.51630169175004e-17	0.303988285170889	0.993	0.999	7.70241205219058e-13	Myofibroblasts 2	LAPTM4A
KRTCAP2	5.6485880579752e-17	0.32861939805451	0.983	0.963	7.88712350535077e-13	Myofibroblasts 2	KRTCAP2
ATRAID	5.71211906614205e-17	0.409832934791499	0.869	0.791	7.97583185205414e-13	Myofibroblasts 2	ATRAID
DCN	1.96140238314675e-16	0.584238344230892	0.99	0.981	2.7387061475878e-12	Myofibroblasts 2	DCN
ARL6IP5	6.86415482389559e-16	0.405114954349071	0.885	0.787	9.58441938060541e-12	Myofibroblasts 2	ARL6IP5
PCBP1	1.16038305444089e-15	0.364486115098615	0.945	0.863	1.62024285891581e-11	Myofibroblasts 2	PCBP1
NUCB2	2.98630325104912e-15	0.45323086258132	0.783	0.626	4.16977522943989e-11	Myofibroblasts 2	NUCB2
EMX2	4.03475155239223e-15	0.471822766469204	0.63	0.414	5.63372359260526e-11	Myofibroblasts 2	EMX2
MFAP4	4.17360524667768e-15	0.615746746571815	0.864	0.752	5.82760500593605e-11	Myofibroblasts 2	MFAP4
DDAH2	6.86290963852732e-15	0.374629006097957	0.888	0.759	9.5826807282757e-11	Myofibroblasts 2	DDAH2
RPL41	8.65495956981201e-15	0.265019583675551	1	1	1.20849200473285e-10	Myofibroblasts 2	RPL41
PDGFRL	9.1117645027374e-15	0.454116747733558	0.589	0.387	1.27227567751722e-10	Myofibroblasts 2	PDGFRL
ASAH1	1.02768781688105e-14	0.422440033652958	0.742	0.584	1.43496049871102e-10	Myofibroblasts 2	ASAH1
ANXA5	1.11138347101312e-14	0.313063078874024	0.998	0.986	1.55182474057561e-10	Myofibroblasts 2	ANXA5
ALDH1A1	1.19014597868666e-14	0.345438913371869	0.842	0.652	1.66180083004018e-10	Myofibroblasts 2	ALDH1A1
IL17RB	1.26021979031421e-14	0.301667643169052	0.274	0.097	1.75964489321573e-10	Myofibroblasts 2	IL17RB
MDK	1.35347776733805e-14	0.310955757213699	0.99	0.959	1.88986100653413e-10	Myofibroblasts 2	MDK
SEZ6L2	1.48000974171692e-14	0.501735640573981	0.659	0.461	2.06653760235933e-10	Myofibroblasts 2	SEZ6L2
FKBP2	1.64880452052199e-14	0.385212897324572	0.778	0.602	2.30222575200485e-10	Myofibroblasts 2	FKBP2
FTL	1.65478471947585e-14	0.254831938489265	1	1	2.31057590380413e-10	Myofibroblasts 2	FTL
HSD11B2	1.94402126237435e-14	0.358147045578509	0.251	0.086	2.71443688865331e-10	Myofibroblasts 2	HSD11B2
CAVIN3	2.21521083966393e-14	0.342786051289659	0.89	0.746	3.09309889542275e-10	Myofibroblasts 2	CAVIN3
SPON1	2.47715803215649e-14	0.471415926546345	0.599	0.383	3.45885576030011e-10	Myofibroblasts 2	SPON1
ITM2B	2.79232728680629e-14	0.312395382617616	0.998	1	3.89892659056763e-10	Myofibroblasts 2	ITM2B
PLD3	4.47071289210352e-14	0.42795957304146	0.897	0.826	6.24245641124415e-10	Myofibroblasts 2	PLD3
NRG2	5.12417963230269e-14	0.389448076316307	0.296	0.121	7.15489202058425e-10	Myofibroblasts 2	NRG2
MMP23B	8.11292104474344e-14	0.461402497372772	0.277	0.11	1.13280716547753e-09	Myofibroblasts 2	MMP23B
CD24	9.43162463505855e-14	0.580080589921936	0.37	0.174	1.31693774779323e-09	Myofibroblasts 2	CD24
SYTL4	1.11075776986818e-13	0.299979293016282	0.294	0.118	1.55095107406694e-09	Myofibroblasts 2	SYTL4
RPS3A	1.25389824939645e-13	0.267124071177269	1	1	1.75081812563227e-09	Myofibroblasts 2	RPS3A
TMEM120A	2.36146959506633e-13	0.33487325638818	0.489	0.284	3.29731999559111e-09	Myofibroblasts 2	TMEM120A
CHID1	3.32164832481216e-13	0.347226478068411	0.723	0.56	4.63801755593522e-09	Myofibroblasts 2	CHID1
COL21A1	4.12094619689392e-13	0.299966885991537	0.36	0.169	5.75407717472298e-09	Myofibroblasts 2	COL21A1
SCPEP1	6.60264507159273e-13	0.368647289836705	0.613	0.427	9.21927331346493e-09	Myofibroblasts 2	SCPEP1
TFPI	6.61462387990876e-13	0.342507294898507	0.601	0.387	9.23599932351661e-09	Myofibroblasts 2	TFPI
C1QTNF7	7.7286259199468e-13	0.321552286197055	0.32	0.143	1.07914803720217e-08	Myofibroblasts 2	C1QTNF7
MZT2A	8.31473161982729e-13	0.392860383000911	0.735	0.561	1.16098597607648e-08	Myofibroblasts 2	MZT2A
CHCHD10	8.66115680449782e-13	0.368865080204488	0.876	0.731	1.20935732461203e-08	Myofibroblasts 2	CHCHD10
BIN1	9.43340788349722e-13	0.322020470097744	0.437	0.239	1.31718674277272e-08	Myofibroblasts 2	BIN1
CD81	9.97338397954782e-13	0.388135956403206	0.89	0.798	1.39258360506426e-08	Myofibroblasts 2	CD81
GSTM2	1.16372681078814e-12	0.338394093866106	0.52	0.32	1.62491174590349e-08	Myofibroblasts 2	GSTM2
EEF1B2	1.38854024950907e-12	0.304869820101469	0.998	0.985	1.93881875038952e-08	Myofibroblasts 2	EEF1B2
PGR	1.54256125712466e-12	0.284279149859253	0.757	0.539	2.15387828332316e-08	Myofibroblasts 2	PGR
TGFBR3	3.06205116049747e-12	0.297819816063611	0.389	0.198	4.27554203540262e-08	Myofibroblasts 2	TGFBR3
XBP1	3.26641873845585e-12	0.374393769627754	0.854	0.738	4.56090048450591e-08	Myofibroblasts 2	XBP1
LMAN2	3.44162452779712e-12	0.324266941838485	0.862	0.741	4.80554032816312e-08	Myofibroblasts 2	LMAN2
ASS1	4.10188532463304e-12	0.479193063859112	0.461	0.269	5.72746247878512e-08	Myofibroblasts 2	ASS1
IGF1	4.41825022702505e-12	0.36208746668947	0.895	0.733	6.16920279199508e-08	Myofibroblasts 2	IGF1
SSPN	5.57944301532672e-12	0.3143730284362	0.902	0.763	7.79057628230069e-08	Myofibroblasts 2	SSPN
RPL21	5.58420819077137e-12	0.264761427666726	1	0.997	7.79722989677406e-08	Myofibroblasts 2	RPL21
RPS21	6.10792585458121e-12	0.261730954700552	1	0.999	8.52849687075174e-08	Myofibroblasts 2	RPS21
CREB3L1	8.98993542849115e-12	0.451675677984576	0.587	0.424	1.25526468388022e-07	Myofibroblasts 2	CREB3L1
RPL36A	9.50913095245266e-12	0.295279537064615	0.974	0.931	1.32775995489097e-07	Myofibroblasts 2	RPL36A
TECR	1.22592712776239e-11	0.320199808657274	0.833	0.694	1.71176204849462e-07	Myofibroblasts 2	TECR
PCYOX1	1.79388882971615e-11	0.368941897129288	0.461	0.288	2.50480697293266e-07	Myofibroblasts 2	PCYOX1
PRNP	2.20775073231698e-11	0.3225650479399	0.85	0.737	3.0826823475342e-07	Myofibroblasts 2	PRNP
PBX1	2.62561568004011e-11	0.297327279326684	0.702	0.532	3.66614717404001e-07	Myofibroblasts 2	PBX1
NFIA	3.12712668938135e-11	0.264325023221988	0.399	0.215	4.36640699638318e-07	Myofibroblasts 2	NFIA
SLC1A4	3.60828202539993e-11	0.264392373150203	0.258	0.11	5.03824419206592e-07	Myofibroblasts 2	SLC1A4
C1GALT1C1	3.93637700807203e-11	0.320248845453327	0.477	0.291	5.49636321637098e-07	Myofibroblasts 2	C1GALT1C1
ADAM33	4.3313972649496e-11	0.282887485415043	0.461	0.267	6.04793000104913e-07	Myofibroblasts 2	ADAM33
EDN3	5.2775272999108e-11	0.386866362373289	0.329	0.162	7.36901136886544e-07	Myofibroblasts 2	EDN3
TMED10	5.32167280144070e-11	0.317424544508341	0.955	0.871	7.43065173265166e-07	Myofibroblasts 2	TMED10
SOCS2	5.327100239608e-11	0.303982915032499	0.706	0.512	7.43823006456465e-07	Myofibroblasts 2	SOCS2
PNRC1	6.3306703100261e-11	0.304704380198167	0.931	0.888	8.83951495388944e-07	Myofibroblasts 2	PNRC1
HEXB	6.3862708374636e-11	0.361776132256109	0.768	0.627	8.91714997035042e-07	Myofibroblasts 2	HEXB
FBLN7	6.51286821474087e-11	0.266413922301604	0.296	0.139	9.09391788824267e-07	Myofibroblasts 2	FBLN7
SLC38A5	9.00460170881518e-11	0.304425156780364	0.315	0.156	1.25731253660186e-06	Myofibroblasts 2	SLC38A5
FKBP11	1.66131218296022e-10	0.365901655989688	0.64	0.486	2.31969020106736e-06	Myofibroblasts 2	FKBP11
NME4	1.73412009055468e-10	0.338751811812603	0.828	0.749	2.4213518824415e-06	Myofibroblasts 2	NME4
GPM6B	2.25001286781756e-10	0.360698765111025	0.344	0.184	3.14169296733365e-06	Myofibroblasts 2	GPM6B
ABI3BP	2.35021435494859e-10	0.355193991430569	0.346	0.184	3.28160430381471e-06	Myofibroblasts 2	ABI3BP
NUCB1	2.71032590574688e-10	0.300743391885311	0.893	0.83	3.78442806219436e-06	Myofibroblasts 2	NUCB1
COX6A1	3.64072435038029e-10	0.256932394814447	0.981	0.967	5.083543410436e-06	Myofibroblasts 2	COX6A1
PSAP	3.67805434231146e-10	0.311758007904636	0.995	0.99	5.13566727816949e-06	Myofibroblasts 2	PSAP
SRPX	4.18553912268894e-10	0.303243225783181	0.356	0.191	5.84426827701057e-06	Myofibroblasts 2	SRPX
MICOS10	5.04762959021177e-10	0.280988578937173	0.907	0.833	7.0480051968127e-06	Myofibroblasts 2	MICOS10
C17orf58	5.94199187624456e-10	0.26914762409889	0.337	0.177	8.29680325680027e-06	Myofibroblasts 2	C17orf58
RABAC1	9.08434477658395e-10	0.267084423317308	0.983	0.957	1.26844706115442e-05	Myofibroblasts 2	RABAC1
PLBD1	9.0960473557776e-10	0.294357483502595	0.403	0.243	1.27008109228723e-05	Myofibroblasts 2	PLBD1
PEMT	1.30292822721529e-09	0.403968824585287	0.716	0.547	1.81927868366072e-05	Myofibroblasts 2	PEMT
ACP5	2.11978948859756e-09	0.293269348431083	0.47	0.294	2.95986206292877e-05	Myofibroblasts 2	ACP5
