	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
CTNNBL1	1.26711563849736e-32	0.406101356673628	0.606	0.329	1.94882385200893e-28	Epithelial cells 1	CTNNBL1
TNFSF15	1.32157096586054e-32	0.424867381199132	0.361	0.123	2.03257614549351e-28	Epithelial cells 1	TNFSF15
COL6A1	1.32160454560187e-32	0.789903518486816	0.588	0.335	2.03262779113567e-28	Epithelial cells 1	COL6A1
SDC3	1.61499319620999e-32	0.34243980843864	0.347	0.112	2.48385953577096e-28	Epithelial cells 1	SDC3
ZNRF1	1.6307793885343e-32	0.367963736113802	0.425	0.17	2.50813869956575e-28	Epithelial cells 1	ZNRF1
GRB7	1.69644226019732e-32	0.519028257879233	0.777	0.601	2.60912819618348e-28	Epithelial cells 1	GRB7
ZBED1	1.70746253548627e-32	0.457911106939711	0.611	0.365	2.62607737957788e-28	Epithelial cells 1	ZBED1
CAB39	2.00212684716559e-32	0.376384373370926	0.516	0.239	3.07927109094067e-28	Epithelial cells 1	CAB39
PFDN4	2.00874445949521e-32	0.465700808473706	0.793	0.655	3.08944897870363e-28	Epithelial cells 1	PFDN4
ZFP36L2	2.24163366115028e-32	0.547751698018903	0.981	0.9	3.44763257084913e-28	Epithelial cells 1	ZFP36L2
TNF	2.31698356392443e-32	0.628187187197072	0.326	0.095	3.56352072131578e-28	Epithelial cells 1	TNF
NFKBIA	2.37857571110432e-32	0.737763793832104	0.954	0.895	3.65824944367844e-28	Epithelial cells 1	NFKBIA
DNAJB11	2.42826099703465e-32	0.443949073324542	0.877	0.8	3.73466541343929e-28	Epithelial cells 1	DNAJB11
ARL5B	2.62522711839851e-32	0.380534723016321	0.488	0.217	4.03759930809691e-28	Epithelial cells 1	ARL5B
SIRT6	2.65096842170189e-32	0.386571921921591	0.513	0.236	4.0771894325775e-28	Epithelial cells 1	SIRT6
ST3GAL4	2.69479444782896e-32	0.324591958860884	0.283	0.073	4.14459386076094e-28	Epithelial cells 1	ST3GAL4
PHLDA3	2.93373459763891e-32	0.696888089304033	0.653	0.455	4.51208381116864e-28	Epithelial cells 1	PHLDA3
CLASP1	3.28198022168679e-32	0.321875895197043	0.394	0.142	5.04768558095429e-28	Epithelial cells 1	CLASP1
EGLN2	3.32312033654574e-32	0.384004897509104	0.46	0.198	5.11095907760734e-28	Epithelial cells 1	EGLN2
RTL8A	3.63894142661144e-32	0.460486788665737	0.831	0.747	5.5966919141284e-28	Epithelial cells 1	RTL8A
FXYD5	4.45183857417982e-32	0.464679946327601	0.87	0.698	6.84692772708856e-28	Epithelial cells 1	FXYD5
UNC13D	4.71261492728494e-32	0.40023140732531	0.323	0.101	7.24800175816424e-28	Epithelial cells 1	UNC13D
DNAJC5	5.81570994090611e-32	0.41089799783146	0.494	0.225	8.9445618891136e-28	Epithelial cells 1	DNAJC5
SOAT1	6.2702166754506e-32	0.346503691102269	0.377	0.135	9.64359324684302e-28	Epithelial cells 1	SOAT1
FNIP2	6.33975607546677e-32	0.370863913316605	0.386	0.142	9.75054484406789e-28	Epithelial cells 1	FNIP2
MYDGF	6.54548009832795e-32	0.426695094001961	0.981	0.934	1.00669483912284e-27	Epithelial cells 1	MYDGF
SMUG1	6.84819630335919e-32	0.36301841937859	0.454	0.194	1.05325259145664e-27	Epithelial cells 1	SMUG1
CRNKL1	6.88231464004553e-32	0.369681659008621	0.469	0.205	1.058499991639e-27	Epithelial cells 1	CRNKL1
ABHD8	7.1925384192062e-32	0.280725968787354	0.275	0.069	1.10621240887391e-27	Epithelial cells 1	ABHD8
RAB17	7.68981031751013e-32	0.400496304884673	0.54	0.267	1.18269282683306e-27	Epithelial cells 1	RAB17
CPNE8	9.93682115660873e-32	0.296012941266423	0.269	0.068	1.52828309388642e-27	Epithelial cells 1	CPNE8
FRMD8	1.01337295811228e-31	0.3732832028417	0.44	0.183	1.55856760957669e-27	Epithelial cells 1	FRMD8
MYO7B	1.16182962242421e-31	0.47602648460348	0.642	0.386	1.78689395928843e-27	Epithelial cells 1	MYO7B
MDM2	1.24293790995058e-31	0.943146480982355	0.671	0.511	1.911638505504e-27	Epithelial cells 1	MDM2
HDAC7	1.2467350418338e-31	0.37497998308271	0.537	0.258	1.91747849434039e-27	Epithelial cells 1	HDAC7
PDP1	1.32158544187311e-31	0.419544119100101	0.434	0.181	2.03259840960085e-27	Epithelial cells 1	PDP1
RASSF3	1.33069576043177e-31	0.313503255836165	0.319	0.096	2.04661007954406e-27	Epithelial cells 1	RASSF3
PHACTR2	1.43417106807469e-31	0.427289081371366	0.522	0.251	2.20575510269888e-27	Epithelial cells 1	PHACTR2
AC007906.2	1.45613364390665e-31	0.456337089376204	0.328	0.105	2.23953354432843e-27	Epithelial cells 1	AC007906.2
TPK1	1.60172973335194e-31	0.404208604222956	0.316	0.097	2.46346032989528e-27	Epithelial cells 1	TPK1
RHOD	1.62148645588119e-31	0.655393723941135	0.749	0.616	2.49384616914527e-27	Epithelial cells 1	RHOD
TBC1D22A	1.74330631515306e-31	0.350938922143577	0.464	0.203	2.68120511270541e-27	Epithelial cells 1	TBC1D22A
MXRA7	1.87389925065382e-31	0.351925717695654	0.341	0.115	2.88205704750557e-27	Epithelial cells 1	MXRA7
TOPBP1	2.11529208666806e-31	0.398363376429608	0.519	0.245	3.25331922929548e-27	Epithelial cells 1	TOPBP1
CITED2	2.2848580845755e-31	0.723681252629228	0.768	0.61	3.51411173407711e-27	Epithelial cells 1	CITED2
SHISA4	2.28743477655254e-31	0.322535941246812	0.304	0.088	3.5180746863378e-27	Epithelial cells 1	SHISA4
KDELR3	2.45102023599819e-31	0.432198509479588	0.564	0.282	3.76966912296521e-27	Epithelial cells 1	KDELR3
NT5C3B	2.63739682559784e-31	0.39241877268446	0.534	0.259	4.05631631776948e-27	Epithelial cells 1	NT5C3B
LMCD1	2.76821878498371e-31	0.359687570851587	0.365	0.129	4.25752049130495e-27	Epithelial cells 1	LMCD1
CD99	3.0688080895599e-31	0.499575715046727	0.976	0.93	4.71982684174313e-27	Epithelial cells 1	CD99
NPM2	3.08321153954457e-31	0.28524546070019	0.277	0.073	4.74197934781955e-27	Epithelial cells 1	NPM2
ITGB8	3.18642698524351e-31	0.469468250949986	0.747	0.553	4.90072470330452e-27	Epithelial cells 1	ITGB8
DDRGK1	3.19918630785669e-31	0.393618832465774	0.96	0.884	4.9203485414836e-27	Epithelial cells 1	DDRGK1
NAGA	3.32250279910938e-31	0.357318510574464	0.428	0.176	5.11000930503023e-27	Epithelial cells 1	NAGA
ECH1	3.61382432808364e-31	0.500246320370579	0.808	0.693	5.55806181659264e-27	Epithelial cells 1	ECH1
B3GNT5	4.22486890605542e-31	0.44721124552484	0.618	0.358	6.49784837751323e-27	Epithelial cells 1	B3GNT5
NCAPH2	4.22818515927389e-31	0.409394257507373	0.509	0.236	6.50294877496325e-27	Epithelial cells 1	NCAPH2
JUNB	4.23576217277013e-31	0.606924793705479	0.984	0.955	6.51460222172045e-27	Epithelial cells 1	JUNB
RGL3	4.32391047701067e-31	0.278004229206634	0.466	0.185	6.65017431364241e-27	Epithelial cells 1	RGL3
RIMKLB	4.39577001796564e-31	0.518474652969487	0.615	0.396	6.76069428763115e-27	Epithelial cells 1	RIMKLB
JOSD1	4.86617013154006e-31	0.429415133698373	0.606	0.344	7.48416966230862e-27	Epithelial cells 1	JOSD1
PHF1	5.38355360171844e-31	0.349013258709437	0.446	0.187	8.27990543944297e-27	Epithelial cells 1	PHF1
CTSC	6.13626431744834e-31	0.685412825490415	0.847	0.778	9.43757452023555e-27	Epithelial cells 1	CTSC
UXT	6.47887895880537e-31	0.387659405386348	0.979	0.967	9.96451583864266e-27	Epithelial cells 1	UXT
SOCS3	6.63201895573977e-31	0.677138015378895	0.644	0.451	1.02000451539278e-26	Epithelial cells 1	SOCS3
PPFIBP1	7.0148482659431e-31	0.370465236021869	0.545	0.264	1.07888366330205e-26	Epithelial cells 1	PPFIBP1
KLF3	7.26274700509664e-31	0.495097923697171	0.835	0.696	1.11701048938386e-26	Epithelial cells 1	KLF3
LTBP4	7.4148313149682e-31	0.535466563252737	0.805	0.65	1.14040105624211e-26	Epithelial cells 1	LTBP4
TCF20	7.97031777032356e-31	0.362064062736069	0.443	0.189	1.22583487307576e-26	Epithelial cells 1	TCF20
RBM3	9.71518374397208e-31	0.451700329371387	0.967	0.942	1.49419525982291e-26	Epithelial cells 1	RBM3
ZNF217	9.85189746054148e-31	0.530222950578463	0.671	0.451	1.51522182943128e-26	Epithelial cells 1	ZNF217
FDXR	1.01607730955982e-30	0.457899496682172	0.485	0.223	1.562726902103e-26	Epithelial cells 1	FDXR
SCAND1	1.06311179523138e-30	0.328589912869256	0.979	0.959	1.63506594106586e-26	Epithelial cells 1	SCAND1
ALG12	1.13470254511084e-30	0.365551402935017	0.469	0.207	1.74517251438046e-26	Epithelial cells 1	ALG12
LRRC75B	1.38568367836891e-30	0.391327801078596	0.418	0.168	2.13118149733139e-26	Epithelial cells 1	LRRC75B
SIK1B	1.41897072811003e-30	0.368619381226987	0.467	0.201	2.18237697983323e-26	Epithelial cells 1	SIK1B
DNAL4	1.45558466117868e-30	0.402865951412868	0.491	0.231	2.23868920889281e-26	Epithelial cells 1	DNAL4
AKAP7	1.56783701587072e-30	0.380588423208426	0.379	0.142	2.41133333040917e-26	Epithelial cells 1	AKAP7
CC2D1A	1.60571949169481e-30	0.401178487614305	0.573	0.304	2.46959657822662e-26	Epithelial cells 1	CC2D1A
SLC12A7	1.60723565161446e-30	0.540836935895831	0.672	0.464	2.47192843218304e-26	Epithelial cells 1	SLC12A7
RRP7A	1.64877254760813e-30	0.472279254596911	0.734	0.593	2.53581217822131e-26	Epithelial cells 1	RRP7A
ARMCX3	1.65884514520879e-30	0.482611406690372	0.762	0.601	2.55130383333112e-26	Epithelial cells 1	ARMCX3
PDE6D	1.88115085255413e-30	0.389434914245639	0.494	0.235	2.89321001122826e-26	Epithelial cells 1	PDE6D
RBMS2	1.95008865460774e-30	0.344307845534498	0.397	0.154	2.99923635078671e-26	Epithelial cells 1	RBMS2
NBPF14	2.09614553086777e-30	0.383387304870589	0.436	0.179	3.22387182647463e-26	Epithelial cells 1	NBPF14
RAB22A	2.14860853099127e-30	0.376604164911142	0.542	0.274	3.30455992066457e-26	Epithelial cells 1	RAB22A
PIAS4	2.24382803412091e-30	0.362099051641562	0.416	0.173	3.45100751647795e-26	Epithelial cells 1	PIAS4
SRC	2.30516851556333e-30	0.398126197703794	0.53	0.257	3.54534917693641e-26	Epithelial cells 1	SRC
DUSP8	2.33739321241436e-30	0.346733088055528	0.407	0.161	3.59491076069329e-26	Epithelial cells 1	DUSP8
ALKBH6	2.51954346355952e-30	0.358881933505012	0.481	0.215	3.87505784695453e-26	Epithelial cells 1	ALKBH6
FKBP8	2.60545306912578e-30	0.402642273720366	0.942	0.878	4.00718682031545e-26	Epithelial cells 1	FKBP8
CHMP4B	2.94139893728948e-30	0.369079105504171	0.982	0.93	4.52387156555122e-26	Epithelial cells 1	CHMP4B
KDM5C	3.2455370343683e-30	0.388259708915867	0.552	0.278	4.99163595885845e-26	Epithelial cells 1	KDM5C
TSC22D2	3.31573897575316e-30	0.333844741315884	0.533	0.25	5.09960654470836e-26	Epithelial cells 1	TSC22D2
RNF212	3.93443943916752e-30	0.289343610015456	0.335	0.11	6.05116785743965e-26	Epithelial cells 1	RNF212
CAMK2N1	4.10545852992727e-30	0.475672407115366	0.817	0.674	6.31419521902813e-26	Epithelial cells 1	CAMK2N1
SH3BP2	4.43557759926875e-30	0.344432564542332	0.43	0.176	6.82191834767533e-26	Epithelial cells 1	SH3BP2
TMEM127	4.49251367288268e-30	0.377024621798923	0.446	0.195	6.90948602889356e-26	Epithelial cells 1	TMEM127
RIBC2	4.50045437065941e-30	0.387439025007471	0.283	0.079	6.92169882207418e-26	Epithelial cells 1	RIBC2
DNAJC15	4.69637393468828e-30	0.430076898742985	0.912	0.745	7.22302311155058e-26	Epithelial cells 1	DNAJC15
SOWAHC	4.73197154065308e-30	0.388377607462597	0.389	0.153	7.27777222952444e-26	Epithelial cells 1	SOWAHC
HDGFL2	5.05119299165501e-30	0.370823409389894	0.458	0.203	7.76873482116541e-26	Epithelial cells 1	HDGFL2
RASGEF1B	5.3101138397531e-30	0.267499029903806	0.422	0.167	8.16695508554027e-26	Epithelial cells 1	RASGEF1B
ANAPC7	5.31600611267713e-30	0.390152082894389	0.5	0.24	8.17601740129743e-26	Epithelial cells 1	ANAPC7
ARF6	5.5257957614328e-30	0.405773224874316	0.858	0.749	8.49867388108365e-26	Epithelial cells 1	ARF6
MTHFD1L	5.75140676130445e-30	0.329035686769909	0.385	0.145	8.84566359888624e-26	Epithelial cells 1	MTHFD1L
ZNF618	5.96635893903459e-30	0.325402793955133	0.326	0.107	9.17626004823519e-26	Epithelial cells 1	ZNF618
CACFD1	6.01064831431577e-30	0.359531875935427	0.436	0.182	9.24437710741766e-26	Epithelial cells 1	CACFD1
TBC1D20	7.36210376741731e-30	0.369317946456383	0.449	0.195	1.13229155942878e-25	Epithelial cells 1	TBC1D20
SLC43A3	7.41361907581702e-30	0.279010924551989	0.32	0.098	1.14021461386066e-25	Epithelial cells 1	SLC43A3
NT5DC3	7.81557509050761e-30	0.286916122637334	0.277	0.075	1.20203544892007e-25	Epithelial cells 1	NT5DC3
CTSF	7.89035649120087e-30	0.349683118892241	0.395	0.152	1.21353682834669e-25	Epithelial cells 1	CTSF
DNASE2	8.33546742140438e-30	0.472410984478692	0.651	0.447	1.28199488941199e-25	Epithelial cells 1	DNASE2
CDS2	8.65257910148289e-30	0.345485648164107	0.479	0.215	1.33076666580807e-25	Epithelial cells 1	CDS2
ORAI2	9.37879830634413e-30	0.325114318781264	0.361	0.129	1.44245917951573e-25	Epithelial cells 1	ORAI2
KLF4	9.42394762736874e-30	0.560144704755948	0.883	0.779	1.44940314508931e-25	Epithelial cells 1	KLF4
NCOR2	9.82635598985706e-30	0.427223224273824	0.696	0.477	1.51129355124002e-25	Epithelial cells 1	NCOR2
RASSF4	1.11529307462765e-29	0.360356879627632	0.338	0.115	1.71532074877733e-25	Epithelial cells 1	RASSF4
CCRL2	1.13814543134977e-29	0.320924566285383	0.275	0.078	1.75046767341594e-25	Epithelial cells 1	CCRL2
TRIOBP	1.20196350044849e-29	0.472459259984775	0.716	0.554	1.84861986368978e-25	Epithelial cells 1	TRIOBP
CCDC124	1.22022023263877e-29	0.375346847685041	0.9	0.817	1.87669871779842e-25	Epithelial cells 1	CCDC124
QKI	1.26103534773287e-29	0.309464085019975	0.325	0.105	1.93947236481316e-25	Epithelial cells 1	QKI
IGF2R	1.29467289227747e-29	0.376446811468123	0.582	0.311	1.99120690832274e-25	Epithelial cells 1	IGF2R
FAM104B	1.34080526708719e-29	0.359835886912327	0.485	0.226	2.0621585007801e-25	Epithelial cells 1	FAM104B
PLBD2	1.59932792594023e-29	0.313959432810362	0.341	0.117	2.45976635009607e-25	Epithelial cells 1	PLBD2
RETREG1	1.68161231100401e-29	0.479401781157994	0.446	0.202	2.58631973432417e-25	Epithelial cells 1	RETREG1
SLC7A11	1.72657424876821e-29	0.334019872003156	0.314	0.098	2.6554711946055e-25	Epithelial cells 1	SLC7A11
RPN2	1.73918294506262e-29	0.398085681807741	0.985	0.979	2.6748633695063e-25	Epithelial cells 1	RPN2
FAM199X	1.77060360764046e-29	0.350651097462968	0.446	0.201	2.72318834855103e-25	Epithelial cells 1	FAM199X
TP53I11	1.78123113365954e-29	0.423608116727074	0.503	0.245	2.73953348356837e-25	Epithelial cells 1	TP53I11
DDB2	1.97538927713275e-29	0.403257181433726	0.472	0.212	3.03814870823017e-25	Epithelial cells 1	DDB2
PRDX5	2.01585616550315e-29	0.388045462126522	0.996	0.995	3.10038678254385e-25	Epithelial cells 1	PRDX5
OSBPL1A	2.35095712049094e-29	0.349324170964614	0.349	0.124	3.61577205131506e-25	Epithelial cells 1	OSBPL1A
CCDC92	2.43998439182107e-29	0.323355866433884	0.352	0.126	3.7526959946208e-25	Epithelial cells 1	CCDC92
DAZAP2	2.56187322997512e-29	0.349333938405964	0.976	0.945	3.94016102770174e-25	Epithelial cells 1	DAZAP2
USP12	3.20487297938792e-29	0.332142813433961	0.386	0.15	4.92909464229862e-25	Epithelial cells 1	USP12
MTMR12	3.27201190470025e-29	0.316087638541817	0.371	0.138	5.03235430942899e-25	Epithelial cells 1	MTMR12
PICK1	3.31781938967036e-29	0.349491316861023	0.44	0.192	5.10280622131301e-25	Epithelial cells 1	PICK1
PSME4	3.3328238156705e-29	0.336126070079438	0.478	0.214	5.12588302850123e-25	Epithelial cells 1	PSME4
KLF2	3.34617383468248e-29	0.618520372640462	0.582	0.353	5.14641535774165e-25	Epithelial cells 1	KLF2
ATP10B	3.56069033240156e-29	0.467556101137442	0.629	0.37	5.4763417312336e-25	Epithelial cells 1	ATP10B
ST6GALNAC2	3.60702367957574e-29	0.335254344787812	0.379	0.144	5.54760241918749e-25	Epithelial cells 1	ST6GALNAC2
IFIH1	3.98852291376681e-29	0.366420041813534	0.398	0.16	6.13434824137336e-25	Epithelial cells 1	IFIH1
PGLS	4.36992574363826e-29	0.396686015959323	0.943	0.921	6.72094579371565e-25	Epithelial cells 1	PGLS
LONP1	4.37435502405196e-29	0.400592704130161	0.496	0.245	6.72775802699191e-25	Epithelial cells 1	LONP1
MYADM	4.5652471052635e-29	0.494941344786589	0.775	0.622	7.02135004789526e-25	Epithelial cells 1	MYADM
PARD3	4.7832922632615e-29	0.351985073555133	0.434	0.188	7.35670350089619e-25	Epithelial cells 1	PARD3
KCMF1	4.8286194021104e-29	0.325980154005624	0.461	0.207	7.4264166404458e-25	Epithelial cells 1	KCMF1
MARCHF2	4.84913542454613e-29	0.290919056236951	0.317	0.104	7.45797028295194e-25	Epithelial cells 1	MARCHF2
TOB1	5.24550831321341e-29	0.527163764036747	0.94	0.855	8.06759178572223e-25	Epithelial cells 1	TOB1
MAP2K7	5.47474857149659e-29	0.3218081052802	0.46	0.205	8.42016330296176e-25	Epithelial cells 1	MAP2K7
TCEAL3	5.61868844630862e-29	0.400496304884673	0.475	0.216	8.64154283042265e-25	Epithelial cells 1	TCEAL3
MAOB	6.10175884635476e-29	0.328607927118184	0.275	0.079	9.38450510569362e-25	Epithelial cells 1	MAOB
CCDC91	6.3018726709993e-29	0.366432890348906	0.491	0.23	9.69228016799693e-25	Epithelial cells 1	CCDC91
SH3GL1	6.6019620700165e-29	0.348930309499164	0.493	0.231	1.01538176636854e-24	Epithelial cells 1	SH3GL1
SPECC1L	6.67105720834426e-29	0.295327486629747	0.332	0.113	1.02600859864335e-24	Epithelial cells 1	SPECC1L
UQCRFS1	6.90168446854183e-29	0.398555596663338	0.96	0.945	1.06147907126173e-24	Epithelial cells 1	UQCRFS1
RGS19	7.00138216462533e-29	0.301907514215995	0.344	0.121	1.07681257691938e-24	Epithelial cells 1	RGS19
FMR1	7.16696643664919e-29	0.344074380845763	0.469	0.211	1.10227943795665e-24	Epithelial cells 1	FMR1
NR1D2	7.82444337622095e-29	0.350979959677988	0.383	0.149	1.20339939126278e-24	Epithelial cells 1	NR1D2
GCNT3	7.82732238825419e-29	0.559807869697807	0.78	0.627	1.20384218331349e-24	Epithelial cells 1	GCNT3
MLEC	8.09835091492124e-29	0.471742783753449	0.943	0.888	1.24552637071489e-24	Epithelial cells 1	MLEC
IRF5	8.84686945230624e-29	0.317895570318146	0.323	0.108	1.3606485217647e-24	Epithelial cells 1	IRF5
EID2	9.63229762617824e-29	0.277895980197144	0.272	0.076	1.48144737490621e-24	Epithelial cells 1	EID2
ATP6V1E1	9.70497631014611e-29	0.471796883803113	0.707	0.555	1.49262535650047e-24	Epithelial cells 1	ATP6V1E1
CLCN7	9.94872053404668e-29	0.365344711145216	0.4	0.168	1.53011321813638e-24	Epithelial cells 1	CLCN7
GLS	1.05918177611389e-28	0.437679911173608	0.448	0.198	1.62902157166317e-24	Epithelial cells 1	GLS
PTPRK	1.11107058743352e-28	0.398747657274	0.924	0.791	1.70882656347275e-24	Epithelial cells 1	PTPRK
LARP6	1.11955319938675e-28	0.253874923382233	0.452	0.18	1.72187282065682e-24	Epithelial cells 1	LARP6
HSH2D	1.16113334678134e-28	0.332792704636351	0.461	0.205	1.7858230873497e-24	Epithelial cells 1	HSH2D
ARRDC2	1.20274156324993e-28	0.300797426986713	0.412	0.165	1.84981652427839e-24	Epithelial cells 1	ARRDC2
CHFR	1.20582229601264e-28	0.298463970281194	0.394	0.156	1.85455469126743e-24	Epithelial cells 1	CHFR
SYS1	1.26229282045512e-28	0.364632032721264	0.455	0.21	1.94140635785997e-24	Epithelial cells 1	SYS1
PSMB3	1.27971468569495e-28	0.349428232933215	0.987	0.978	1.96820118659884e-24	Epithelial cells 1	PSMB3
CRABP2	1.31464743988548e-28	0.735073197060746	0.642	0.472	2.02192776254386e-24	Epithelial cells 1	CRABP2
PLXNA1	1.35429804716239e-28	0.319828946026461	0.311	0.1	2.08291039653576e-24	Epithelial cells 1	PLXNA1
TLE5	1.35471191402318e-28	0.398635180029444	0.928	0.859	2.08354692376765e-24	Epithelial cells 1	TLE5
NOC4L	1.44415110383148e-28	0.363158959418598	0.485	0.234	2.22110439769282e-24	Epithelial cells 1	NOC4L
UBXN6	1.57041982279207e-28	0.401269690266726	0.493	0.236	2.4153056874542e-24	Epithelial cells 1	UBXN6
COPE	1.59944748578622e-28	0.348513128882822	0.985	0.973	2.45995023313921e-24	Epithelial cells 1	COPE
CDR2L	1.60756972901595e-28	0.399411287612863	0.457	0.213	2.47244224322653e-24	Epithelial cells 1	CDR2L
TRIB1	1.74873820425402e-28	0.545056058540228	0.681	0.529	2.68955935814268e-24	Epithelial cells 1	TRIB1
RITA1	1.77983931678099e-28	0.317289147189316	0.388	0.155	2.73739286920916e-24	Epithelial cells 1	RITA1
DLG3	1.82841334286563e-28	0.359592465868469	0.512	0.249	2.81209972132734e-24	Epithelial cells 1	DLG3
SELENOO	1.83796576884981e-28	0.318182177164514	0.443	0.19	2.826791352491e-24	Epithelial cells 1	SELENOO
BACE2	2.25416058412655e-28	0.497808907061562	0.903	0.763	3.46689897838664e-24	Epithelial cells 1	BACE2
WWC1	2.40225673273892e-28	0.308783009545597	0.407	0.166	3.69467085495246e-24	Epithelial cells 1	WWC1
CHAC1	2.46831662197552e-28	0.472194623012453	0.319	0.108	3.79627096459835e-24	Epithelial cells 1	CHAC1
VASN	2.47899386439796e-28	0.348940136017579	0.407	0.165	3.81269256344407e-24	Epithelial cells 1	VASN
MARS1	2.58827665974398e-28	0.439534246461318	0.611	0.379	3.98076950268623e-24	Epithelial cells 1	MARS1
DMTN	2.74453380342822e-28	0.321228861413288	0.41	0.172	4.2210929896726e-24	Epithelial cells 1	DMTN
TMEM259	2.79511512037984e-28	0.446207165882717	0.75	0.601	4.29888705514419e-24	Epithelial cells 1	TMEM259
RSRC1	3.15409767288721e-28	0.40272641059803	0.707	0.478	4.85100222090053e-24	Epithelial cells 1	RSRC1
DVL3	3.63300963967786e-28	0.415374146871506	0.542	0.291	5.58756882582455e-24	Epithelial cells 1	DVL3
PCED1A	3.9748542207381e-28	0.35334152049397	0.44	0.195	6.1133257914952e-24	Epithelial cells 1	PCED1A
BCL9L	4.2248875559462e-28	0.3774216380342	0.464	0.213	6.49787706104525e-24	Epithelial cells 1	BCL9L
TMC5	4.32997738606017e-28	0.398602796617685	0.934	0.818	6.65950521976055e-24	Epithelial cells 1	TMC5
SART3	4.67791950653241e-28	0.326035439633345	0.476	0.216	7.19464020104684e-24	Epithelial cells 1	SART3
MGAT5	5.22169392433446e-28	0.35959877595752	0.379	0.15	8.0309652556264e-24	Epithelial cells 1	MGAT5
BAIAP2	5.27097216697152e-28	0.461487032919843	0.774	0.65	8.1067551928022e-24	Epithelial cells 1	BAIAP2
RALB	5.95091317419799e-28	0.401691598404665	0.519	0.266	9.15250446191651e-24	Epithelial cells 1	RALB
MED13L	6.04600793064625e-28	0.350615665355111	0.522	0.258	9.29876019733394e-24	Epithelial cells 1	MED13L
OAS2	6.53911747512797e-28	0.44647969282883	0.422	0.186	1.00571626767468e-23	Epithelial cells 1	OAS2
MAFG	6.67124291618846e-28	0.363847765407365	0.436	0.191	1.02603716050979e-23	Epithelial cells 1	MAFG
RFC5	7.15360134349309e-28	0.357475468595926	0.385	0.156	1.10022388662924e-23	Epithelial cells 1	RFC5
LMNB2	8.34333787499345e-28	0.404271132143329	0.509	0.263	1.28320536517399e-23	Epithelial cells 1	LMNB2
PJA1	8.65490281414725e-28	0.35490577359127	0.425	0.188	1.33112405281585e-23	Epithelial cells 1	PJA1
MPPE1	8.68707579200549e-28	0.356152639963948	0.464	0.219	1.33607225681044e-23	Epithelial cells 1	MPPE1
TOP3B	9.72728101305017e-28	0.288400579910439	0.323	0.111	1.49605581980712e-23	Epithelial cells 1	TOP3B
RDX	1.03262467132688e-27	0.327324265173527	0.482	0.213	1.58817674450074e-23	Epithelial cells 1	RDX
OGFR	1.03379569205872e-27	0.42248152854202	0.618	0.385	1.58997777438631e-23	Epithelial cells 1	OGFR
FOXP4	1.04828165470355e-27	0.336126070079438	0.476	0.222	1.61225718493406e-23	Epithelial cells 1	FOXP4
TNFAIP1	1.07293383164222e-27	0.360952538088164	0.475	0.226	1.65017223306573e-23	Epithelial cells 1	TNFAIP1
ASCC2	1.09481578089866e-27	0.396288585286702	0.561	0.32	1.68382667102215e-23	Epithelial cells 1	ASCC2
CARHSP1	1.12481172905854e-27	0.373656101755831	0.936	0.825	1.72996043929204e-23	Epithelial cells 1	CARHSP1
FOXC1	1.26572575617525e-27	0.343237405106741	0.419	0.178	1.94668621299753e-23	Epithelial cells 1	FOXC1
MAN2B1	1.28073867662805e-27	0.371387138595105	0.47	0.227	1.96977608465394e-23	Epithelial cells 1	MAN2B1
MFAP2	1.3089711391723e-27	0.356043231378237	0.28	0.084	2.013197612047e-23	Epithelial cells 1	MFAP2
AREG	1.34319572533129e-27	0.907527083078657	0.693	0.566	2.06583502555953e-23	Epithelial cells 1	AREG
BMP1	1.48604726435477e-27	0.375968712213117	0.359	0.139	2.28554069257764e-23	Epithelial cells 1	BMP1
USP32	1.6344969924677e-27	0.264554041202237	0.32	0.109	2.51385637441532e-23	Epithelial cells 1	USP32
SEC61A1	1.79121332842575e-27	0.410220059048704	0.928	0.855	2.7548860991188e-23	Epithelial cells 1	SEC61A1
PSAT1	1.80764911415935e-27	0.394210863009453	0.269	0.079	2.78016433757707e-23	Epithelial cells 1	PSAT1
BRI3BP	1.83876821426436e-27	0.404874927563688	0.47	0.223	2.82802551353859e-23	Epithelial cells 1	BRI3BP
HERC5	1.84958854377269e-27	0.347477410956706	0.283	0.087	2.84466718032239e-23	Epithelial cells 1	HERC5
SMDT1	2.03624228866686e-27	0.40659786578091	0.936	0.941	3.13174063996963e-23	Epithelial cells 1	SMDT1
ING4	2.05090203224836e-27	0.356417650857869	0.433	0.196	3.15428732559797e-23	Epithelial cells 1	ING4
PLEKHA3	2.37004906750007e-27	0.356270812847726	0.431	0.197	3.64513546581511e-23	Epithelial cells 1	PLEKHA3
PPP6R2	2.49541490467612e-27	0.289554246415433	0.443	0.195	3.83794812339187e-23	Epithelial cells 1	PPP6R2
PUS1	2.53927934807833e-27	0.299397469116852	0.38	0.152	3.90541163734447e-23	Epithelial cells 1	PUS1
AKAP12	2.57032889293371e-27	0.318984486276268	0.302	0.094	3.95316583733204e-23	Epithelial cells 1	AKAP12
PPP1CB	2.71274555561981e-27	0.425689633214964	0.883	0.802	4.17220266454327e-23	Epithelial cells 1	PPP1CB
USP18	2.88353671755238e-27	0.348996661974515	0.35	0.134	4.43487947159556e-23	Epithelial cells 1	USP18
