	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ABHD3	0.000337685560826681	0.0703256001451839	0.109	0.051	1
B3GALNT2	0.00125848893898981	0.0703256001451839	0.116	0.061	1
APOL4	0.0398443394174047	0.0703256001451839	0.091	0.059	1
SEC24A	0.00533624977866354	0.0702960763494399	0.179	0.116	1
DMKN	0.621099369231791	0.0702960763494399	0.116	0.107	1
MTFP1	0.000287462146101922	0.0702825288358738	0.067	0.024	1
ZBTB16	0.00299681607358541	0.0702825288358738	0.063	0.028	1
ADAMTS10	0.00559003598132202	0.0702546056159744	0.14	0.086	1
DDR2	0.100906809486081	0.0702297495627555	0.526	0.463	1
OSTM1	0.101760918743381	0.0702297495627555	0.182	0.145	1
STOML2	0.222222729623047	0.0702205551809845	0.421	0.39	1
ESYT2	0.00965301239182854	0.0701874175828555	0.165	0.109	1
DCTN5	0.0174842287945218	0.0701874175828555	0.172	0.12	1
BTN3A3	0.0373784601978346	0.0701874175828555	0.161	0.117	1
PSMD7	0.0611755533044647	0.0701874175828554	0.411	0.354	1
TIMM17A	0.241730936029426	0.0701692456747681	0.33	0.305	1
ARMT1	0.0351264611915637	0.070166788645607	0.221	0.168	1
CHP1	0.152864023092738	0.0701237379006092	0.175	0.146	1
CLIP3	0.399218663815639	0.0701109757136749	0.46	0.448	1
B4GALT1	0.0728777143148022	0.0700781183638259	0.309	0.253	1
WDR48	0.0900910016677206	0.0700632987682317	0.214	0.172	1
BCAT1	0.00807708866833287	0.0699781948950998	0.088	0.048	1
PRRX1	0.170059214310499	0.069973755485113	0.719	0.671	1
IFIT1	0.00209579616363745	0.0699592300323265	0.151	0.09	1
USP39	0.0271232751907914	0.0699592300323265	0.225	0.169	1
SNX29	0.107788231329478	0.0699592300323265	0.207	0.169	1
RPL37	0.460204531046332	0.069952223499123	1	0.996	1
PNPLA6	0.0127612331299266	0.0699162088141481	0.123	0.077	1
COX7C	0.275436518201577	0.0698344521055423	0.905	0.923	1
ATP7A	0.00206954956941768	0.0697429391694535	0.091	0.046	1
BECN1	0.0185373280560231	0.0696992785015989	0.249	0.186	1
BMP4	0.274586751719632	0.0696992785015989	0.186	0.161	1
MRPS28	0.0352454775212883	0.0696935535099189	0.179	0.131	1
XPO7	0.00154127244374446	0.0696871529250006	0.126	0.069	1
FAM160B1	0.0135330918750223	0.0696344023579019	0.151	0.1	1
DVL1	0.000762985749107455	0.0696241948386774	0.091	0.042	1
LYPLA1	0.0668381844861436	0.0695844462461247	0.172	0.131	1
BLVRA	0.0650638155408528	0.0695507472102592	0.26	0.211	1
ANKH	0.000546663090115025	0.0695076934423293	0.263	0.171	1
NDUFB9	0.913435770035586	0.0695026648168809	0.572	0.566	1
BUD31	0.200202140889177	0.0694603422150302	0.4	0.369	1
MT-ND3	0.151746952992991	0.0694558263810303	1	0.969	1
NUP205	0.00128525525225383	0.069455270883108	0.123	0.066	1
TP53INP1	0.00194756952024279	0.069455270883108	0.119	0.065	1
RTRAF	0.128729971596773	0.0694213725750696	0.649	0.609	1
RNFT1	0.00636866976122545	0.0694085507276325	0.151	0.095	1
TACO1	0.0140222872545616	0.0694085507276325	0.147	0.098	1
SERTAD2	0.0343467445537809	0.069338253658132	0.098	0.064	1
ST6GAL2	0.00563376620027802	0.069294605473856	0.14	0.086	1
NOD1	0.000123691475568725	0.0692634103813442	0.081	0.031	1
KDM3A	0.0116330643740311	0.0692205100559998	0.102	0.06	1
LAPTM5	0.0714201412752606	0.0692205100559998	0.081	0.054	1
KIF5B	0.127296884980532	0.0691932345865959	0.491	0.44	1
PKHD1L1	4.60501898435398e-11	0.0691835651460009	0.035	0	7.83866331516734e-07
IGHV4-4	3.75045944124877e-08	0.0691835651460009	0.025	0	0.000638403206089366
IGKV1-17	3.36920107534041e-06	0.0691835651460009	0.018	0	0.0573505407044444
TRBV7-2	3.25585786068205e-05	0.0691835651460009	0.014	0	0.554212125045298
YLPM1	0.00462012418387322	0.0691416074313043	0.267	0.186	1
ACAA1	0.0223316632477347	0.0691416074313043	0.253	0.191	1
CDK7	0.00564637358532382	0.0690646452248425	0.14	0.086	1
H2AZ2	0.0220529296094359	0.0690574140875851	0.407	0.332	1
CEP350	0.0223662908813289	0.0690379320303837	0.249	0.189	1
GABPA	0.0196155403966424	0.0690292669611123	0.161	0.112	1
FANCI	0.00343473841711699	0.0690190213600351	0.056	0.024	1
GLYCTK	0.047411144737656	0.0690190213600351	0.049	0.027	1
TSR1	0.0193563233401925	0.068995740686234	0.196	0.141	1
BTBD1	0.0336252989952128	0.068995740686234	0.189	0.14	1
NELFCD	0.0738996901076625	0.0689769819914166	0.291	0.242	1
CTPS1	0.0225906977248317	0.068948617658976	0.123	0.081	1
IFIT5	0.0225626911700432	0.0689162626193153	0.158	0.11	1
MAPK14	0.110304960214156	0.0689162626193153	0.14	0.109	1
LYPLAL1	0.0776666496309587	0.0688565180042548	0.207	0.164	1
TNFSF13B	0.00339269133112334	0.068714435641807	0.091	0.047	1
UEVLD	0.0146623861801644	0.068714435641807	0.123	0.078	1
CDC42EP1	0.219633710779567	0.0686882386408277	0.498	0.465	1
FLYWCH2	0.056690667053655	0.0686770461518469	0.291	0.237	1
RHBDF1	0.0102978601954558	0.0686634249114297	0.193	0.133	1
THOC6	0.0529714867365192	0.0686398877111063	0.207	0.16	1
MSANTD4	0.0196526219274125	0.0685962681540156	0.116	0.074	1
A4GALT	0.0594046818652424	0.0685962681540155	0.239	0.188	1
HEATR5A	0.00585260077477066	0.0684773741888338	0.116	0.068	1
SMCHD1	0.073321969446161	0.0684574874275473	0.284	0.235	1
MAPRE2	0.078400407644415	0.0684208005010518	0.186	0.146	1
BMF	0.00124483443995953	0.0683753855016835	0.081	0.037	1
C1GALT1	0.0419821587832538	0.068357747025773	0.102	0.068	1
TMEM258	0.102605904873284	0.068357747025773	0.902	0.889	1
DDX46	0.414305808863734	0.0682938144974392	0.347	0.331	1
WAS	2.84071046775846e-08	0.0682666281014078	0.046	0.005	0.000483545735821845
STARD5	0.00147465440363582	0.0682515793360126	0.077	0.035	1
CDC34	0.00363532335764338	0.0682373798611902	0.112	0.063	1
NRDC	0.105347244576921	0.0681473199503339	0.319	0.273	1
H2BC8	7.62160386356158e-10	0.0681383424111172	0.049	0.004	1.29734940965545e-05
ZNF577	0.000100261605632907	0.0681269825629218	0.084	0.033	1
CSMD2	0.000346700460683917	0.0681269825629218	0.081	0.033	1
DAAM2	0.000843604676188456	0.0681269825629218	0.077	0.033	1
PPP1R8	0.0148685336573038	0.0681061390373976	0.137	0.09	1
SOD2	0.000256318989349585	0.068060965175484	0.649	0.528	1
EAF2	0.00222587726361692	0.0680015875846354	0.067	0.029	1
RANBP10	0.00261965818434535	0.0679943978893481	0.105	0.056	1
NEDD4	0.0256172765224529	0.0679876052040181	0.13	0.087	1
UBE2F	0.00805586745893421	0.0679811775282462	0.165	0.107	1
HERPUD2	0.00872130337134912	0.0679811775282462	0.172	0.114	1
TDP2	0.0155156037481128	0.0679811775282462	0.168	0.116	1
MTA2	0.0352859615914013	0.0679811775282462	0.161	0.116	1
MID1IP1	0.0948933026018267	0.0679811775282462	0.144	0.11	1
CMC1	0.0790941695751086	0.0679693055225113	0.211	0.169	1
ZNF827	0.0378572628975224	0.0678651186450271	0.151	0.107	1
DPCD	0.0260937529475306	0.0678620552047317	0.189	0.138	1
RILPL2	0.085594372737051	0.0678512564274981	0.281	0.234	1
SPIN1	0.543405851464111	0.0678299471528551	0.456	0.445	1
DAZAP2	0.123176841888532	0.0678149125018528	0.663	0.627	1
IMP4	0.179283737010523	0.0677483721314382	0.274	0.24	1
POGLUT1	0.0114520532148118	0.0677483721314381	0.161	0.107	1
LRRC8A	0.097355159687406	0.067748372131438	0.182	0.144	1
ARFIP1	0.0574671278822773	0.067748372131438	0.263	0.213	1
TAF4B	0.156714846418773	0.0677483721314379	0.074	0.053	1
TTC1	0.145734826789303	0.06764494942514	0.274	0.237	1
PCMTD2	0.112459380809847	0.0676424201583511	0.246	0.204	1
NCBP2AS2	0.184466236903275	0.0676397640807305	0.221	0.19	1
DDX60	0.00319114038691603	0.0676276596650754	0.126	0.072	1
TUT7	0.00599475135512663	0.0676276596650754	0.126	0.076	1
SASS6	0.0026731847957399	0.0676241999025119	0.095	0.049	1
CCDC66	0.0184683286715992	0.0675127916212985	0.147	0.099	1
CLPTM1L	0.0124916677105471	0.0675062076254745	0.119	0.074	1
C2CD3	0.00790808588915472	0.0674992450299922	0.084	0.046	1
EYA4	5.37948410877471e-06	0.0674918702122114	0.063	0.016	0.091569578499563
ORMDL3	0.068124463350187	0.067420747503962	0.225	0.179	1
APPL2	0.140327808361421	0.067420747503962	0.214	0.18	1
TSTA3	0.377271603691034	0.067420747503962	0.2	0.178	1
MR1	0.0126330275273212	0.0673840091945626	0.116	0.072	1
CBX4	0.000610188617686083	0.0673735000906414	0.091	0.042	1
IFNAR1	0.63255705002368	0.0673412049683912	0.249	0.241	1
MKLN1	0.0351225445617973	0.0673314082438857	0.274	0.211	1
PBX2	0.00476849226145212	0.0672743860767799	0.154	0.096	1
ALPK1	0.00472374859024299	0.0672610574701961	0.119	0.069	1
ZNF71	0.000572076186208594	0.0672469575670411	0.088	0.039	1
AHNAK	0.322405630187583	0.067232017422673	0.761	0.735	1
CD2	0.000592497648747762	0.0672320174226728	0.028	0.006	1
TLNRD1	0.0102540395591051	0.0671699753627202	0.175	0.118	1
RPS6	0.696187559546003	0.0671666652462464	0.996	0.995	1
PARP4	0.00720360799166309	0.0671541079878916	0.144	0.09	1
RAB11FIP3	0.000493968999680233	0.0671196098460928	0.081	0.034	1
NCF1	3.02125921748809e-05	0.0671008138635127	0.039	0.007	0.514278744000822
APBB1IP	3.06173422038259e-05	0.0671008138635127	0.039	0.007	0.521168398993525
CAMK2N1	0.0700591632206689	0.0670302816493587	0.27	0.221	1
IMPDH1	0.084152174613177	0.0669551533009287	0.182	0.143	1
NDUFA4	0.674549765538761	0.066940232805395	0.793	0.805	1
TMEM138	0.0794207731159271	0.0669338489589189	0.154	0.118	1
MGAT4B	0.00266596172112134	0.0668876122264049	0.105	0.056	1
EFHD2	0.00331802450894518	0.0668876122264049	0.102	0.055	1
APAF1	0.00481202573328071	0.0668876122264049	0.102	0.056	1
EFHC1	0.0680653308400471	0.0668845475171181	0.228	0.181	1
H2AC11	0.000144143914478618	0.0668624678721674	0.063	0.021	1
UBTD1	0.0390184626064902	0.0668392298936236	0.182	0.135	1
IGHV1-2	8.78287738421654e-10	0.0668358102895781	0.035	0.001	1.49502138834134e-05
SPN	0.00036021302466549	0.0668358102895781	0.018	0.002	1
COLGALT1	0.0238070545188063	0.0667739073589023	0.246	0.185	1
NECAP2	0.0406322312861095	0.0667739073589023	0.242	0.188	1
BMPR1A	0.074148570942723	0.0667739073589023	0.225	0.179	1
PSMB1	0.316182897146192	0.0667681432535727	0.726	0.733	1
YTHDF1	0.0021253610619524	0.0667615765793613	0.105	0.055	1
CTSD	0.239221723260608	0.0667299446577465	0.326	0.296	1
LANCL1	0.0133550187515823	0.0666949255414485	0.158	0.105	1
MRPL52	0.421342685498765	0.0666805001057101	0.368	0.356	1
ZER1	0.0250801461080035	0.066665674113727	0.123	0.081	1
ABHD17B	0.000275512207611763	0.0666020112917108	0.067	0.024	1
TIMM29	0.00579869064575012	0.0665417017358258	0.13	0.078	1
ZNF585A	0.0108283842419814	0.0665417017358258	0.126	0.079	1
MED13	0.0237017261095568	0.0665199287046762	0.204	0.148	1
ARHGEF1	0.0196497320153783	0.0664874252910238	0.179	0.125	1
HERPUD1	0.23434267565921	0.0664492319798142	0.558	0.519	1
SFT2D2	0.0653159331292477	0.0664383197908951	0.221	0.174	1
KLHDC10	0.0221104509033308	0.0664169700947685	0.116	0.075	1
ARHGAP17	0.035880700493114	0.0664044549025472	0.204	0.152	1
MT-CO1	0.0756730321641592	0.0663923611727517	1	0.986	1
TBC1D2	0.00412776379118702	0.0663787051360768	0.091	0.048	1
TP53I11	0.0133389302095721	0.0663687927378693	0.175	0.12	1
STAM2	0.0223996512368807	0.0663311863191594	0.144	0.098	1
CRIPT	0.0243034134872408	0.0663252179748628	0.242	0.182	1
CCDC25	0.0817583502121941	0.0663200620952174	0.295	0.244	1
UBR1	0.0198008648227097	0.0662883248672365	0.193	0.139	1
SNAPIN	0.154541227689763	0.0662856163157715	0.256	0.221	1
TARS1	0.0939370437024133	0.0662494680580207	0.246	0.203	1
CAP1	0.414652713870087	0.0661380415245889	0.463	0.444	1
APOBEC3G	0.202250034521263	0.0660850489979658	0.105	0.083	1
RALB	0.15192728092207	0.0660260080517566	0.228	0.194	1
RPL27	0.576070968281671	0.0659986811296593	0.965	0.963	1
OTUD3	0.000386758723833653	0.0659885278274436	0.084	0.036	1
BCDIN3D	0.00071684681270631	0.0659885278274436	0.084	0.037	1
H2BC11	0.00298187246887046	0.0659885278274436	0.063	0.028	1
PLEKHO1	0.0227696768384101	0.0659821219564146	0.225	0.166	1
MTHFR	0.00138835467375717	0.06591030965719	0.116	0.061	1
ACAD8	0.0075587457559221	0.06591030965719	0.109	0.064	1
ATL3	0.0972672406168331	0.0658928155529561	0.27	0.225	1
EIF4A2	0.306970425121339	0.0658859980550726	0.8	0.794	1
CDKL1	0.000858382835468332	0.0658568089380946	0.077	0.033	1
CCDC137	0.00681686083889474	0.0658359343489693	0.14	0.087	1
PRKAA1	0.0661436249806159	0.0658171292197073	0.182	0.141	1
ABL1	0.0618587478653521	0.065800100341916	0.239	0.191	1
FOXP1	0.0135902785545417	0.0657846073996119	0.26	0.19	1
SCNM1	0.0667781033543377	0.0657846073996119	0.284	0.234	1
NPIPA1	0.00259795762284425	0.0657816750002358	0.109	0.059	1
GUCD1	0.0317447882828015	0.0657651254927435	0.154	0.109	1
RALGDS	0.0010428492638701	0.0657242468735695	0.074	0.032	1
MED24	0.0272773172255204	0.0656976325666758	0.182	0.131	1
C11orf68	0.0095477856208384	0.065583788018115	0.126	0.078	1
ATG2B	0.0213213102450771	0.065583788018115	0.119	0.077	1
CDK5	0.0318998772644984	0.065583788018115	0.123	0.083	1
B3GAT3	0.089468974362458	0.0655573461934281	0.361	0.31	1
DPAGT1	0.0289758360589643	0.0653973379046581	0.214	0.16	1
FASN	0.0363221126477	0.0653942963200837	0.14	0.099	1
HAGHL	0.00792834127729215	0.0653909253994483	0.091	0.05	1
TAFA5	0.0772268729067708	0.0653349732447669	0.161	0.124	1
RGP1	0.0141820758981903	0.0653285543201045	0.119	0.075	1
BRIX1	0.0762385097200177	0.0652867085689121	0.249	0.2	1
OVCA2	0.0148492050291013	0.0652783878005199	0.211	0.15	1
CCAR2	0.0437833044214663	0.0652783878005199	0.2	0.151	1
UPP1	0.00532468900300567	0.065259034889043	0.088	0.046	1
BACH1	0.0678250273906249	0.0652349655011496	0.242	0.194	1
BASP1	0.0894401709468888	0.0652243547576822	0.175	0.137	1
PPP5C	0.130265497913431	0.0652243547576822	0.214	0.178	1
CHMP7	0.0127998370797972	0.0652126767515312	0.179	0.122	1
JOSD1	0.00541028655773619	0.0651433738120831	0.147	0.091	1
ZBTB11	0.0180309133445209	0.0651433738120831	0.144	0.096	1
TMEM200A	0.0103446364653226	0.0650922896858005	0.326	0.244	1
TAF8	0.00392219116326306	0.0650701761973858	0.123	0.071	1
LCP2	0.0055299458693943	0.0649927461070315	0.077	0.039	1
PDK4	0.0113520758300374	0.0649927461070315	0.07	0.037	1
TRIP12	0.0152270537288014	0.0649659314601111	0.291	0.219	1
CAMSAP2	0.00818162513710783	0.0649659314601111	0.172	0.113	1
GRWD1	0.026678899948641	0.0649659314601111	0.168	0.12	1
NPEPL1	0.0143466395846909	0.064939789760615	0.109	0.067	1
PTPN12	0.0324123551332086	0.0649174481021548	0.193	0.143	1
GRM8	9.3035823489711e-08	0.0649107055125517	0.06	0.011	0.00158365578744186
UBR7	0.0450476095025399	0.0648894263538549	0.133	0.094	1
ADPRS	0.061360331842451	0.0648711700530758	0.211	0.164	1
MIS18BP1	0.0775560046171771	0.0648711700530758	0.189	0.147	1
SLC12A8	0.12263002000554	0.0648583318895893	0.056	0.037	1
ZFYVE16	0.0857561677864939	0.0648414699976788	0.333	0.283	1
OXLD1	0.124035765658687	0.0647957521569484	0.179	0.144	1
MRPS34	0.803866173777132	0.0647846542039966	0.411	0.417	1
BTBD10	0.0163197258313661	0.0647162740900297	0.161	0.11	1
PSMB5	0.483593414548481	0.0646061200720527	0.561	0.548	1
CBFB	0.0181133664659332	0.0645903372165252	0.158	0.107	1
JCAD	0.000559567184639157	0.064586923171871	0.074	0.03	1
PPM1F	0.00256486296283309	0.0645437513295426	0.109	0.059	1
GCNT2	2.05951125220966e-05	0.0644918698212789	0.028	0.003	0.350570005351128
GSTO1	0.172287117895871	0.0644547343995807	0.477	0.433	1
DAGLB	0.000959462298017997	0.0644499121065824	0.07	0.029	1
SKI	0.419232632442684	0.0644405384078174	0.214	0.195	1
TRAPPC2B	0.00501729909912866	0.0644100867062155	0.098	0.054	1
RFLNB	0.0109416529663381	0.0644100867062155	0.095	0.055	1
CRKL	0.0458352157275985	0.0643018940449561	0.168	0.124	1
FAIM	0.0770668550996453	0.0643018940449561	0.168	0.129	1
XPC	0.208686467169478	0.0642935657673293	0.249	0.217	1
YWHAB	0.160109128175767	0.0642835185497648	0.846	0.849	1
PSMC5	0.182001217518172	0.064275583217195	0.491	0.449	1
BORCS8	0.00272088901522515	0.0642755832171949	0.098	0.051	1
ADGRL2	0.0033262121862775	0.0642755832171949	0.098	0.052	1
LARP4	0.0753436233955835	0.0642691572305844	0.193	0.151	1
TOR1AIP2	0.0635718785730223	0.0642378965716328	0.214	0.168	1
ELMO1	1.53373054453168e-05	0.0641732343478164	0.07	0.021	0.261071613290183
UQCC3	0.0855450637480121	0.064152036347188	0.295	0.243	1
TTI2	0.00176746279589127	0.0641402329400773	0.095	0.047	1
TAF13	0.0033538891999551	0.0641402329400773	0.095	0.05	1
DIS3L2	0.0123290347408092	0.0641088771617018	0.119	0.074	1
NLGN4X	0.098631544097961	0.0640790469169729	0.126	0.094	1
NDC80	3.68301064165162e-05	0.0640335504398005	0.06	0.017	0.626922071421939
PHAX	0.242930933286468	0.0640156532551081	0.295	0.265	1
DENND4C	0.0731141891066233	0.0639976717936096	0.211	0.167	1
ELAVL1	0.233361219378596	0.063970540275552	0.323	0.296	1
WASHC5	0.0172470752704871	0.0639238981602852	0.168	0.116	1
UROS	0.0918222490096976	0.0638544560269466	0.235	0.192	1
AGO3	0.0990771977625598	0.0638544560269466	0.221	0.18	1
EIF3D	0.0524669455763908	0.0638466631304021	0.547	0.483	1
HCCS	0.00603619868020811	0.0638422659032801	0.116	0.068	1
MIDN	0.0870752218365391	0.0637936969020503	0.277	0.226	1
SP1	0.0437079326445765	0.0637750976814887	0.186	0.139	1
SMC5	0.0743457741503147	0.0637353096248144	0.225	0.179	1
LRPPRC	0.236472577325779	0.0636818623827954	0.274	0.247	1
MRPL44	0.0673353164211574	0.0636498039178172	0.182	0.141	1
TMOD1	0.160076267651952	0.0636498039178172	0.154	0.125	1
IGLV1-51	1.88143634890859e-05	0.0636090129474209	0.046	0.01	0.32025809531122
LAT	0.00451803890562257	0.0636090129474209	0.032	0.01	1
MEX3A	0.0282010338363473	0.0635723406620494	0.095	0.059	1
CDK14	0.0213330337599252	0.0635391932422371	0.151	0.103	1
SLC35A4	0.0460529772870271	0.0635391932422371	0.154	0.112	1
PPP3CA	0.0449496305160956	0.0635090857874298	0.196	0.149	1
UBE2L3	0.313215430097158	0.0634816184383905	0.396	0.372	1
GZMA	0.00552201914481898	0.0634656418375866	0.021	0.005	1
NSMF	0.00232318756851716	0.0634361159270438	0.102	0.053	1
CSNK1A1	0.174734205168188	0.0634224467286481	0.488	0.458	1
MTMR14	0.0104929742099524	0.0634224467286478	0.13	0.081	1
MYCBP	0.0158089854986354	0.0634224467286478	0.13	0.084	1
CSNK1G3	0.0222397316095871	0.0633970384451538	0.186	0.133	1
UBA5	0.0366124899668644	0.0633852106037536	0.211	0.159	1
OXA1L	0.150999302886929	0.0633487693566107	0.484	0.44	1
CA9	0.360457295450638	0.0633213261133414	0.007	0.003	1
CCL22	0.505557227673572	0.0633213261133414	0.007	0.004	1
B3GALT4	0.00691407652143832	0.0632990392574731	0.102	0.058	1
TRMT44	0.0190273939248528	0.063288723940738	0.119	0.077	1
CNOT6L	0.0829160099860137	0.063288723940738	0.112	0.081	1
SUSD6	0.0504068378009393	0.0632606321696686	0.182	0.138	1
MAIP1	0.0175984682567778	0.0631541830857675	0.123	0.079	1
AMBRA1	0.0244911543971982	0.0631541830857675	0.112	0.072	1
GK5	0.104250436714867	0.0631541830857675	0.102	0.074	1
KAT2A	0.0199232947728073	0.0631475990598966	0.144	0.097	1
UBE2G1	0.0653103296974998	0.0631413267318364	0.161	0.121	1
WWC2	0.0534698241389368	0.0631353444790366	0.189	0.144	1
PPP6C	0.0911558688066151	0.0631139478413634	0.298	0.251	1
NUDCD2	0.101252660835923	0.0631091530425068	0.302	0.259	1
ZNF207	0.109558850062666	0.0630769324075403	0.432	0.388	1
PFKFB3	0.00814747066829697	0.0630155046344628	0.14	0.088	1
CLOCK	0.0101712905045256	0.0630123498890642	0.175	0.117	1
APBA3	0.016960285116036	0.0628826169596221	0.147	0.099	1
CHD6	0.13073582459086	0.0628826169596221	0.267	0.226	1
ESRRA	2.85362749377256e-05	0.0628826169596219	0.067	0.02	0.485744471989966
H3C2	0.000678012785964042	0.0628826169596219	0.035	0.009	1
PICALM	0.104578441653488	0.0628826169596218	0.232	0.19	1
NSD2	0.00151975112492815	0.0628826169596218	0.116	0.061	1
CEP78	0.00406556460446157	0.0628826169596218	0.123	0.071	1
ECE1	0.161345120925326	0.0627752056472922	0.323	0.283	1
UBE2V1	0.0503347477039064	0.0627634991755567	0.263	0.208	1
YY1AP1	0.10397339626225	0.0627634991755567	0.249	0.207	1
YES1	0.0737813264788032	0.0627551647716431	0.186	0.145	1
MDFIC	0.0114773194406948	0.0627521212749517	0.168	0.112	1
APC	0.0119243081417471	0.0627521212749517	0.165	0.11	1
LACTB	0.0287381188289475	0.0627489288678905	0.137	0.094	1
PELI2	0.0136514716351628	0.0627455763477031	0.105	0.064	1
ATF7IP2	5.5223451806068e-06	0.0627383402415768	0.063	0.016	0.0940013596642889
PPA2	0.191755944983419	0.0626437403896767	0.235	0.204	1
FBXW11	0.0447284138931685	0.0626384028175425	0.239	0.186	1
HMCES	0.0688894243237734	0.0626208560878363	0.147	0.109	1
PTP4A3	0.116784128613628	0.0626076869843469	0.088	0.063	1
CDCA3	0.0410697679189683	0.0626005927106761	0.039	0.019	1
HOXB6	0.0837297476734857	0.0625931226191523	0.028	0.014	1
REEP3	0.145486576288529	0.0625879187580275	0.421	0.379	1
CPNE1	0.216198477814214	0.0625825243863319	0.404	0.37	1
SLC8B1	0.0115854458699237	0.0624980521057151	0.186	0.127	1
PCM1	0.0543498799104002	0.0624888145712374	0.428	0.367	1
PTPRM	0.00313939948979273	0.0624689409593999	0.112	0.062	1
EDEM1	0.00821557345231935	0.0624689409593999	0.105	0.061	1
AVIL	9.45825019648722e-06	0.0624469548572959	0.049	0.011	0.160998334844605
HOXB2	0.128880767023774	0.0623801983437522	0.182	0.147	1
ASH1L	0.167364088316944	0.0623801983437522	0.389	0.344	1
SDCBP	0.0493142889485751	0.0623643144425011	0.558	0.475	1
LZTS2	0.00784205370391793	0.0623559898171111	0.161	0.104	1
SMYD3	0.0293309106766062	0.0623559898171111	0.154	0.108	1
CCDC28A	0.0624620712007507	0.0623559898171111	0.147	0.109	1
CEP83	0.00545764104955949	0.0623429891093474	0.13	0.077	1
MCPH1	0.0328148824264609	0.0623429891093474	0.123	0.083	1
PNP	0.0159223918416371	0.0623293302641006	0.084	0.048	1
HGS	0.10628440498601	0.0623059771818148	0.284	0.239	1
SAYSD1	0.0252357899708076	0.0622223748352026	0.151	0.104	1
BIRC3	0.0214266976132155	0.0621888467895371	0.07	0.039	1
H4C8	0.00105744039571867	0.0621707725474454	0.074	0.032	1
ANG	0.294374865979861	0.0621581906120435	0.221	0.195	1
PTPN7	1.93886122386479e-06	0.0621517313667624	0.035	0.004	0.0330032957526264
GRK4	0.00496639948333048	0.0620474823250777	0.098	0.054	1
CEP19	0.000158376189154331	0.062025655223175	0.07	0.025	1
URM1	0.0453609214778123	0.0620256552231749	0.393	0.327	1
TRANK1	0.019723766953402	0.0619748129576949	0.161	0.111	1
ATXN1L	0.012712482223528	0.0619295791024547	0.119	0.074	1
COPS7B	0.0351619417271806	0.0618662766281288	0.193	0.143	1
ZDHHC20	0.0396625891153809	0.0618420867732331	0.165	0.12	1
EPS15	0.0990571893122335	0.0618109108009749	0.256	0.211	1
MECP2	0.241457095685393	0.0618109108009749	0.235	0.207	1
FBXO33	0.00222003833088945	0.0617620770657068	0.091	0.046	1
IQCE	0.00225623291084028	0.0617620770657068	0.091	0.046	1
HNRNPH1	0.336503210038156	0.0617620770657066	0.351	0.327	1
ROM1	0.000272506260134115	0.0617326009235266	0.06	0.02	1
AFF1	0.0505977566230832	0.0617141589376315	0.26	0.206	1
STX8	0.162941182319036	0.0617141589376315	0.27	0.234	1
WDR77	0.0432629369906983	0.0617085805127162	0.161	0.117	1
EVA1B	0.147735103003774	0.0616886294372888	0.235	0.199	1
ZBTB25	0.02536201955409	0.0616798698779646	0.133	0.09	1
C3orf14	0.0305717236838037	0.0616798698779646	0.133	0.091	1
MCC	0.139547576171172	0.0616340707623631	0.186	0.152	1
KCNIP1	0.0256207215833311	0.0616180193263748	0.07	0.04	1
HLA-DMA	0.173217673102286	0.0616180193263748	0.046	0.03	1
HAUS1	0.192114070544856	0.0616048779327928	0.172	0.143	1
ZMYND19	3.18385761380372e-05	0.0615846456252066	0.063	0.019	0.54195624302167
YKT6	0.0277143983187425	0.0615742872781474	0.161	0.113	1
CCDC58	0.0119164145599308	0.0615421959388358	0.14	0.09	1
VPS13D	0.0246083675741929	0.0615421959388358	0.133	0.09	1
PREB	0.114519391195322	0.0615361912521051	0.225	0.185	1
BNIP3	0.444711546641632	0.0615311460964931	0.288	0.27	1
CLCN6	0.00685400700862986	0.0615084907095438	0.109	0.063	1
ZDHHC16	0.0266218544196417	0.0614392000899534	0.165	0.116	1
RBM43	0.0275142087086942	0.0614392000899534	0.154	0.107	1
VMA21	0.0886747298129071	0.0614392000899534	0.147	0.112	1
ATP6V1G1	0.538471081642628	0.0614239718284222	0.751	0.748	1
MRPL54	0.427939222087848	0.0614191192200033	0.361	0.338	1
DDX50	0.173191925534348	0.061414799534509	0.302	0.267	1
CBL	0.000687388926723919	0.0613271504575806	0.081	0.035	1
PSMD4	0.589924655062038	0.0613221029720049	0.418	0.414	1
BROX	0.0534644277124937	0.0613033118857744	0.147	0.107	1
BSG	0.20673492332206	0.0612768521251574	0.895	0.877	1
MRPL22	0.149524872982574	0.0611803217286214	0.305	0.266	1
FLYWCH1	0.0922107002165689	0.0611666155192332	0.14	0.106	1
PPP4C	0.207609457406617	0.0611592695534134	0.4	0.366	1
FBXO9	0.0503592592153961	0.0611442205077027	0.288	0.23	1
TNFSF12	0.00611805269675335	0.0611241398274152	0.13	0.078	1
VPS36	0.0836443028588724	0.0611065548851493	0.253	0.207	1
ZNF562	0.0110440103472122	0.0610795079875588	0.095	0.055	1
TRIM69	0.0228812600740138	0.0610729463906073	0.175	0.124	1
HERC4	0.0281621246231653	0.0610729463906073	0.175	0.125	1
PTGFRN	0.073958098688323	0.0610729463906073	0.158	0.12	1
TOB1	0.0706161878379197	0.0610621813352532	0.249	0.198	1
FUT11	0.0330164704697009	0.0610291037586818	0.147	0.103	1
TRBC1	0.023245009781462	0.0609830840441404	0.018	0.005	1
